annotater_id,table_ids,hypothesis,label
GW28,T2051,2016 에콰도르 지진은 수백 명을 죽이고 수천 명을 다쳤다.,E
GW28,T2051,2016 에콰도르 지진은 1 세기 이상 남아메리카에서 가장 강력한 지진이었다.,N
GW28,T2051,2016 에콰도르 지진은 에콰도르에서 지역화되었으며 다른 이웃 국가에 영향을 미치지 않았습니다.,C
GW86,T2051,2016 에콰도르 지진은 하나 이상의 국가에서 느껴졌다.,E
GW86,T2051,2016 에콰도르 지진은 정확히 668 명이 사망했습니다.,N
GW86,T2051,2016 에콰도르 지진은 에콰도르에서만 느껴졌다.,C
GW4,T2052,2019 페루 지진은 1 명 이상의 사망자를 낳았습니다.,E
GW4,T2052,2019 페루 지진은 예상했던 것 중 하나였습니다.,N
GW4,T2052,2019 페루 지진은 약한 지진이었다,C
GW1,T2052,2019 페루 지진은 2 십 명이 넘는 사람들을 다쳤다.,E
GW1,T2052,“2019 페루 지진”은 페루에서 에콰도르보다 더 많은 사람들을 다쳤다.,N
GW1,T2052,2019 페루 지진은 3 시간 이상 지속되었습니다.,C
GW95,T2052,이 지진은 이른 아침에 발생했다.,E
GW95,T2052,사망자 두 명은 에콰도르인이었다.,N
GW95,T2052,지진은 역사상 가장 치명적이었다.,C
GW28,T2053,Acorn Microcomputer는 키보드가 있지만 조이스틱이 아닙니다.,E
GW28,T2053,Acorn Microcomputer는 유럽에서만 판매되었습니다.,N
GW28,T2053,Acorn Microcomputer에는 최첨단 그래픽과 사운드 카드가 포함되어 있습니다.,C
GW12,T2053,Acorn Computers는 1979년에 Acorn Microcomputer를 개발했습니다.,E
GW12,T2053,Acorn Microcomputer에는 25 키 키 키보드와 LED 디스플레이가 있습니다.,N
GW12,T2053,Acorn Atom의 출시 날짜는 40 년 전이었습니다.,C
GW52,T2053,“Acorn Microcomputer”는 40년 전에 데뷔했다.,E
GW52,T2053,Acorn Microcomputer는 저렴한 대안으로 간주되었습니다.,N
GW52,T2053,Acorn Microcomputer는 1MB 이상의 RAM을 보유하고 있습니다.,C
GW1,T2054,Aerotrain은 부분적으로 지상 위에 있습니다.,E
GW1,T2054,Aerotrain은 항상 2 개의 역을 가지고있었습니다.,N
GW1,T2054,Aerotrain은 20 세기 초에 열렸다.,C
GW63,T2054,남성과 여성은 2000 년에 Aerotrain을 사용할 수 있습니다.,E
GW63,T2054,말레이시아 공항 홀딩 베르하드 (Malaysia Airports Holdings Berhad)는 Aerotrain을 건설하고 설계했습니다.,N
GW63,T2054,Aerotrain은 말레이시아에서 2km의 거리에서 지상에서만 작동합니다.,C
GW52,T2054,Aerotrain은 20 년 전에 열렸습니다.,E
GW52,T2054,Aerotrain은 경로에서 속도로 변동합니다.,N
GW52,T2054,Aerotrain은 1 마일 이상의 철도 경로를 가지고 있습니다.,C
GW28,T2055,아프리카 trypanosomiasis는 아프리카에서 tsetse 모기가 전파하는 감염병입니다.,E
GW28,T2055,아프리카 trypanosomiasis는 유럽에서 유래하고 아프리카로 퍼졌습니다.,N
GW28,T2055,수십 년 전 ‘아프리카 트리파노소미아스(African Trypanosomiasis)’가 멸종되었다.,C
GW95,T2055,치료를 받는 대부분의 사람들은 치료를 받는다.,E
GW95,T2055,진단 방법은 매우 고통스럽습니다.,N
GW95,T2055,그것을받는 사람들의 90 %는 그것으로 사망합니다.,C
GW4,T2055,아프리카 trypanosomiasis는 하나 이상의 단계를 가지고 있습니다.,E
GW4,T2055,질병 아프리카 trypanosomiasis는 아프리카에서만 온다.,N
GW4,T2055,아프리카 trypanosomiasis는 그것을 겪는 사람들의 50 % 이상을 죽입니다.,C
GW106,T2056,에이즈로 고통받는 환자의 수명은 항 레트로 바이러스 치료로 크게 증가합니다.,E
GW106,T2056,미국에서 새로운 에이즈 사례의 대부분은 모유에 노출 된 결과로 발생합니다.,N
GW106,T2056,안티 레트로 바이러스 치료는 환자의 작은 비율에서 에이즈를 치료할 수 있습니다.,C
GW19,T2056,인간 면역 결핍 바이러스 (HIV)는 더 이상 1980 년대에 있었던 자동 사형 선고로 간주되지 않습니다.,E
GW19,T2056,보호받지 않은 성관계는 HIV 전염의 주요 방법입니다.,N
GW19,T2056,충분히 일찍 진단하면 HIV는 완전히 치유 될 수 있습니다.,C
GW28,T2056,HIV / AIDS는 알려진 치료가없는 전염병입니다.,E
GW28,T2056,“HIV/AIDS”는 동성애자와 동성애자 커플에게 동등하게 영향을 미칩니다.,N
GW28,T2056,HIV / AIDS는 보통 치료를받지 않은 사람들에게 사형 선고입니다.,C
GW12,T2057,알파 로미오는 알파 로미오 V6 엔진의 제조자이지만 디자이너는 아닙니다.,E
GW12,T2057,알루미늄 알파 로미오 V6 엔진은 알파 로미오 V6 버스라고도합니다.,N
GW12,T2057,알파 로미오 V6 엔진은 30 년 이상 생산되었습니다.,C
GW4,T2057,알파 로미오 V6 엔진은 70 년대에 생산되기 시작했습니다.,E
GW4,T2057,알파 로미오 V6 엔진은 정기적으로 오일 교체가 필요합니다.,N
GW4,T2057,알파 로미오 V6 엔진은 강철 블록으로 만들어집니다.,C
GW52,T2057,알파 로미오 V6는 50 년 동안 생산되었습니다.,E
GW52,T2057,알파 로미오의 V6 엔진은 여러 차량에 사용되었습니다.,N
GW52,T2057,V6는 225 lb 피트 이상의 토크를 가지고있었습니다.,C
GW74,T2058,Altostratus undulatus clouds는 파도층 구름,E
GW74,T2058,Altostratus undulatus 구름은 항상 2400-6100 m의 고도에서 발견됩니다.,N
GW74,T2058,Altostratus undulatus cloud는 강수량을 형성하는 낮은 구름입니다.,C
GW105,T2058,알트로스트라투스 (Altostratus)는 찢어져 보이는 경향이 있습니다.,E
GW105,T2058,"altostratus 구름은 15,000 피트 높이에 나타납니다.",N
GW105,T2058,altostratus 구름은 일반적으로 허리케인이 될 것이라는 것을 의미합니다.,C
GW52,T2058,AS는 8000 피트 이상의 고도에 올라갑니다.,E
GW52,T2058,클라우드에는 분류 시스템이 있습니다.,N
GW52,T2058,비는 AS 구름으로 보장됩니다.,C
GW19,T2059,B.R. Ambedkar의 생일은 인도에서 인정되지만 종교적인 휴일은 아닙니다.,E
GW19,T2059,Babasaheb Ambedkar 박사는 인도의 헌법의 저자로 간주됩니다.,N
GW19,T2059,Babasaheb Ambedkar 박사는 파키스탄의 주요 민족주의 운동의 지도자였습니다.,C
GW63,T2059,Ambedkar Jayanti는 4 월 14 일에 Ashok Vijaya Dashmi와 함께 축하됩니다.,E
GW63,T2059,"B. R, Ambedkar는 또한 Bhim로 알려져 있었다.",N
GW63,T2059,B. R. Ambedkar는 5 월에 태어났습니다.,C
GW86,T2059,Ambedkar Jayanti는 매년 발생합니다.,E
GW86,T2059,Ambedkar Jayanti는 의사의 탄생 기념일을 기념합니다.,N
GW86,T2059,Ambedkar Jayanti는 종교적인 휴일입니다.,C
GW52,T2060,안젤리나는 20 세기 초에 설립되었습니다.,E
GW52,T2060,안젤리나는 여러 종류의 음식을 제공합니다.,N
GW52,T2060,안젤리나는 5 개의 다른 소유자를 겪었습니다.,C
GW74,T2060,"226 Rue de Rivoli, 파리",E
GW74,T2060,Groupe Bertrand는 파리에서 살고 있습니다.,N
GW74,T2060,Antoine Rumpelmayer는 Groupe Bertrand를 소유자로 대체했습니다.,C
GW4,T2060,안젤리나는 100 년 전에 처음으로 열렸습니다.,E
GW4,T2060,안젤리나는 프랑스에서 먹을 수있는 최고의 장소 중 하나로 알려져 있습니다.,N
GW4,T2060,안젤리나는 단지 하나의 주요 위치를 가지고 있습니다.,C
GW86,T2061,Apple I는 일련의 컴퓨터 중 하나였다.,E
GW86,T2061,Apple I에는 디스크 드라이브가 있었다.,N
GW86,T2061,"Apple I는 소개되었을 때 2,000 달러 이상의 비용이 들었습니다.",C
GW52,T2061,Apple I는 2 년 이내에 생산되었습니다.,E
GW52,T2061,Apple I는 애플이 개발한 최초의 모델이었습니다.,N
GW52,T2061,Apple I는 출시 당시 저렴한 컴퓨터였습니다.,C
GW28,T2061,Apple I는 2 년 이내에 시장에있었습니다.,E
GW28,T2061,Apple I는 게임을위한 두 개의 조이스틱을 제공했습니다.,N
GW28,T2061,Apple I가 도입되었고 같은 해에 생산이 중단되었습니다.,C
GW28,T2062,Argon은 100 년 이상 알려져있다.,E
GW28,T2062,Argon은 흡입하면 치명적입니다.,N
GW28,T2062,Argon에 대한 녹기와 끓는 지점은 동일합니다.,C
GW74,T2062,녹는 지점은 끓는 지점보다 4°C 이상이다.,E
GW74,T2062,원자 숫자는 껍질 당 전자의 합입니다.Atomic number is the sum of electrons per shell.,N
GW74,T2062,비판적 점은 정확히 삼중점의 두 배입니다.,C
GW52,T2062,아르곤(Argon)은 발견된 최초의 20개 원소 중 하나였다.,E
GW52,T2062,Argon은 오늘날까지 일반적으로 사용됩니다.,N
GW52,T2062,‘아르곤’은 20세기에 발견되었다.,C
GW28,T2063,아스타틴은 20 세기 초반에 여러 사람에 의해 발견되었습니다.,E
GW28,T2063,아스타틴은 야생에서 우연히 발견되었습니다.,N
GW28,T2063,아스타틴은 원소를 발견 한 과학자 중 한 명을 따서 명명되었습니다.,C
GW4,T2063,Astatine은 주기 테이블에서 찾을 수 있습니다.,E
GW4,T2063,“아스타틴”은 켜질 때 빛납니다.,N
GW4,T2063,“아스타틴”은 매우 반응성으로 알려져 있습니다.,C
GW95,T2063,Astatine는 run down 요소에서 발견됩니다.,E
GW95,T2063,이탈리아인 3명에 의해 발견되었다.,N
GW95,T2063,아스타틴은 깨끗한 표면에서 발견됩니다.,C
GW95,T2064,자폐증은 보통 유아 모드에서 진단됩니다.,E
GW95,T2064,대부분의 자폐증 환자는 커뮤니케이션 문제로 인해 괴롭힘을 당합니다.,N
GW95,T2064,자폐증은 샷으로 치료됩니다.,C
GW52,T2064,자폐증은 매년 약 25 백만 명의 사람들에게 영향을줍니다.,E
GW52,T2064,자폐증의 출현은 수년 동안 증가했습니다.,N
GW52,T2064,자폐증은 단지 몇 달 동안 지속됩니다.,C
GW4,T2064,자폐증은 어린 아이들에게 증상을 나타내는 질병입니다.,E
GW4,T2064,자폐증을 가진 사람들은 대개 다른 사람들과 이야기하는 데 어려움을 겪습니다.,N
GW4,T2064,“자폐증”을 가진 사람들은 대개 그것에 의해 죽습니다.,C
GW19,T2065,NYC 교통 당국이 운영하는 MTA NYC 버스 시스템의 일부인 B25 Fulton Street 라인은 매년 2.5 백만 명이 넘는 승객을 보유하고 있습니다.,E
GW19,T2065,B25 버스 라인은 NYC 버스 시스템에서 가장 많이 사용되는 라인 중 하나입니다.,N
GW19,T2065,B25 버스 라인은 Upper West Side에서 Staten Island까지 운행합니다.,C
GW106,T2065,B25 Fulton Street Line은 브루클린의 요크 스트리트에서 여행합니다.,E
GW106,T2065,B25 버스는 항상 이스트 뉴욕 디포트 (East New York Depot)에 위치해 있습니다.,N
GW106,T2065,MTA는 b5 Fulton Street Line의 운영을 낮 시간부터 저녁 시간까지 제한합니다.,C
GW86,T2065,B25 Fulton Street Line은 하루 24 시간을 운행합니다.,E
GW86,T2065,b25 Fulton Street Line은 대부분의 경로를 Fulton Street에서 운행합니다.,N
GW86,T2065,‘B25 Fulton Street Line’은 브로드웨이 정류장에서 시작하여 프론트 스트리트에서 끝납니다.,C
GW52,T2066,B48 로리머 스트리트는 매년 1 백만 명이 넘는 여행자를 도와줍니다.,E
GW52,T2066,b48 Lorimer Street는 여전히 스트리트카 서비스를 제공합니다.,N
GW52,T2066,b48 Lorimer Street는 하루 종일만 운영됩니다.,C
GW84,T2066,Fresh Pond Depot은 브루클린에 위치해 있습니다.,E
GW84,T2066,B48 Lorimor Street에 매년 2백만 명이 넘는 파트너가 있습니다.,N
GW84,T2066,Fresh Pond Depot에서 버스만 주차합니다.,C
GW74,T2066,b48 Lorimer Street는 1884 년에 노바 버스 RTS-06를 사용하지 않았습니다.,E
GW74,T2066,b48 로리머 스트리트는 1947년 오리온 7호를 사용하기 시작했다.,N
GW74,T2066,b48 Lorimer Street은 같은 지역에서 시작하고 끝납니다.,C
GW52,T2067,‘B63 Fifth Avenue Line’은 19세기에 개발되었다.,E
GW52,T2067,B63 다섯 번째 거리 라인은 수년 동안 길이에 변화가있었습니다.,N
GW52,T2067,“B63 Fifth Avenue Line”의 연간 사용률은 5 백만을 초과합니다.,C
GW106,T2067,B63 라인은 길이 6 마일 미만입니다.,E
GW106,T2067,B63 Fifth Avenue Line은 브루클린에서 매년 가장 많이 여행되는 경로입니다.,N
GW106,T2067,B63 Fifth Avenue 라인의 마지막 픽업은 Pier 6에서 11:59PM에 출발합니다.,C
GW28,T2067,b63 Fifth Avenue Line는 뉴욕 브루클린에서 1 세기 전에 서비스를 시작한 버스 라인입니다.,E
GW28,T2067,“B63 Fifth Avenue Line”은 비행 시간에 가격을 줄였습니다.,N
GW28,T2067,b63 Fifth Avenue Line은 퀸즈 지역 사회에 봉사합니다.,C
GW52,T2068,B69 Vanderbilt Avenue Line은 매년 1 백만 명이 넘는 사람들이 그것을 여행합니다.,E
GW52,T2068,B69 Vanderbilt Avenue Line은 늦은 밤 작업을 실험했습니다.,N
GW52,T2068,“B69 Vanderbilt Avenue Line”은 1950년에 영구적으로 폐쇄되었다.,C
GW106,T2068,B69 Vanderbilt Avenue Line의 마지막 정류장은 브루클린 시내 지역에 위치하고 있습니다.,E
GW106,T2068,B69 라인은 1956년 세계 시리즈에서 에베츠 필드(Ebbets Field)까지 가장 인기있는 교통 수단이었다.,N
GW106,T2068,2017년에는 1.5백만 명이 넘는 고객이 B69를 타고 갔다.,C
GW1,T2068,B69 Vanderbilt Avenue Line은 19 세기에 서비스를 시작했습니다.,E
GW1,T2068,B69 Vanderbilt Avenue Line은 항상 그곳에서 교통편을 이용해 왔습니다.,N
GW1,T2068,"19세기 중반, “B69 Vanderbilt Avenue Line”는 작동을 중단했다.",C
GW52,T2069,Bandra Worli Sea Link 건설은 20 년 전에 시작되었습니다.,E
GW52,T2069,Bandra Worli Sea Link는 매우 인기있는 택시 스탠드입니다.,N
GW52,T2069,Sea Link에는 모든 차량에 대한 평평한 요금이 있습니다.,C
GW74,T2069,Bandra Worli Sea Link의 건설은 약 10 년 만에 완료되었습니다.,E
GW74,T2069,MSRDC는 Bandra Worli Sea Link을 설계하기 위해 Seshadri Srinivasan을 고용했습니다.,N
GW74,T2069,Bandra Worli Sea Link는 건설이 끝난 지 1 년 만에 개장했습니다.,C
GW106,T2069,Bandra Worli Sea Link는 같은 회사가 소유하고 유지합니다.,E
GW106,T2069,Bandra Worli Sea Link로 여행하는 운전자가 지불하는 대부분의 수수료는 평균 US$1.60입니다.,N
GW106,T2069,Bandra Worli Sea Link의 건설은 2 개의 다른 수십 년 동안 이루어졌습니다.,C
GW4,T2070,벨의 마비는 사람들이 극복 할 수있는 질병입니다.,E
GW4,T2070,질병 벨의 마비는 상당히 흔한 것입니다.,N
GW4,T2070,벨의 마비는 사람들을 죽이는 것을 끝내는 질병입니다.,C
GW52,T2070,벨의 낙태는 드문 상태입니다.,E
GW52,T2070,벨의 낙태가 재발할 수 있습니다.,N
GW52,T2070,벨의 낙태는 평생 지속되는 상태입니다.,C
GW28,T2070,벨 마비는 일시적이지만 고통스럽고 부끄러운 신경 장애입니다.,E
GW28,T2070,벨의 마비는 주로 노인 성인 남성에게 영향을 미칩니다.,N
GW28,T2070,벨의 마비는 관리 할 수있는 평생 고통입니다.,C
GW28,T2071,Beltane는 여름의 시작을 축하하는 연례 문화 관측입니다.,E
GW28,T2071,벨타인은 종교나 신념에 관계없이 많은 다른 그룹에 의해 축하됩니다.,N
GW28,T2071,Beltane는 반년 기독교 축제,C
GW52,T2071,Beltane는 시즌의 변화를 의미합니다.,E
GW52,T2071,Beltane는 5 월의 날이라는 용어가 어떻게 시작되었는지입니다.,N
GW52,T2071,‘벨타인’은 5월 1일 세계 곳곳에서 일어난다.,C
GW74,T2071,Beltane는 5 월 1 일 여름의 시작을 축하합니다.,E
GW74,T2071,Wiccans 일반적으로 Beltane을 축하하기 위해 불꽃놀이를 조명,N
GW74,T2071,여름의 시작은 남반구에서 6 월에 축하됩니다.,C
GW52,T2072,Bipolar disorder에는 다양한 유형이 있습니다.,E
GW52,T2072,Bipolar disorder는 주파수로 증가했습니다.,N
GW52,T2072,Bipolar disorder는 중년기에 발생합니다.,C
GW105,T2072,Bipolar disorder는 인구의 작은 비율에 영향을 미치는 드문 질병입니다.,E
GW105,T2072,양극성 장애의 대부분의 경우는 유전학 때문입니다.,N
GW105,T2072,어린이들은 양극성 장애의 위험이 가장 높습니다.,C
GW74,T2072,Bipolar disorder에 대한 위험 요인은 원인보다 많습니다.,E
GW74,T2072,어린 시절 학대받은 25세 소녀가 비폴라 장애를 일으킬 것,N
GW74,T2072,증상보다 합병증이 더 많다.,C
GW1,T2073,BMW 3 시리즈는 21세기의 2세기에 처음 제작되었습니다.,E
GW1,T2073,가솔린 터보 BMW 3 시리즈는 디젤 터보 BMW 3 시리즈에 비해 전문가들에 의해 우수하다고 평가됩니다.,N
GW1,T2073,BMW 3 시리즈는 3 개의 주요 디자이너가있었습니다.,C
GW28,T2073,BMW 3 시리즈는 여러 국가에서 조립 된 독일 자동차입니다.,E
GW28,T2073,BMW 3 시리즈는 BMW에서 가장 저렴한 차량 클래스입니다.,N
GW28,T2073,BMW 3 시리즈는 전기 배터리로 구동되는 Theri SUV를 제공합니다.,C
GW52,T2073,"BMW 3 시리즈, F 에디션은 거의 10 년간 생산되었습니다.",E
GW52,T2073,F 모델 BMW 3 시리즈는 3 시리즈 라인업의 마지막입니다.,N
GW52,T2073,F 모델 BMW 3 시리즈에는 각 차량에 대해 두 명의 디자이너가있었습니다.,C
GW4,T2074,"뇌종양은 일반적으로 매년 200,000 명 이상의 사람들을 죽이는 것을 끝냅니다.",E
GW4,T2074,뇌종양은 시간에 맞춰 제거될 수 있다.,N
GW4,T2074,뇌종양을 앓는 사람들의 절반 이상이 살아남을 것입니다.,C
GW28,T2074,뇌 경련에 대한 치료는 다양하며 약물과 함께 수행됩니다.,E
GW28,T2074,뇌종양을 진단하는 가장 인기있는 방법은 조직 생검을하는 것입니다.,N
GW28,T2074,뇌종양은 일반적으로 진단 후 몇 달 이내에 치명적입니다.,C
GW52,T2074,뇌종양은 1백만 명 이상의 환자에게 발생합니다.,E
GW52,T2074,뇌종양의 예측은 수년 동안 더 나아졌습니다.,N
GW52,T2074,뇌종양을 가진 사람은 누구나 죽을 것이다.,C
GW1,T2075,2015년까지 2백만 명이 넘는 사람들이 유방암에 걸렸습니다.,E
GW1,T2075,통계적으로 의사는 유방암 치료로 방사선 요법보다 수술을 선호합니다.,N
GW1,T2075,2018년에는 1백만 명이 넘는 사람들이 유방암으로 사망했다.,C
GW74,T2075,2018 년 사망률은 2015 년에 영향을받는 빈도의 1/4 이상이었다.,E
GW74,T2075,비만은 가슴 모양의 변화를 일으킨다,N
GW74,T2075,위험 요인보다 증상이 더 많습니다.,C
GW52,T2075,유방암은 매년 2 백만 명이 넘는 사람들에게 영향을줍니다.,E
GW52,T2075,유방암은 남성에서 발생합니다.,N
GW52,T2075,유방암은 생존율이 낮습니다.,C
GW4,T2076,브로민은 70보다 큰 질량을 가지고 있습니다.,E
GW4,T2076,광물 브로민은 할로겐으로 알려져 있습니다.,N
GW4,T2076,‘브로민’은 1900년대에 처음 발견되었다.,C
GW52,T2076,브로민은 발견된 최초의 50개 원소 중 하나였다.,E
GW52,T2076,‘브로민’은 매우 불변합니다.,N
GW52,T2076,‘브로민’은 18세기에 발견되었다.,C
GW86,T2076,‘브로민’은 19세기에 처음 발견되었다.,E
GW86,T2076,브로민은 가장 자주 액체 형태로 발생합니다.,N
GW86,T2076,‘브로민’은 알칼리성이다.,C
GW60,T2077,John Augustus Roebling은  suspension / cable-stay 하이브리드 브릿지를 설계하는 방법을 알고 있습니다.,E
GW60,T2077,브루클린 브리지(Brooklyn Bridge)는 동강을 건너는 유일한 다리이다.,N
GW60,T2077,브루클린 브릿지는 그것이 긴 것보다 더 높습니다.,C
GW4,T2077,브루클린 브릿지는 수년간 더 많은 용량을 추가하기 위해 업데이트되었습니다.,E
GW4,T2077,브루클린 브릿지(Brooklyn Bridge)는 브루클린의 교통 압박을 완화시켰다.,N
GW4,T2077,브루클린 브릿지를 사용하려면 운전자가 돈을 지출해야합니다.,C
GW106,T2077,브루클린 브리지(Brooklyn Bridge)는 1883년부터 맨해튼과 브루클린을 연결하고 있다.,E
GW106,T2077,브루클린 브릿지는 여행 중 가장 긴 시간 동안 가장 높은 지점에 도달합니다.,N
GW106,T2077,브루클린 브리지(Brooklyn Bridge)는 맨해튼에서 스테이튼 섬까지 적어도 하나의 물체를 건너고 있다.,C
GW105,T2078,부처님은 봄에 부처님의 생일을 축하합니다.,E
GW105,T2078,부다의 생일은 4 월에 더 자주 발생합니다.,N
GW105,T2078,부처님의 생일은 겨울의 휴일입니다.,C
GW107,T2078,부다의 생일은 많은 문화와 국가에서 축하됩니다.,E
GW107,T2078,‘부다의 생일’은 아시아에서만 축하된다.,N
GW107,T2078,“부처님의 생일”은 매년 같은 날에 축하됩니다.,C
GW52,T2078,“부다의 생일”은 아시아의 일부 지역에서 널리 축하됩니다.,E
GW52,T2078,“부다의 생일”은 아시아 밖의 사람들에 의해 축하 될 수 있습니다.,N
GW52,T2078,부처님의 생일은 매년 같은 날입니다.,C
GW4,T2079,‘불타는 사람’은 30년 넘게 계속되고 있다.,E
GW4,T2079,불타는 사람은 매년 정확히 같은 장소에서 개최됩니다.,N
GW4,T2079,불타는 사람은 일년에 여러 번 발생합니다.,C
GW89,T2079,매년 네바다에서 열리는 ‘불타는 사람’ 축제입니다.,E
GW89,T2079,Larry Harvey가 이벤트를 담당합니다.,N
GW89,T2079,1976년 ‘불타는 사람’ 축제가 시작됐다.,C
GW1,T2079,Burning Man은 1986년 여름에 개봉했다.,E
GW1,T2079,불타는 사람은 항상 약 50 ~ 70 천 명이 참석합니다.,N
GW1,T2079,2019 년에는 불타는 사람이 봄에있었습니다.,C
GW12,T2080,심장 멈추기는 펄스가 발견되지 않을 때 노인에서 발생합니다.,E
GW12,T2080,심장 정지는 의식 상실과 매우 낮은 칼륨을 포함 할 수 있습니다.,N
GW12,T2080,심장 마비의 생존율은 병원 밖의 사람들에게 더 높습니다.,C
GW86,T2080,심장마비로 인한 사망률은 75~90%에 이릅니다.,E
GW86,T2080,체중을 잃는 것은 심장 마비의 위험을 줄입니다.,N
GW86,T2080,병원 내 심장마비 사망률은 병원 외부 사망률보다 높다.,C
GW28,T2080,심장 정지는 심장이 기능을 멈추고 생존 확률이 낮은 의료 조건입니다.,E
GW28,T2080,심장 정지는 여성보다 남성에게 더 많이 발생합니다.,N
GW28,T2080,심장 정지는 병원 밖의 모든 경우에 치명적입니다.,C
GW52,T2081,‘카타르트’는 개발하는 데 시간이 걸린다.,E
