annotater_id,table_ids,hypothesis,label
GW8,T8,그는 공격에 대해 유죄 판결을 받았다.,N
GW8,T8,그는 여전히 자신의 범죄에 대해 감옥에 있습니다.,C
GW9,T8,제프리 다머는 여러 가지 범죄로 유죄 판결을 받았다.,E
GW9,T8,제프리 다머는 또 다른 죄수에 의해 살해되었다.,N
GW9,T8,제프리 다머는 두 가지 생애 기간 동안 봉사 한 후에 풀려났습니다.,C
GW4,T8,제프리 다머는 사람들을 죽이는 것으로 알려져있었습니다.,E
GW4,T8,제프리 다머는 위스콘신에서 평생을 보냈다.,N
GW4,T8,제프리 다머 (Jeffrey Dahmer)는 40 세 때 사망 한 사람입니다.,C
GW0,T8,제프리 다머는 2 미터 미만의 높이였다.,E
GW0,T8,제프리 다머는 감옥 경비원에 의해 살해되었다.,N
GW0,T8,‘제프리 다머’는 사형을 선고받았다.,C
GW10,T9,"1963 년부터 제프리 린 (Jeffrey Lynne)은 음악가, 노래 작가 및 레코드 프로듀서의 직업에 적극적으로 참여했습니다.",E
GW10,T9,제프리 린은 ftmusic.com을 소유하고 있다.,N
GW10,T9,제프리 린 (Jeffrey Lynne)은 70 세 미만입니다.,C
GW5,T9,제프리 린 (Jeffrey Lynne)는 여러 별명을 가지고있었습니다.,E
GW5,T9,제프리 린은 조지 해리슨과 함께 투어를 했다.,N
GW5,T9,제프리 린 (Jeffrey Lynne)은 그의 경력 동안 단일 레이블에 서명했습니다.,C
GW1,T9,제프 린은 1947년 겨울에 태어났다.,E
GW1,T9,Jeff Lynne는 Sony BMG보다 United Artists와 함께 음악을 만드는 것을 선호했습니다.,N
GW1,T9,Jeff Lynne는 60 년 이상 음악에 적극적으로 활동 해 왔습니다.,C
GW0,T10,Born to Run은 1975년 여름에 발매되었다.,E
GW0,T10,대부분의 Born to Run은 1974년에 녹음되었다.,N
GW0,T10,Born to Run은 뉴욕의 한 스튜디오에서 녹음되었습니다.,C
GW11,T10,Born to Run은 1975년 후반에 발매되었다.,E
GW11,T10,브루스 스프링스틴은 1975년 뉴욕에서 살았다.,N
GW11,T10,NYC에서 Born to Run이 발매 된 날에 눈이 났습니다.,C
GW1,T10,앨범 Born to Run을 녹음하는 데 1년이 걸렸다.,E
GW1,T10,Jon Landau는 Born to Run에서 Mike Appel보다 더 많은 프로듀서 작업을했습니다.,N
GW1,T10,"1975년 봄, ‘Born to Run’이 발매되었다.",C
GW1,T11,Jock Lewes는 아마 군대에서 봉사하는 동안 사망했습니다.,E
GW1,T11,조크 레웨스는 그가 죽지 않았다면 대령의 등급보다 높아졌을 것입니다.,N
GW1,T11,Jock Lewes는 1913년 봄에 태어났다.,C
GW2,T11,Jock Lewes는 히틀러가 독일에서 권력을 잡았을 때 싸웠습니다.,E
GW2,T11,Jock Lewes는 전쟁에서 사망했습니다.,N
GW2,T11,Jock Lewes는 수술 디저트 폭풍에서 싸웠다.,C
GW0,T11,Jock Lewes는 5 년 이상 군대에 있었다.,E
GW0,T11,Jock Lewes는 십자군 작전 중에 사망했습니다.,N
GW0,T11,Jock Lewes는 자신의 고향에서 사망했습니다.,C
GW9,T15,피터 벤클리 (Peter Benchley)는 Jaws에 대한 원본 이야기와 시나리오를 모두 작업했습니다.,E
GW9,T15,Jaws에 대한 생산은 1975 년 봄에 대부분 발생했다.,N
GW9,T15,Jaws는 상자에있는 동안조차도 부서지지 않았습니다.,C
GW4,T15,영화 Jaws는 1975 년 여름에 나왔습니다.,E
GW4,T15,영화 Jaws는 대부분 데이비드 브라운에 의해 제작되었습니다.,N
GW4,T15,영화 Jaws는 릴리스에서 단지 10 백만 달러를 벌었습니다.,C
GW1,T15,Jaws는 1975 년 여름에 출시되었습니다.,E
GW1,T15,Carl Gottlieb는 Peter Benchley보다 Jaws에 대한 시나리오를 더 많이 썼습니다.,N
GW1,T15,Jaws의 실행 시간은 2 시간 미만입니다.,C
GW3,T16,“에티오피아” 제국은 다른 기간에 많은 다른 수도를 가졌습니다.,E
GW3,T16,1270 년 에티오피아 제국의 수도는 Gondar였습니다.,N
GW3,T16,‘아티오피아 제국’은 현재 군주제국이다.,C
GW1,T16,‘에티오피아’ 제국은 제2차 세계대전 직후 유엔에 입국했다.,E
GW1,T16,“에티오피아” 제국은 언젠가 왕권을 다시 도입할 것이다.,N
GW1,T16,이탈로 - 에티오피아전쟁은 18 세기에 끝났다.,C
GW0,T16,곤더는 200년 넘게 에티오피아의 수도였다.,E
GW0,T16,Geez는 에티오피아에서 가장 널리 사용되는 언어입니다.,N
GW0,T16,Mikael Imru는 Habte Giyorgis 이후 에티오피아 총리가되었습니다.,C
GW5,T18,제임스 폴 마스든은 20세기에 태어났다.,E
GW5,T18,제임스 폴 마스든은 연기보다 노래를 선호했다.,N
GW5,T18,제임스 폴 마스든은 19세기에 태어났다.,C
GW12,T18,제임스 Marsden은 5 년 이상 결혼했습니다.,E
GW12,T18,제임스 마스든은 4 명 미만의 자녀가 있습니다.,N
GW12,T18,‘제임스 마스든’의 중간 이름은 린드이다.,C
GW1,T18,제임스 Marsden은 25 년 이상 연기와 모델링을 해 왔습니다.,E
GW1,T18,제임스 마스든은 불신앙으로 이혼했다.,N
GW1,T18,‘제임스 마스든’은 1973년 봄에 태어났다.,C
GW1,T21,사막의 그리스도는 19 세기 후반에 그려졌습니다.,E
GW1,T21,Ivan Kramskoi는 사막에서 그리스도가 지금까지 그의 최고의 그림이라고 생각했습니다.,N
GW1,T21,그림의 더 긴 측면은 6 피트 미만입니다.,C
GW4,T21,모스크바에 위치한 사막에서 그리스도입니다.,E
GW4,T21,“사막에 있는 그리스도”는 기름을 바탕으로 한 페인트로 만들어졌습니다.,N
GW4,T21,예술 작품 사막에서 그리스도은 6 피트 이상 높습니다.,C
GW13,T21,사막의 그리스도는 1870 년대 초반에 이반 크람스코이에 의해 그려졌습니다.,E
GW13,T21,Ivan Kramskoi는 1870 년대 모스크바에서 살았습니다.,N
GW13,T21,“사막에 있는 그리스도”는 1900년대에 조각되었다.,C
GW1,T22,"Everything, Everything는 예산보다 약 50 백만 달러를 벌었습니다.",E
GW1,T22,"Everything, Everything는 미국에서만 발매되었습니다.",N
GW1,T22,"Everything, Everything은 2시간 이상의 실행 시간을 보유하고 있습니다.",C
GW9,T22,"Everything, Everything는 상자에있는 동안 예산의 6 배 이상을 만들었습니다.",E
GW9,T22,"Everything, Everything는 Nicola Yoon이 쓴 짧은 이야기를 바탕으로 한 작품이다.",N
GW9,T22,"모든 것, 모든 것은 2 시간 이상 지속되었습니다.",C
GW4,T22,"Everything, Everything는 스텔라 메기가 감독한 영화다.",E
GW4,T22,"영화 Everything, Everything는 워너 브라더스 픽업(Warner Brothers Pictures)에 의해 인수되었다.",N
GW4,T22,"영화 모든 것, 모든 것은 상점에서 돈을 잃게되었습니다.",C
GW1,T23,Jason Bourne의 실행 시간은 2 시간 이상입니다.,E
GW1,T23,David Buckley는 John Powell보다 Jason Bourne의 음악을 더 많이 만들었습니다.,N
GW1,T23,Jason Bourne의 상점은 예산보다 거의 4 억 달러가 많았습니다.,C
GW0,T23,Jason Bourne는 실행 시간에 2 시간 이상 지속됩니다.,E
GW0,T23,폴 그린그라스 (Paul Greengrass)는 Jason Bourne의 대부분의 시나리오를 썼다.,N
GW0,T23,Jason Bourne는 Odeon Leicester Square 앞에서 미국에서 프리미어를 했다.,C
GW2,T23,영화 Jason Bourne는 여름에 출시되었습니다.,E
GW2,T23,영화 ‘제이슨 부른’을 촬영하는데 3개월이 걸렸다.,N
GW2,T23,영화 Jason Bourne는 상점에서 50 만 달러 이상을 벌었습니다.,C
GW1,T24,‘지미 먹는 세계’는 미국 남서부에서 탄생했다.,E
GW1,T24,Jimmy Eat World는 RCA보다 Dreamworks에서 음악을 만드는 것을 더 좋아했습니다.,N
GW1,T24,Jimmy Eat World은 30 년 이상 밴드입니다.,C
GW0,T24,‘지미 먹는 세계’는 1990년대 초에 설립되었다.,E
GW0,T24,Jimmy Eat World는 그들의 대부분의 앨범을 Geffen Records에 발표했다.,N
GW0,T24,‘지미 먹는 세계’는 미네소타 출신이다.,C
GW3,T24,Jimmy eat world는 여러 장르를 배치하는 애리조나 출신의 밴드입니다.,E
GW3,T24,지미 먹는 세계는 금속을 연주한다.,N
GW3,T24,Jimmy eat world는 주로 클래식 음악을 연주합니다.,C
GW0,T25,BTS는 한국의 수도에서 온다.,E
GW0,T25,BTS는 회원인 Pony Canyon에 의해 설립되었습니다.,N
GW0,T25,‘BTS’는 국가 음악으로 유명하다.,C
GW1,T25,BTS는 과거에 적어도 몇 가지 다른 이름으로 갔다.,E
GW1,T25,BTS는 Columbia보다 Pony Canyon에서 음악을 녹음하는 것을 더 좋아합니다.,N
GW1,T25,BTS는 2000년대 초부터 밴드였다.,C
GW2,T25,‘BTS’는 아시아에서 유래했다.,E
GW2,T25,BTS는 2 개의 세계 음악 상을 수상했습니다.,N
GW2,T25,BTS는 9 년 동안 활동하고있다.,C
GW1,T27,‘찰리와 초콜릿 공장’은 상점에서 50억 달러를 벌었다.,E
GW1,T27,Richard D. Zanuck은 브래드 그레이보다 찰리와 초콜릿 공장의 프로듀서로 더 많은 일을했습니다.,N
GW1,T27,찰리와 초콜릿 공장은 2 시간 이상 실행됩니다.,C
GW2,T27,찰리와 초콜릿 공장은 2 개 이상의 생산 회사가있었습니다.,E
GW2,T27,찰리와 초콜릿 공장은 첫 주에 극장에서 1 위를 차지했다.,N
GW2,T27,찰리와 초콜릿 공장(Charlie and the Chocolate Factory)는 크리스마스에 출시되었습니다.,C
GW0,T27,‘찰리와 초콜릿 공장’은 원작 영화가 아니다.,E
GW0,T27,찰리와 초콜릿 공장은 영국에서 더 많은 돈을 벌었습니다.,N
GW0,T27,전체 영화 예산은 100 백만 달러 미만의 비용을 지불했다.,C
GW4,T462,Chocolate Starfish and the Hot Dog Flavored Water는 2000년 가을에 발매된 앨범이다.,E
GW4,T462,Chocolate Starfish and the Hot Dog Flavored Water는 대부분 랩 음악으로 제작된 앨범이다.,N
GW4,T462,앨범 Chocolate Starfish and the Hot Dog Flavored Water은 1시간 이내에 발매됐다.,C
GW1,T462,"녹음에 3개월 정도 걸렸는데, ‘초콜릿 스타피쉬와 핫도그 맛의 물’이다.",E
GW1,T462,사람들은 Chocolate Starfish and the Hot Dog Flavored Water를 Nu metal보다 랩 메탈과 더 많이 연관시킵니다.,N
GW1,T462,초콜릿 스타피쉬와 핫도그 맛의 물에 대한 모든 트랙의 총 실행 시간은 1 시간 미만입니다.,C
GW0,T462,초콜릿 스타피쉬와 핫도그 맛있는 물 (Chocolate Starfish and the Hot Dog Flavored Water)는 캘리포니아에서 녹음되었습니다.,E
GW0,T462,Chocolate Starfish and the Hot Dog Flavored Water는 테리 데이트의 유일한 제작 크레딧입니다.,N
GW0,T462,초콜릿 스타피쉬와 핫도그 맛있는 물 (Chocolate Starfish and the Hot Dog Flavored Water)은 80분 이상 지속됩니다.,C
GW2,T32,“John Frusciante”는 봄에 태어났습니다.,E
GW2,T32,John Frusciante는 기타보다 키보드를 더 오래 연주했습니다.,N
GW2,T32,“John Frusciante”는 아기 부머입니다.,C
GW0,T32,John Frusciante는 20 년 이상 연주하고 있습니다.,E
GW0,T32,John Frusciante는 Red Hot Chili Peppers의 창립 멤버 중 하나입니다.,N
GW0,T32,John Frusciante는 단 하나의 악기를 연주합니다.,C
GW1,T32,John Frusciante는 30 년 이상 음악을 만들었습니다.,E
GW1,T32,John Frusciante는 그의 별명을 좋아합니다.,N
GW1,T32,John Frusciante는 1970 년 여름에 태어났습니다.,C
GW9,T33,K2-21c는 적어도 3000K의 온도를 가지고 있습니다.,E
GW9,T33,K2-21c는 275광년 거리에 있습니다.,N
GW9,T33,K2-21c의 크기는 알려지지 않지만 1R_보다 큰 것으로 추정됩니다.,C
GW4,T33,별 K2-21c는 물병의 별자리에 위치하고 있습니다.,E
GW4,T33,K2-21c 별은 태양보다 약간 작다.,N
GW4,T33,K2-21c는 5000도 이상의 K입니다.,C
GW1,T33,K2-21c는 1 Gyr 이상의 나이입니다.,E
GW1,T33,K2-21c의 온도는 다른 별들에 비해 상당히 뜨겁다.,N
GW1,T33,K2-21은 아직 1 Gyr 늙지 않습니다.,C
GW1,T34,John Paul Getty III의 부모 중 한 명이 기사단을 당했다.,E
GW1,T34,John Paul Getty III는 납치로 인해 납치금을 지불 받았기 때문에 해방되었습니다.,N
GW1,T34,John Paul Getty III는 2011 년 가을에 사망했습니다.,C
GW0,T34,John Paul Getty III는 그가 태어난 다른 나라에서 사망했습니다.,E
GW0,T34,존 폴 게티 3는 어린 시절에 납치되었습니다.,N
GW0,T34,존 폴 게티 3는 오직 한 명의 형제가 있습니다.,C
GW3,T34,존 폴 게티 3세는 미네소타에서 태어났다.,E
GW3,T34,John Paul Getty III는 실제로 여러 번 납치되었습니다.,N
GW3,T34,John Paul Getty III 사망 2011년 2월 5일 (54세),C
GW0,T1909,Sir Hiram Stevens Maxim은 미국 북동부에서 태어났습니다.,E
GW0,T1909,Sir Hiram Stevens Maxim은 일부 사람들에 의해 전구를 발명 한 것으로 간주됩니다.,N
GW0,T1909,Sir Hiram Stevens Maxim은 Sarah Haynes에 의해 Jane Budden와 결혼했습니다.,C
GW14,T1909,시어 히람 스티븐스 맥시마스는 2 명의 딸과 1 명의 아들이있었습니다.,E
GW14,T1909,Sir Hiram Stevens Maxim의 형제는 메인에서 태어났습니다.,N
GW14,T1909,Sir Hiram Stevens Maxim은 봄에 태어났습니다.,C
GW1,T1909,1916년 봄에 사망한 ‘시어 히람 스티븐스 맥시마스(Sir Hiram Stevens Maxim)’,E
GW1,T1909,Sir Hiram Stevens Maxim는 정말로 전구를 발명했습니다.,N
GW1,T1909,시어 히람 스티븐스 맥시마스는 유럽에 살지 않았다.,C
GW1,T36,Joe Budden은 20 년 이상 활동 해 왔습니다.,E
GW1,T36,Joe Budden는 Desert Storm 하나보다 Def Jam 라벨을 선호합니다.,N
GW1,T36,‘조 바덴’은 1980년 봄에 태어났다.,C
GW3,T36,‘조 바덴’은 뉴욕에서 태어났다,E
GW3,T36,Joe Budden은 뉴욕에 살고 있습니다.,N
GW3,T36,Joe Budden은 뉴저지에서 태어났다.,C
GW4,T36,조 버든은 1980년 여름에 태어났다.,E
GW4,T36,Joe Budden은 그들의 삶의 대부분을 랩에 보냈다.,N
GW4,T36,‘조 바덴’은 미국 서부에서 태어났다.,C
GW0,T37,‘크리스 코넬’이 미국에서 사망했다.,E
GW0,T37,Chris Cornell은 Soundgarden의 드럼 작가였다.,N
GW0,T37,크리스 코넬은 30 년 이내에 활동했습니다.,C
GW4,T37,크리스 코넬은 미국 서부 해안에서 태어났다.,E
GW4,T37,크리스 코넬은 두 아내 사이에 3 명의 자녀를 가졌습니다.,N
GW4,T37,크리스 코넬은 팝 음악을 연주하는 것으로 알려져있었습니다.,C
GW3,T37,‘크리스 코넬’은 미국 시민이었다.,E
GW3,T37,‘크리스 코넬’은 정신병에 걸렸습니다.,N
GW3,T37,크리스 코넬은 심장마비로 사망했다.,C
GW4,T38,체스는 AD 500-600 년에 만들어졌습니다.,E
GW4,T38,체스 게임은 플레이하는 데 반일이 걸릴 수 있습니다.,N
GW4,T38,‘체스’는 4명으로 연주된다.,C
GW0,T38,체스 게임에는 한 명 이상의 플레이어가 필요합니다.,E
GW0,T38,체스 경기는 평균 2시간이다.,N
GW0,T38,체스는 18 세기에 발명되었습니다.,C
GW9,T38,체스는 기원전 1000 년 전에 발명되었습니다.,E
GW9,T38,체스게임은 평균 30 분 동안 지속됩니다.,N
GW9,T38,체스는 정신적 참여가 거의없는 게임입니다.,C
GW1,T39,Ernesto Zedillo는 대학을 위해 하나 이상의 학교에 다녔습니다.,E
GW1,T39,Ernesto Zedillo는 멕시코를 떠나 미국으로 갔다.,N
GW1,T39,Ernesto Zedillo는 1951년 봄에 태어났다.,C
GW3,T39,Ernesto Zedillo는 제도적 혁명당과 연관된 멕시코 정치인이다.,E
GW3,T39,Ernesto Zedillo는 영구적으로 미국으로 이주했습니다.,N
GW3,T39,Ernesto Zedillo는 1951년 여름에 태어났다.,C
GW2,T39,Ernesto Zedillo는 적어도 2 개의 언어를 사용합니다.,E
GW2,T39,Ernesto Zedillo는 2 명의 아들과 3 명의 딸을 가지고 있습니다.,N
GW2,T39,Ernesto Zedillo는 캘리포니아의 한 대학에 다녔다.,C
GW3,T41,Kaitlin Olson은 캘리포니아의 여성 코미디언이다.,E
GW3,T41,Kaitlin Olson은 최고의 코미디 영화를 수상했다.,N
GW3,T41,Kaitlin Olson은 2010 년에 은퇴했습니다.,C
GW1,T41,Kaitlin Olson은 1975 년 봄에 태어났습니다.,E
GW1,T41,Kaitlin Olson은 또 다른 아이를 가질 것입니다.,N
GW1,T41,Kaitlin Olson은 20 년 이상 코미디를 연기하거나 연기하고 있습니다.,C
GW4,T41,Kaitlin Olson은 2005 년 이전에 연기를 시작했습니다.,E
GW4,T41,Kaitlin Olson은 과거에 코미디를 일으켰다.,N
GW4,T41,Kaitlin Olson은 20 년 이상 결혼했습니다.,C
GW2,T42,앨범 ‘모두’는 1시간이 넘는다.,E
GW2,T42,앨범 Everybody는 비닐로 발매되었습니다.,N
GW2,T42,앨범 Everybody에는 정확히 10 트랙이 포함되어 있습니다.,C
GW6,T42,‘모두’는 1시간 10분이 넘는다.,E
GW6,T42,Everybody의 제작자는 각 트랙에서 별도로 작업했습니다.,N
GW6,T42,Everybody는 2017 년 말에 출시되었습니다.,C
GW1,T42,모든 사람은 1 시간 이상 지속되는 실행 시간을 가지고 있습니다.,E
GW1,T42,Logic은 Deats보다 Everybody 앨범에 더 많은 것을 생산했다.,N
GW1,T42,Everybody는 2017 년 가을에 출시되었습니다.,C
GW14,T44,1시간 이내에 앨범 전체를 들을 수 있다.,E
GW14,T44,이 앨범을 영국에서 샀던 무거운 금속 팬들.,N
GW14,T44,앨범을 녹음하는 데 1년이 걸렸다.,C
GW1,T44,British Steel는 1980 년 봄에 출시되었습니다.,E
GW1,T44,Tom Allom은 British Steel의 프로듀서로 많은 것을 빚지지 않았습니다.,N
GW1,T44,British Steel는 6 개월이 넘는 시간이 걸렸습니다.,C
GW0,T44,British Steel는 1980 년 봄에 출시되었습니다.,E
GW0,T44,British Steel는 Tom Allom의 유일한 생산 크레딧입니다.,N
GW0,T44,‘브리티시 스틸’은 1980년 여름에 녹음되었다.,C
GW1,T45,Jennette McCurdy는 1992 년 여름에 태어났습니다.,E
GW1,T45,Jennette McCurdy는 평생 캘리포니아에서 살았습니다.,N
GW1,T45,Jennette McCurdy는 그녀가 5 살 때부터 음악가로 활동하고 있습니다.,C
GW9,T45,Jennette McCurdy는 몇 가지 음악 악기를 연주하고 노래합니다.,E
GW9,T45,제네트 맥커디는 주로 현재의 연기에 초점을 맞춘다.,N
GW9,T45,Jennette McCurdy는 그녀가 음악 경력을 시작했을 때 5 살이었다.,C
GW4,T45,Jennette McCurdy는 미국 서부 해안에서 태어났습니다.,E
GW4,T45,Jennette McCurdy는 캘리포니아에서 평생을 보냈습니다.,N
GW4,T45,Jennette McCurdy는 랩 음악을 부르는 것으로 알려져 있습니다.,C
GW3,T617,‘크리스토퍼 폴렘’은 스웨덴에서 태어났다.,E
GW3,T617,‘크리스토퍼 폴렘’은 스웨덴 외부에서 일한 적이 없다.,N
GW3,T617,Christopher Polhem는 생물학 분야에서 일했습니다.,C
GW1,T617,Christopher Polhem는 18 세기 중반에 사망했습니다.,E
GW1,T617,Christopher Polhem는 2 개 이상의 대학 학위를 가지고있었습니다.,N
GW1,T617,Christopher Polhem는 1661 년 여름에 태어났습니다.,C
GW5,T617,Christopher Polhem는 유럽에 거주하고 있습니다.,E
GW5,T617,Christopher Polhem은 Uppsala University에서 물리학을 공부했습니다.,N
GW5,T617,Christopher Polhem는 남반구에 거주합니다.,C
GW7,T617,그는 1661년에 태어났다.,E
GW7,T617,그는 스웨덴에서 이사,N
GW7,T617,그는 여전히 살아있다,C
GW9,T49,Channing Tatum은 1980 년 봄에 태어났습니다.,E
GW9,T49,Channing Tatum이 아이를 낳고 있다.,N
GW9,T49,Channing Tatum은 미국 밖에서 태어났습니다.,C
GW2,T49,Channing Tatum은 알라배마에서 자랐다.,E
GW2,T49,Channing Tatum은 Jenna Dewan와 이혼했습니다.,N
GW2,T49,Channing Tatum는 30 년 이상 연기 해 왔습니다.,C
GW1,T49,Channing Tatum는 거의 20 년 동안 연기하고있다.,E
GW1,T49,Channing Tatum은 더 많은 자녀를 가질 것입니다.,N
GW1,T49,Channing Tatum는 1980 년 가을에 태어났습니다.,C
GW6,T50,‘제시 플레몬스’는 봄에 태어났다.,E
GW6,T50,‘제시 플레몬스’는 열 살 때 코미디언으로 시작했다.,N
GW6,T50,‘제시 플레몬스’는 남자와 약혼했다.,C
GW4,T50,Jesse Plemons는 Kirsten Dunst와 결혼할 계획이다.,E
GW4,T50,제시 플레몬스는 일생의 대부분을 텍사스에서 보냈다.,N
GW4,T50,Jesse Plemons는 40 세 이상,C
GW3,T50,Jesse Plemons는 코미디 영화에 출연했다.,E
GW3,T50,Jesse Plemons는 극장에서 일했습니다.,N
GW3,T50,‘제시 플레몬스’는 영국의 배우였다.,C
GW1,T51,제니퍼 가너는 20 년 이상 연기하고있다.,E
GW1,T51,제니퍼 가너 (Jennifer Garner)는 속임수 때문에 벤 애플렉 (Ben Affleck)과 이혼했습니다.,N
GW1,T51,제니퍼 가너는 1972 년 가을에 태어났습니다.,C
GW0,T51,제니퍼 가너 (Jennifer Garner)는 두 번 결혼했습니다.,E
GW0,T51,제니퍼 가너는 그녀가 제작한 것보다 더 많은 영화에 출연했다.,N
GW0,T51,제니퍼 가너는 미국 북서부 지역에서 태어났습니다.,C
GW9,T51,제니퍼 가너는 그녀가 배우가되었을 때 그녀가 주어진 이름을 유지했다.,E
GW9,T51,제니퍼 가너 (Jennifer Garner)는 아내 벤 애플렉 (Ben Affleck)과 세 자녀를 낳았습니다.,N
GW9,T51,Jennifer Garner는 UCLA에서 극장에서 박사 학위를 취득했습니다.,C
GW4,T2024,"일반적으로 핫도그는 돼지고기, 소고기 또는 닭고기로 만들어집니다.",E
GW4,T2024,전형적인 핫도그는 따뜻하게 제공됩니다.,N
GW4,T2024,핫도그는 일반적으로 100 칼로리 미만을 가지고 있습니다.,C
GW1,T2024,핫도스는 먹기 전에 요리해야합니다.,E
GW1,T2024,핫도그는 프랑크푸르트에서 처음 먹었다.,N
GW1,T2024,핫도그는 서빙 당 200kcal 미만입니다.,C
GW5,T2024,뜨거운 개는 200 kcal 이상을 포함합니다.,E
GW5,T2024,뜨거운 개는 모방 터키에서 만들 수 있습니다.,N
GW5,T2024,뜨거운 개는 200 kcal 미만을 함유하고 있습니다.,C
GW1,T54,Burkina Faso의 인구의 소수는 Tuareg로 식별합니다.,E
GW1,T54,Roch Marc Christian Kabor?는 언젠가 Paul Kaba Thieba를 Burkina Faso의 총리로 대체 할 것입니다.,N
GW1,T54,Burkina Faso는 하나 이상의 공식 언어를 가지고 있습니다.,C
