,annotater_id,table_id,hypothesis,label
131,GW4,T174,جيدن عيش جزء من حياته خارج ولاية ويسكوسن.,E
132,GW1,T174,جيدنا ولدت في بداية الربيع 1985.,C
133,GW1,T174,جيدنا تحب إنتاج الموسيقى على Wondaland أكثر من Epic على سبيل المثال لوحات الموسيقى.,N
134,GW1,T174,جيدنا لديه مهنة نشطة منذ أقل من 10 سنوات.,E
135,GW1,T192,تم نشر Eraserhead في الصيف 1977.,C
136,GW1,T192,يساعد بيتر إيفيرز في الموسيقى على Eraserhead أكثر من فايز ويلر.,N
137,GW1,T192,Eraserhead لديه وقت تشغيل أقل من ساعتين.,E
138,GW0,T192,تم تصميم Eraserhead وتصنيعها وتصويرها من قبل أشخاص مختلفين.,C
139,GW0,T192,ديفيد لينش يعرض فيلم Eraserhead بأكمله,N
140,GW0,T192,Eraserhead تصل إلى أقل من عشرة ملايين دولار في المجلات.,E
141,GW4,T192,Eraserhead هو فيلم تم نشره في فصل الشتاء عام 1977.,C
142,GW4,T192,ديفيد لينش كان لديه السيطرة الإبداعية على Eraserhead.,N
143,GW4,T192,وقد أجرى فيلم Eraserhead ما لا يقل عن 10 مليون دولار في المحلات التجارية.,E
144,GW0,T194,كان جاميز غريغوري يعيش في أقل من ثلاث بلدان مختلفة.,C
145,GW0,T194,جاميز غريغوري درس الهندسة في جامعة إدينبورغ.,N
146,GW0,T194,توفي جاميز غريغوري في المدينة المنورة التي ولدت فيها.,E
147,GW1,T194,توفي جاميز غريغوري في الربيع 1675.,C
148,GW1,T194,جاميز غريغوري يفضل الهندسة على الرياضيات.,N
149,GW1,T194,في فصل الشتاء 1638، ولدت جاميز غريغوري.,E
150,GW4,T194,جاميز غريغوري ولد في إيدنبورغ، اسكتلندا.,C
151,GW4,T194,جاميز غريغوري كان دائمًا يعيش في المملكة المتحدة.,N
152,GW4,T194,Ames Gregory معروف للبحث عن الرياضيات.,E
153,GW0,T198,توفي إيتا جيمس بعد أقل من أسبوع من عيد ميلاده السادس عشر.,C
154,GW0,T198,إيتا جيمس أصدرت معظم موسيقىها على أسطح الشطرنج.,N
155,GW0,T198,جيمسيتا هوكينز هو اسم ولادة إيتا جيمس.,E
156,GW4,T198,ولدت إيتا جيمس في ساحل شرق الولايات المتحدة.,C
157,GW4,T198,الموسيقي إيتا جيمس أغنيته غالبًا الأغنية الإنجليزية.,N
158,GW4,T198,وفاة الموسيقي إيتا جيمس في كاليفورنيا الأمريكية,E
159,GW1,T198,إيتا جيمس كانت نشطة لأقل من 55 عامًا.,C
160,GW1,T198,إيتا جيمس عيش في كاليفورنيا طوال حياته.,N
161,GW1,T198,Etta James قدم الموسيقى على أقل من 20 علامة مختلفة.,E
162,GW0,T215,Charles Cros توفي في الربيع 1888.,C
163,GW0,T215,Charles Cros اكتشفت إرسال الفيديو.,N
164,GW0,T215,Charles Cros حياة بعد فترة التصوير اللون.,E
165,GW4,T215,Charles Cros ولدت في لندن.,C
166,GW4,T215,الفنان Charles Cros معروف بشكل أساسي من خلال قصصه.,N
167,GW4,T215,توفي Charles Cros عندما كان عمره 45 عامًا.,E
168,GW1,T215,Charles Cros ولدت في الخريف 1888.,C
169,GW1,T215,Charles Cros ترغب في كتابة المؤامرات فوق الأغاني.,N
170,GW1,T215,Charles Cros توفي في الصيف 1888.,E
171,GW4,T220,Faith No More هي مجموعة تبدأ في ساحل شرق الولايات المتحدة.,C
172,GW4,T220,كان السيد بوغل يساعد على إيمان لا المزيد الحصول على بعض شعبية.,N
173,GW4,T220,تمكن فريق Faith No More من التعبير عن الروك التجريبي.,E
174,GW14,T220,Faith No More أطلق الموسيقى تحت قائمة واحدة فقط.,C
175,GW14,T220,قام أعضاء النادي من Faith No More بتطوير مشاريع أخرى بين عامي 1998 و 2009.,N
176,GW14,T220,كانت المجموعة قد عرفت منذ البداية باسم Faith No More أو Sharp Young Men.,E
177,GW1,T220,Faith No More كانت نشطة كجهاز لأكثر من 20 عامًا.,C
178,GW1,T220,معظم الناس يصف Faith No More كروك تجربي قبل أن يطلق عليهم Funk Metal.,N
179,GW1,T220,Faith No More أطلق الموسيقى على 5 ألبومات.,E
180,GW1,T224,Fist Fight هو حوالي ساعة طويلة.,C
181,GW1,T224,فان روبيشو كتب المزيد من السيناريوهات لـ Fist Fight من إيفان سوزر.,N
182,GW1,T224,Fist Fight تم إنتاج أقل من 30 مليون يورو فوق الميزانية في الصندوق.,E
183,GW0,T224,Fist Fight بدأ في المسرح Regency Village بعد نشرها في جميع أنحاء البلاد.,C
184,GW0,T224,21 Laps Entertainment تمويل معظم Fist Fight.,N
185,GW0,T224,كانت ميزانية Fist Fight تقريباً نصف ما حققته في السجلات.,E
186,GW4,T224,فيلم Fist Fight جاء في الخريف 2017.,C
187,GW4,T224,تكلفة إنتاج Fist Fight كان 23 مليون دولار.,N
188,GW4,T224,الفيلم Fist Fight حصل على أقل من 50 مليون دولار في الصندوق.,E
189,GW0,T252,كريس جيريكو يعيش في نفس الدولة التي ولد فيها.,C
190,GW0,T252,كريس جيريكو لديه ثلاثة أبناء.,N
191,GW0,T252,كريستي جريكو لا يستخدم اسمه أثناء التمثيل.,E
192,GW28,T252,كريس جيريكو هو أمريكي غير متزوج.,C
193,GW28,T252,كريس جيريكو هو مساعد مهني.,N
194,GW28,T252,كريس جيريكو تزوج في ثلاثين من عمره.,E
195,GW4,T252,كريستي جريكو لا يزال متزوجًا,C
196,GW4,T252,المقاتل كريس جيريكو لديه جميع أطفاله مع زوجته.,N
197,GW4,T252,كان المقاتل كريستي جريكو يعيش في أقل من بضعة مدن.,E
198,GW21,T253,Jenny Sarah Slate كان دائمًا رائعًا عندما كان صغيرًا في الجامعة.,C
199,GW21,T253,جيني سلايت يشارك في العديد من الأفلام.,N
200,GW21,T253,كانت كوميدية تظهر على الانترنت في Appolo.,E
201,GW28,T253,جيني سلايت هو كوميدي جنوب أفريقيا.,C
202,GW28,T253,جيني سلايت يلعب كوميديا استناداً إلى الجامعة.,N
203,GW28,T253,جيني سلايت تزوج بعد التخرج.,E
204,GW4,T253,بدأ جيني سلايت بتصوير الكوميديا عندما كان 32 عامًا.,C
205,GW4,T253,الفنانة جيني سلايت حصلت على جائزة لعملها.,N
206,GW4,T253,ولدت الفنانة جيني سلايت في ماساتشوستس.,E
207,GW21,T255,بدأ فيلم جيستين بيبر في الإنترنت وتحول إلى منتج أفلام دولي.,C
208,GW21,T255,لم يكن جيستين بيبر لديه طفلة سعيدة.,N
209,GW21,T255,جيستين بيبر ليس مواطن أمريكي.,E
210,GW28,T255,ولدت جيستين بيبر في لندن، المملكة المتحدة.,C
211,GW28,T255,جيستين بيبر تم اكتشافها من قبل والد واحد ولم يكن لديه أخوات وأخوات.,N
212,GW28,T255,جاستن بيبر هو رفيق كندي.,E
213,GW4,T255,يطلق “جستين بيبر” زواجها مع هالي بولدويان عندما كان عمره 25 عاماً.,C
214,GW4,T255,جيستين بيبر حصل على جائزة للرصاص.,N
215,GW4,T255,جستين بيبر يلعب في الولايات المتحدة,E
216,GW0,T259,تقع كورينتي في شمال أوروبا.,C
217,GW0,T259,الفلبينية هي أكبر منطقة إدارية في اليونان.,N
218,GW0,T259,أدنى مستوى في كورنث هو في مستوى البحر.,E
219,GW33,T259,كورنت هو مدينة في منطقة كورنتيا في فرنسا.,C
220,GW33,T259,الفلبينية هي منطقة إدارية كورينت,N
221,GW33,T259,اليونان هي بلد,E
222,GW28,T259,كورنث هي منطقة تقع في المنطقة غير البحرية البحرية.,C
223,GW28,T259,كورنث هي مدينة ضعيفة السكان.,N
224,GW28,T259,كورينتو لديها وحدتها الإقليمية تسمى كورينتويا.,E
225,GW4,T263,جيو بييدن لديه زوجة واحدة فقط في حياته,C
226,GW4,T263,يعيش جيو بييدن دائمًا في الولايات المتحدة.,N
227,GW4,T263,جي بييدن كان عضوًا في الحزب الديمقراطي.,E
228,GW28,T263,جون بييدن هو ممثل أمريكي.,C
229,GW28,T263,جيو بييدن كان نائب الرئيس الأمريكي.,N
230,GW28,T263,جيو بييدن كان دائمًا مستقلًا في أي وقت من حياته.,E
231,GW0,T263,وفاة زوجة جيو بييدن الأولى بعد طلاقها,C
232,GW0,T263,جيو بييدن كان يعمل في مكتب سياسي في بلدته الوليدة.,N
233,GW0,T263,جيو بايدن حصل على درجة البكالوريوس من جامعة ديلارور.,E
234,GW14,T314,ارتفاع الجبل Tabwemasana هو أكثر من 6165 قدم.,C
235,GW14,T314,يقع في ووانوتا أعلى جبل في جميع هوبردات جديدة.,N
236,GW14,T314,الجبل Tabwemasana هو جزء من مجمع.,E
237,GW28,T314,روح القدس هو جزيرة واحدة.,C
238,GW28,T314,Espiritu Santo هو أكبر جزيرة في الجزيرة.,N
239,GW28,T314,Espiritu Santo قريبة من أجزاء أخرى من الأرض.,E
240,GW4,T314,إنسانية القدس لديها جبل Tabwemasana على أنها أقل من 6000 قدم.,C
241,GW4,T314,الروح القدس كان لديه الناس الذين يعيشون على ذلك لعدة قرون.,N
242,GW4,T314,تقع جزيرة إسبريوس سانتوس فوق سطح البحر.,E
243,GW4,T318,الصورة إعلان الاستقلال أقل من 100 قدم مربع.,C
244,GW4,T318,استغرق التصوير إعلان الاستقلال أكثر من ثلاث سنوات.,N
245,GW4,T318,تم وضع الصورة إعلان الاستقلال في القصر الأميركي.,E
246,GW28,T318,إعلان الاستقلال متاح للمشاهدة في العاصمة الوطنية لأقل من 20 عامًا.,C
247,GW28,T318,يجب أن تكون إعلان الاستقلال مملوكة من قبل رجلين.,N
248,GW28,T318,تم وضع إعلان الاستقلال في روتاندا بعد بضعة سنوات من إرسالها.,E
249,GW0,T318,إعلان الاستقلال من جان تومبول يغطي في روتوندا لأقل من 150 عامًا.,C
250,GW0,T318,إعلان الاستقلال هي واحدة من أكبر الصور الموجودة في مبنى الكاثوليك الأميركي.,N
251,GW0,T318,تم بيع إعلان الاستقلال بعد عامين من إصدارها.,E
252,GW27,T324,Buffalo Springfield لا تزال مستمرة في تسجيل.,C
253,GW27,T324,كان بوفالو سبرينغفيلد أكبر نجاح له مع أسطورة أتلانتا.,N
254,GW27,T324,تم تسجيل بيفلو سبرينفيلد على Atco وAtlantic تقريبا منذ عام 1966 مع وقف.,E
255,GW14,T324,لا يوجد فريق روك البوليساريو من لوس أنجلوس.,C
256,GW14,T324,أطلقت Poco الموسيقى مع Crosby ، Stills ، Nash & Young تحت علامة Atlantic.,N
257,GW14,T324,بيفلو سكسفيلد كان لديه بعض النشاط في القرن التاسع عشر.,E
258,GW28,T324,بيفلو سبرينفيلد يعمل مع العديد من الأفعال ولكن فقط لقطة واحدة.,C
259,GW28,T324,بيفلو سكسفيلد تلعب كل يوم عندما كانوا نشطين.,N
260,GW28,T324,بيفلو سكسفيلد تلعب لفترة من الوقت في القرن التاسع عشر.,E
261,GW28,T327,Charles Macintosh لم يعيش في اسكتلندا,C
262,GW28,T327,Charles Macintosh كان رجلًا متعلمًا.,N
263,GW28,T327,Charles Macintosh اكتشفت الشباك المقاوم للماء في العشرينات من العمر.,E
264,GW4,T327,Charles Macintosh لم يكن قادرا على جعل الملابس مقاومة للماء.,C
265,GW4,T327,Charles Macintosh أراد أن يكون مهندس من سن مبكرة.,N
266,GW4,T327,Charles Macintosh ولد وتوفي في اسكتلندا.,E
267,GW27,T327,Charles Macintosh ولدت وتوفي في اسكتلندا وإيطاليا على التوالي.,C
268,GW27,T327,Charles Macintosh اكتشفت الشباك المقاوم للماء في اسكتلندا.,N
269,GW27,T327,Charles Macintosh ولدت وتوفي في نفس البلدان.,E
270,GW32,T329,ولد جوهانس غوتنبرغ في 3 فبراير 1468م.,C
271,GW32,T329,Johannes Gutenberg اكتشفت الكثير من الأشياء خلال حياتها.,N
272,GW32,T329,يعيش يوهان غوتنبرغ أقل من سبعين عاماً.,E
273,GW28,T329,يوهان غوتنبرغ كان لديه وظيفة واحدة فقط.,C
274,GW28,T329,Johannes Gutenberg هو المسؤول عن العديد من الاختراعات.,N
275,GW28,T329,يوهان غوتنبرغ ذهب بعض الوقت في أراضي الإمبراطورية الرومانية القديمة.,E
276,GW4,T329,يوحنا غوتنبرغ معروفًا بأنها مرسيدس الذي أسس الإمبراطورية الرومانية المقدسة.,C
277,GW4,T329,يوهان غوتنبرغ عيش حياته كلها في الإمبراطورية الرومانية القديمة.,N
278,GW4,T329,توفي يوهان غوتنبرغ عندما كانوا في سن الستين.,E
279,GW28,T343,Kamelot يلعب فقط البلاستيك القوي لعدد من الصوتيات.,C
280,GW28,T343,ويتكون كاميلوت من أربعة أعضاء.,N
281,GW28,T343,موقع Kamelot هو kamelot.com,E
282,GW27,T343,تأسست Kamelot في فلوريدا وتشمل العمل المهني منذ الثمانينيات.,C
283,GW27,T343,Kamelot هي المجموعة الوحيدة من تامبا.,N
284,GW27,T343,Kamelot يقوم بتصوير أشكال أقل من العلامات التي كانت على.,E
285,GW0,T343,Kamelot تعمل منذ أقل من عشرين عاما.,C
286,GW0,T343,Kamelot أصدرت معظم أعمالها على أشرطة Napalm.,N
287,GW0,T343,Kamelot هي مجموعة من البلاستيك من الساحل الشرقي للولايات المتحدة.,E
288,GW28,T346,جيانا نيوزوم لديه زواج بدون أطفال.,C
289,GW28,T346,جيانا نيوزوم بدأت في التغني قبل أن تبدأ في العمل.,N
290,GW28,T346,جيانا نيوزوم يتزوج ويعمل.,E
291,GW14,T346,ولدت جيانا نيوزوم في ساحل شرق الولايات المتحدة.,C
292,GW14,T346,Nervous Cop أطلق الموسيقى تحت علامة Drag City.,N
293,GW14,T346,جيانا نيوزوم كانت تعمل في الموسيقى قبل أن تتزوج.,E
294,GW0,T346,جوانا نيوزوم متزوجة منذ أقل من خمس سنوات,C
295,GW0,T346,جيانا نيوزوم و أندري سامبرغ لديها طفل واحد.,N
296,GW0,T346,جيانا نيوزوم يعيش في دولة مختلفة من ولادتها.,E
297,GW0,T353,جينا مالون لا يعيش في نفس الدولة التي ولدت فيها.,C
298,GW0,T353,جينا مالون ألقى المزيد من المال كموسيقى أكثر من ممثلة.,N
299,GW0,T353,بدأ Jenna Malone في التعبير عن نفسه.,E
300,GW28,T353,جيانا مالون (Jena Malone) هو ممثل بريطاني.,C
301,GW28,T353,جينا مالون تنمو في نيفادا.,N
302,GW28,T353,جينا مالون كانت نشطة منذ سن الولادة.,E
303,GW4,T353,جينا مالون كانت معروفة بالغناء في الولايات المتحدة.,C
304,GW4,T353,جينا مالون كان مصورًا معظم حياته.,N
305,GW4,T353,الممثلة جينا مالون لديها أطفال.,E
306,GW4,T355,توفي جيف باكلي عندما كان عمرها 20 عاما فقط.,C
307,GW4,T355,جيف باكلي انتقل من كاليفورنيا إلى تينيسي في أي وقت من حياتهم.,N
308,GW4,T355,جيف باكلي ولدت في كاليفورنيا، الولايات المتحدة.,E
309,GW33,T355,جيف باكلي (Jeff Buckley) هو أغنياء وأغنية وأغنية تموت في عمر 20 عاماً.,C
310,GW33,T355,جيف باكلي يلعب في THe A.M، Shinehead و Goonsters,N
311,GW33,T355,جيف باكلي توفي في 29 مايو 1997,E
312,GW28,T355,جيف باكلي هو اختراع أمريكي.,C
313,GW28,T355,جيف باكلي توفي يلعب الكرتون,N
314,GW28,T355,جيف باكلي بدأ حياته المهنية في العشرينات.,E
315,GW28,T363,“إيفان اسپيلير” ليس لديه عائلة.,C
316,GW28,T363,إيفان اسپيل أصغر من زوجته.,N
317,GW28,T363,إيفان سبيليج يتزوج في 2017,E
318,GW0,T363,يعيش إيفان اسپيل في حالة مختلفة من أن ولد.,C
319,GW0,T363,Evan Spiegel تخرج مع درجة الماجستير من جامعة ستانفورد.,N
320,GW0,T363,إيفان سبيليج يتزوج,E
321,GW14,T363,إيفان اسپيل تزوج قبل أن يبلغ من العمر 20 عاما.,C
322,GW14,T363,Evan Spiegel يلتقي Miranda Kerr في مقر Snap.,N
323,GW14,T363,Evan Spiegel كان يحتفظ ببعض الوظائف التنفيذية.,E
324,GW28,T364,Hayley Williams هو موسيقي أوروبي.,C
325,GW28,T364,هاليلي ويليامز لديه العديد من الشركات.,N
326,GW28,T364,هاليلي ويليامز بدأ حياته المهنية في العشرينات.,E
327,GW0,T364,هاليلي ويليامز وكاد غيلبرت تعمل حاليا معا.,C
328,GW0,T364,هاليي ويليامز بدأت مجموعة Paramore.,N
329,GW0,T364,Hayley Williams يمكن أن تلعب أكثر من أداة واحدة.,E
330,GW27,T364,هاييلي نيكول ويليامز معروفًا باللعب.,C
331,GW27,T364,هاييلي نيكول ويليامز هو عضو في Paramore.,N
332,GW27,T364,يعود هالي نيكول ويليامز إلى موسيقىها في بلدة مختلفة من بلدة ولدت فيها.,E
333,GW27,T366,توفي جون غراهام ميلر في تركيا.,C
334,GW27,T366,وقع جون غراهام ملور على قناة CBS في عام 1970.,N
335,GW27,T366,John Graham Mellor يلعب أدوات أقل من عدد العلامات التجارية التي عمل بها.,E
336,GW14,T366,جيو سترومر نشط في صناعة الرياضة لأكثر من ثلاثة عقود.,C
337,GW14,T366,جي سترومر تغير اسمه بعد أن أصبح لاعب كرة القدم.,N
338,GW14,T366,لا يزال جون ميلر يعيش في تركيا.,E
