,annotater_id,table_id,hypothesis,label
100,GW4,T146,Jeff Bridges het hul hele lewe in Kalifornië geleef.,N
101,GW4,T146,Jeff Bridges het vyf kinders gehad.,C
102,GW1,T146,Jeff Bridges is in die winter van 1949 gebore.,E
103,GW1,T146,Jeff Bridges verkies om te sing as om dinge te komponer.,N
104,GW1,T146,Jeff Bridges is aktief in sy loopbaan vir minder as 60 jaar.,C
105,GW12,T146,Jeff Bridges is in die winter van 1949 gebore.,E
106,GW12,T146,Jeff Bridges het 'n broer en 'n suster.,N
107,GW12,T146,Beau Bridges se ma is Susan Geston.,C
108,GW0,T152,Jane Austen is in haar geboorteland begrawe.,E
109,GW0,T152,James Austen is die oudste broer van Jane Austen.,N
110,GW0,T152,Jane Austen het nie leef om 40 te sien nie.,C
111,GW4,T152,Jane Austen is in Engeland gebore.,E
112,GW4,T152,Jane Austen het sy hele lewe in Engeland geleef.,N
113,GW4,T152,Jane Austen is oorlede toe sy 45 was.,C
114,GW1,T152,Jane Austen is in die somer van 1817 oorlede.,E
115,GW1,T152,Jane Austen het James Austen meer lief as George Austen.,N
116,GW1,T152,Jane Austen het 'n kollege graad gehad.,C
117,GW1,T154,Charlie Sheen is in die herfs van 1965 gebore.,E
118,GW1,T154,Charlie Sheen hou nie van sy oorspronklike geboortenaam nie.,N
119,GW1,T154,Charlie Sheen is al meer as 50 jaar akteur.,C
120,GW4,T154,Charlie Sheen het vyf kinders.,E
121,GW4,T154,Charlie Sheen werk sedert die 70's.,N
122,GW4,T154,Charlie Sheen is nog steeds getroud met Brooke Mueller.,C
123,GW0,T154,Charlie Sheen gebruik nie sy oorspronklike voornaam nie.,E
124,GW0,T154,Charlie Sheen is die oudste in die Estevez-familie.,N
125,GW0,T154,Charlie Sheen is vier keer geskei.,C
126,GW4,T203,Die hoofstad van Japan is in Tokio.,E
127,GW4,T203,Die regering van Japan het 'n grondwet.,N
128,GW4,T203,"Die meerderheid van die mense wat in Japan woon, is etniese Koreërs.",C
129,GW0,T203,Die Huis van Raad van Japan is hoër as die Huis van Verteenwoordigers.,E
130,GW0,T203,Die Ainu mense is die gewildste tipe van Japannese inheemse etniese groep.,N
131,GW0,T203,Judaïsme is die gewildste godsdiens in Japan.,C
132,GW1,T203,Meer as die helfte van die mense in Japan beoefen Folk Shinto as 'n godsdiens of het geen godsdiens nie.,E
133,GW1,T203,"Indien die premier van Japan sterf, neem die vice-premier onmiddellik sy plek in.",N
134,GW1,T203,Die Japannese bevolking is tussen 90 en 95% Japannese.,C
135,GW1,T207,Burn Energy is relatief naby die Millennium geïntroduceer.,E
136,GW1,T207,Die Burn Lemon Ice variëteit is meer gewild as die Burn Blue variëteit.,N
137,GW1,T207,Burn Energy kom in meer as tien variëteite of geure.,C
138,GW4,T207,Burn Energy is gemaak deur dieselfde maatskappy wat Monster maak.,E
139,GW4,T207,Burn Energy was suksesvol in die verhoging van energie vir mense wat dit gedrink het.,N
140,GW4,T207,Verbrand energie kom in 'n sjokolade smaak.,C
141,GW0,T207,Burn Energy kom in baie verskillende smake.,E
142,GW0,T207,Burn Energy is Monster se beste verkoop energiedrank.,N
143,GW0,T207,Alle Burn Energy drankies is suikervrye.,C
144,GW28,T261,Die Jin-dynastie se hoofstad het rondgegaan na verskillende stede.,E
145,GW28,T261,Die Jin-dynastie was 'n monargie met twee keisers gedurende hierdie tydperk.,N
146,GW28,T261,Die hereniging van China het die vestiging van Jin voorafgegaan.,C
147,GW4,T261,Jin was 'n streek in China vir meer as 300 jaar.,E
148,GW4,T261,Jin het tipies 'n baie godsdiens agter hul benadering tot regeer.,N
149,GW4,T261,Die Jin het nooit hul kapitaal beweeg nie.,C
150,GW27,T261,Daar was monargieë in drie verskillende hoofstede in die geskiedenis van Jin.,E
151,GW27,T261,Keiser Wu was 'n Boeddhiste.,N
152,GW27,T261,Luoyang was die hoofstad op die tyd dat die Oosterse Jin begin het.,C
153,GW2,T272,Gerry Mulligan is geassosieer met Chesney Henry Baker.,E
154,GW2,T272,Chesney Henry Baker het voor sy 10de geleer om klavier te speel.,N
155,GW2,T272,Chesney Henry Baker is in Nederland gebore.,C
156,GW4,T272,Die musikant Chet Baker het hoofsaaklik jazzmusiek gespeel.,E
157,GW4,T272,Die musikus Chet Baker het van die Verenigde State na Nederland verhuis.,N
158,GW4,T272,Die musikus Chet Baker het professionele musiek begin speel op die ouderdom van 10.,C
159,GW28,T272,Chet Baker was 'n Amerikaanse musikant.,E
160,GW28,T272,Chet Baker was ook goed met die gitaar.,N
161,GW28,T272,Chet Baker was aktief sedert sy tienerjare.,C
162,GW28,T274,Fawad Khan is 'n Pakistaanse entertainer.,E
163,GW28,T274,Fawad Khan het studeer om 'n rekenaar programmeerder te word voordat hy 'n entertainer geword het.,N
164,GW28,T274,Fawad Khan het sy vrou getroud voordat hy aktief in die vermaakbedryf geword het.,C
165,GW21,T274,"Fawad Khan is 'n baie bekende model en akteur, nie net 'n musikant nie.",E
166,GW21,T274,"Fawad Khan het baie toekennings ontvang, insluitend 'n gramy in die VSA.",N
167,GW21,T274,Fawad Khan het 'n rekenaar met Jay Z gemaak wat baie gewild was.,C
168,GW0,T274,Fawad Khan is onderteken met Lips Music toe hy met Sadaf Khan getroud is.,E
169,GW0,T274,Die kinders van Fawad Khan is beide in hul tienerjare.,N
170,GW0,T274,Fawad Khan het al meer as twintig jaar musiek uitgevoer.,C
171,GW28,T277,Charo is 'n Spaanse entertainer.,E
172,GW28,T277,Charo verskyn op baie TV-programme.,N
173,GW28,T277,Die loopbaan van Charo het agt dekades geduur.,C
174,GW27,T277,Mar'a del Rosario Mercedes Pilar Mart'nez Molina Baeza begin 'n aktiewe loopbaan in 1963.,E
175,GW27,T277,Mar'a del Rosario Mercedes Pilar Mart'nez Molina Baeza het vir die eerste keer beroemdheid in die optrede verkry.,N
176,GW27,T277,Mar'a del Rosario Mercedes Pilar Mart'nez Molina Baeza was getroud voordat sy 'aktief' in haar loopbaan geword het.,C
177,GW4,T277,Charo is twee keer in haar lewe getroud.,E
178,GW4,T277,Charo het begin optree toe sy 'n tiener was.,N
179,GW4,T277,“Charo” het nog nooit kinders gehad nie.,C
180,GW4,T286,Fan Bingbing is die kop van hul eie label.,E
181,GW4,T286,Fan Bingbing is al jare saam met Li Chen.,N
182,GW4,T286,Fan Bingbing het musikale opname begin toe hulle twaalf jaar oud was.,C
183,GW27,T286,B_ngb_ng is in 1981 gebore.,E
184,GW27,T286,B_ngb_ng is 'n akteur en lid van die Kommunistiese Party.,N
185,GW27,T286,Sy is getroud.,C
186,GW28,T286,Fan Bingbing is 'n Chinese entertainer.,E
187,GW28,T286,Fan Bingbing is die mees suksesvolle aktrise in China.,N
188,GW28,T286,Fan Bingbing se loopbaan spandeer vier dekades.,C
189,GW28,T294,Fast & Furious is 'n Amerikaanse film.,E
190,GW28,T294,Fast & Furious gaan oor straatrace met gemodifiseerde motors.,N
191,GW28,T294,Fast & Furious was nie 'n winsgewend film nie.,C
192,GW27,T294,Universal Pictures het Fast & Furious in 2009 vrygestel.,E
193,GW27,T294,Die regisseur van Fast & Furious is geïnspireer om die film te maak nadat hy die boek van Gary Scott Thompson gelees het.,N
194,GW27,T294,Fast & Furious is geskryf en geregisseer deur dieselfde persoon.,C
195,GW4,T294,Die film Fast & Furious het meer as $ 250 miljoen op die kassa gemaak.,E
196,GW4,T294,Vin Diesel het baie te sê gehad in die finale uitgawe van Fast & Furious.,N
197,GW4,T294,Fast & Furious is vrygestel aan die algemene publiek in die Verenigde State voordat dit op Universal CityWalk getoon is.,C
198,GW0,T306,Europa is oorspronklik van 'n noordelike Europaland.,E
199,GW0,T306,“Europa” het die afgelope vyftien jaar die wêreld gereis.,N
200,GW0,T306,“Europa” is die afgelope veertig jaar onophoudelik aktief.,C
201,GW30,T306,Europe het 'n lang loopbaan in die hard rock besigheid gehad.,E
202,GW30,T306,Europa het verskeie nummer een hits in die billboards charts.,N
203,GW30,T306,Europe is 'n Franse popband wat met Universal ingeskryf is.,C
204,GW28,T306,Europa is sedert die 70's aktief.,E
205,GW28,T306,Die etikette vir Europa is groot Swede maatskappye.,N
206,GW28,T306,Europa het in 1979 begin en het sedertdien ononderbroke musiek gemaak.,C
207,GW21,T308,Kalman Tihanyi was 'n werklik groot fisikus en het baie teorieë geskep wat nog geldig is.,E
208,GW21,T308,Hy is nomineer vir 'n edele prys in fisika.,N
209,GW21,T308,Sy familie is deur die kommunistiese regering vermoor.,C
210,GW28,T308,K?lm?n Tihanyi was 'n opgevoede Europeër.,E
211,GW28,T308,K?lm?n Tihanyi het wetenskap by die universiteit gestudeer.,N
212,GW28,T308,K?lm?n Tihanyi was 'n onkundige persoon.,C
213,GW0,T308,Tihanyi het in verskeie Europese lande geleef.,E
214,GW0,T308,K?lm?n Tihanyi is verantwoordelik vir die uitvinding van die infrarooi kamera.,N
215,GW0,T308,K?lm?n Tihanyi het sy opleiding in Italië ontvang.,C
216,GW4,T310,Christchurch is geleë op die suidelike eiland van Nieu-Seeland.,E
217,GW4,T310,Die stad Christchurch is ontdek deur mense uit die Verenigde Koninkryk.,N
218,GW4,T310,Die stad Christchurch het slegs een hoofkwartier.,C
219,GW21,T310,Christ Church is gestig deur groepe van Engelse koloniste en missie verspreiders.,E
220,GW21,T310,Die Christelike Kerk het 'n groot groep inheemse voorbevolking.,N
221,GW21,T310,Christ Church was die toneel van 'n groot Tweede Wêreldoorlog Naval Slag.,C
222,GW28,T310,Christchurch bestaan uit afdelings en word bestuur deur 'n raad.,E
223,GW28,T310,Christchurch is 'n stad in Nieu-Seeland,N
224,GW28,T310,Christchurch is meer as 200 jaar oud.,C
225,GW2,T319,Die Tsjeggiese Republiek het meer Katolieke as Moraviërs.,E
226,GW2,T319,Die president van die Tsjeggiese Republiek praat Pools.,N
227,GW2,T319,Die amptelike taal in Praag is Duits.,C
228,GW28,T319,Die Tsjeggiese Republiek is 'n multi-etnische en meertalige nasie.,E
229,GW28,T319,Die Tsjeggiese Republiek is hoofsaaklik 'n Christelike nasie.,N
230,GW28,T319,Die Tsjeggiese Republiek bestaan hoofsaaklik uit Slowake en Moslems.,C
231,GW14,T319,Daar is meer Moraviërs as Slowake in die Tsjeggiese Republiek.,E
232,GW14,T319,"Voordat hy premier geword het, was Andrej Babi voorheen 'n lid van die onderste huis van die Tsjeggiese parlement.",N
233,GW14,T319,Die Tsjeggiese Republiek het slegs een amptelike taal.,C
234,GW27,T323,Die Tsjeggiese Republiek het uit die Tsjeggiese Republiek gekom.,E
235,GW27,T323,Boheemse en Tsjeggiese is dieselfde mense.,N
236,GW27,T323,Die Tsjeggiese Republiek was deel van die Europese Unie voor sy onafhanklikheid.,C
237,GW0,T323,Die Tsjeggiese Republiek het meer as 100 jaar gelede van die Oostenryk-Hongaarse Ryk geskei.,E
238,GW0,T323,Die Tsjeggiese Republiek was een van die eerste lande wat by die Europese Unie aangesluit het.,N
239,GW0,T323,Die Koninkryk van Bohemië is voor die Hertogdom van Bohemië uitgeroep.,C
240,GW28,T323,Die Tsjeggiese Republiek het aan die einde van die 20ste eeu onafhanklikheid verkry.,E
241,GW28,T323,Die Tsjeggiese Republiek het by die Europese Unie aangesluit vir beskerming teen Rusland.,N
242,GW28,T323,Die Tsjeggiese Republiek verloor sy onafhanklikheid in 2004.,C
243,GW35,T331,Bryan Adams is 'n Kanadese pop-sanger.,E
244,GW35,T331,Bryan Adams is die eienaar van die label A&M.,N
245,GW35,T331,Bryan Adams is in Hamilton in Ontario gebore.,C
246,GW28,T331,Bryan Adams is 'n Kanadese musikant.,E
247,GW28,T331,Bryan Adams het geskryf en uitgevoer Everything I Do.,N
248,GW28,T331,Bryan Adams is sedert sy twintigste aktief.,C
249,GW4,T331,Bryan Adams is oorspronklik in die winter van 1959 in Kanada gebore.,E
250,GW4,T331,Bryan Adams het die klavier geleer voordat hy kon sing.,N
251,GW4,T331,Die musikant Bryan Adams het die meeste van sy lewe in die Verenigde State gebly.,C
252,GW4,T332,Jay Park is 'n musikus sedert hulle 21 jaar oud was.,E
253,GW4,T332,Jay Park het 'n voorvorm op die toneel met die Hoër Brothers.,N
254,GW4,T332,Jay Park het hul rap loopbaan in Oakland begin.,C
255,GW27,T332,"Park Jae-beom is in Edmonds, Washington gebore.",E
256,GW27,T332,Park Jae-beom het in Seattle grootgeword.,N
257,GW27,T332,Park Jae-beom beoefen meer genres as die aantal etikette wat hy gehad het.,C
258,GW28,T332,Jay Park is 'n Amerikaanse entertainer.,E
259,GW28,T332,Jay Park is 'n Koreaanse Amerikaanse rapper.,N
260,GW28,T332,Jay Park het sy loopbaan in sy tienerjare begin.,C
261,GW0,T340,Jennifer Love Hewitt woon in 'n ander staat as wat sy gebore is.,E
262,GW0,T340,Jennifer Love Hewitt het twee kinders met Brian Hallisay.,N
263,GW0,T340,Jennifer Love Hewitt het professioneel gesing sedert sy 'n kind was.,C
264,GW2,T340,Jennifer Love Hewitt is 'n aktrise wat 'n singende loopbaan in popmusiek gehad het.,E
265,GW2,T340,Jennifer Love Hewitt was in Party of Five in 1998.,N
266,GW2,T340,Jennifer Love Hewitt het in 1989 in Party of Five begin optree.,C
267,GW28,T340,Jennifer Love Hewitt is 'n Amerikaanse entertainer.,E
268,GW28,T340,Die twee kinders van Jennifer Love Hewitt is dogters.,N
269,GW28,T340,Jennifer Love Hewitt is tans 'n singer.,C
270,GW0,T348,Christina Aguilera sing al meer as twintig jaar.,E
271,GW0,T348,Christina Aguilera het twee kinders met Matthew Rutler.,N
272,GW0,T348,Jordan Bratman het Christina Aguilera geskei na twee jaar saam.,C
273,GW14,T348,Christina Aguilera het popmusiek onder die RCA-label vrygestel.,E
274,GW14,T348,Christina Aguilera ontmoet Matthew Rutler by 'n Hollywood partytjie.,N
275,GW14,T348,"Christina Aguilera het altyd in die stad waar sy gebore is, geleef.",C
276,GW45,T348,RCA Record Label is 'n Amerikaanse platenlabel wat deur Sony Music besit word.,E
277,GW45,T348,sy kan 'n singer en liedskrywer alleen wees,N
278,GW45,T348,sy kan nie in pop en soul genre op 'n keer bydra nie,C
279,GW4,T361,Joaquin Phoenix het getroud toe hulle 42 jaar oud was.,E
280,GW4,T361,Joaquin Phoenix was bekend as Leaf Phoenix in sommige vroeë films.,N
281,GW4,T361,Joaquin Phoenix is in die Verenigde State gebore.,C
282,GW27,T361,Joaquin Rafael Bottom is bekend as Leaf Phoenix.,E
283,GW27,T361,Al die broers en susters van Joaquin Rafael Bottom is betrokke by die optrede soos hy.,N
284,GW27,T361,Joaquin Rafael Bottom woon in die stad waar hy gebore is.,C
285,GW28,T361,Joaquin Phoenix is 'n Amerikaanse entertainer.,E
286,GW28,T361,Joaquin Phoenix het 'n suster wat gesterf het.,N
287,GW28,T361,Joaquin Phoenix is al sedert hy 'n tiener was.,C
288,GW28,T370,Everclear is 'n Amerikaanse rockband.,E
289,GW28,T370,“Everclear” bestaan uit vier lede.,N
290,GW28,T370,Everclear ontbind en herenig verskeie keer.,C
291,GW14,T370,Everclear is aktief vir meer as 'n kwart eeu.,E
292,GW14,T370,"Die Cleopatra record label is gevestig in Portland, Oregon.",N
293,GW14,T370,Die musiek van Everclear kan slegs in 'n enkele genre gekategoriseer word.,C
294,GW0,T370,Everclear is van die Stille Oseaan noordwestelike streek van die Verenigde State.,E
295,GW0,T370,Everclear is gedurende die 1990's aan die Capitol-rekords onderteken.,N
296,GW0,T370,Everclear speel grunge musiek vir meer as dertig jaar.,C
297,GW27,T372,Annie Bridgwood het in 1938 selfmoord gepleeg.,E
298,GW27,T372,Florence Annie Bridgwood word naby haar eerste man begrawe in Hollywood Forever Cemetery.,N
299,GW27,T372,Florence Annie Bridgwood se laaste huwelik het met haar selfmoord beëindig.,C
300,GW0,T372,Florence Lawrence het die meeste van haar mans geskei.,E
301,GW0,T372,Florence Lawrence het in dosyne films gespeel.,N
302,GW0,T372,Florence Lawrence het getroud Charles Woodring na die egskeiding van Henry Bolton.,C
303,GW28,T372,Florence Lawrence was verantwoordelik vir haar eie dood.,E
304,GW28,T372,Florence Lawrence het van 'n gebroke hart gesterf.,N
305,GW28,T372,Florence Lawrence het voor haar derde man gesterf.,C
306,GW28,T382,Jeff Hardy is 'n Amerikaanse entertainer.,E
307,GW28,T382,Jeff Hardy opgelei sonder die gebruik van steroïede.,N
308,GW28,T382,Jeff Hardy het getroud voor sy debuut.,C
309,GW4,T382,Jeff Hardy het professioneel begin veg toe hulle slegs 16 jaar oud was.,E
310,GW4,T382,Jeff Hardy het beide kinders met Beth Britt gehad.,N
311,GW4,T382,Jeff Hardy het hul musiek loopbaan begin voor hul worstel loopbaan.,C
312,GW2,T382,Jeff Hardy is 'n wrestler en 'n musikus.,E
313,GW2,T382,Jeff Hardy het 3 verskillende metal bands gestig en was die hoof sanger vir al drie.,N
314,GW2,T382,Jeff Hardy het vir die eerste keer professionele veg in 1990.,C
315,GW4,T400,Jordan Peele begin professionele optrede op 23 jaar oud.,E
316,GW4,T400,Jordan Peele het sy kind met sy vrou Chelsea Peretti.,N
317,GW4,T400,Jordan Peele het nooit na die kollege gegaan nie.,C
318,GW27,T400,Jordan Haworth Peele is opgelei by Sarah Lawrence College.,E
319,GW27,T400,Jordan Haworth Peele het begin optree by Sarah Lawrence College.,N
320,GW27,T400,Jordan Haworth Peele was getroud voordat hy 'aktief' in die showbedryf geword het.,C
321,GW28,T400,Jordan Peele is 'n Amerikaanse entertainer.,E
322,GW28,T400,Jordan Peele is bekend vir Get Out en Keanu.,N
323,GW28,T400,Jordan Peele is sedert sy tienerjare aktief.,C
324,GW28,T403,John Harrison is 'n bekroonde Engelse horoloog.,E
325,GW28,T403,John Harrison het 'n waterdichte horlosie ontwerp.,N
326,GW28,T403,John Harrison is na sy dood 'n medalje toegeken.,C
327,GW27,T403,John Harrison is in dieselfde land gebore en gesterf.,E
328,GW27,T403,John Harrison ontvang die Copley-medalje vir sy mariene chronometer.,N
329,GW27,T403,John Harrison is in dieselfde stad gebore en gesterf.,C
330,GW0,T403,John Harrison het gesterf voordat die Onafhanklikheidsverklaring onderteken is.,E
331,GW0,T403,John Harrison is verantwoordelik vir die maak van chronometers op horlosie gewild.,N
332,GW0,T403,John Harrison is in die Engelse hoofstad gebore.,C
333,GW4,T405,Die meeste mense in die Republiek Burundi is Hindoes.,E
334,GW4,T405,Die volgende president van die Republiek van Burundi sal Gaston Sindimwo wees.,N
335,GW4,T405,Die Republiek Burundi het meer Suid-Asiërs as Europeërs.,C
336,GW28,T405,"Die Republiek Burundi is 'n meertalige, multi-etniese land.",E
337,GW28,T405,Die Hutus bestaan uit 100% Hutus met geen helfte of gemengde kinders in die statistiek ingesluit nie.,N
338,GW28,T405,Die Republiek Burundi lê noord van die Equator.,C
339,GW0,T405,Die hoofstad van die Republiek Burundi is nie die grootste stad in die land nie.,E
340,GW0,T405,Pierre Nkurunziza het as vicepresident gediens voordat hy president geword het.,N
341,GW0,T405,Daar is meer Tutsi as Hutus in Burundi.,C
342,GW0,T408,Karen Gilan het na 'n uitvoerende kunsskool gegaan.,E
343,GW0,T408,Caitlin Blackwood en Karen Gilan het dieselfde broerlike ouers.,N
344,GW0,T408,Karen Gilan speel sedert sy 5 jaar oud was.,C
345,GW32,T408,Karen Gillan is in 1987 gebore.,E
346,GW32,T408,Karen Gillan woon nou in die Verenigde Koninkryk.,N
347,GW32,T408,Karen Gillan is die tante van Caitlin Blackwood.,C
348,GW28,T408,Karen Gillan werk voor en agter die skerm in die vermaakbedryf.,E
349,GW28,T408,Karen Gillan is meertalig in Engels en Italiaans.,N
350,GW28,T408,Karen Gillan is 'n akteur sedert die kinderjare.,C
351,GW27,T413,Justus von Liebig is in 1803 gebore en sterf op die ouderdom van 69.,E
352,GW27,T413,Justus von Liebig het die Wet van die Minimum by die Universiteit van Bonn uitgevind.,N
353,GW27,T413,Justus von Liebig het die Albert-medalje posthumous ontvang.,C
354,GW4,T413,Justus von Liebig studeer en onderrig chemie in hul lewe.,E
355,GW4,T413,Justus von Liebig het gehelp om studente te onderrig wat rokette gemaak het.,N
