annotater_id,table_ids,hypothesis,label
GW1,T172,"ब्रूज आने वाले वर्षों में एक शहर के रूप में चमक जाएगा, जनसंख्या बुद्धिमान।",N
GW1,T172,ब्रूज में प्रति वर्ग मील 2500 से कम लोग हैं।,E
GW0,T174,जीडेना पांच अलग-अलग लेबलों पर दिखाई दिया है।,C
GW0,T174,जिडेनना अभी भी विस्कॉन्सिन रैपिड्स में रहता है।,N
GW0,T174,जीडेना 1990 के दशक से प्रदर्शन कर रहा है।,E
GW4,T174,जिडेनना अपने देश संगीत के लिए जाना जाता है।,C
GW4,T174,जिडेनना ने एक एल्बम पर केंड्रिक लैमर के साथ काम किया है।,N
GW4,T174,जीडेना ने अपने जीवन का कुछ हिस्सा विस्कोनिस के बाहर बिताया।,E
GW1,T174,जीडेना 1985 के शुरुआती वसंत में पैदा हुआ था।,C
GW1,T174,जिडेनना संगीत लेबलों के मामले में एपिक पर वैंडलैंड पर संगीत बनाने के लिए पसंद किया।,N
GW1,T174,जीडेना 10 साल से कम से कम एक सक्रिय कैरियर है।,E
GW1,T192,ेरसेरहेड को 1977 के गर्मियों में जारी किया गया था।,C
GW1,T192,पीटर आइवरर्स ने फेट्स वालर की तुलना में एरेसरहेड पर संगीत के साथ मदद की।,N
GW1,T192,ेरसेरहेड का समय दो घंटे से भी कम है।,E
GW0,T192,ेरसेरहेड विभिन्न व्यक्तियों द्वारा निर्देशित उत्पादित और लिखा गया था।,C
GW0,T192,डेविड लिंच ने पूरे फिल्म ेरसेरहेड को रिकॉर्ड किया।,N
GW0,T192,ेरसेरहेड बॉक्स ऑफिस में दस मिलियन डॉलर से कम कमाया।,E
GW4,T192,ेरसेरहेड एक फिल्म थी जो 1977 के सर्दियों में रिलीज की गई थी।,C
GW4,T192,डेविड लिंच ने ेरसेरहेड पर रचनात्मक नियंत्रण किया था।,N
GW4,T192,उन्होंने फिल्म ेरसेरहेड को बॉक्स ऑफिस में $ 10 मिलियन से कम कमाया।,E
GW0,T194,जेम्स ग्रेगरी कम से कम तीन अलग-अलग देशों में रहते थे।,C
GW0,T194,जेम्स ग्रेगोरियो ने एडिनबर्ग विश्वविद्यालय में उपग्रह विज्ञान पढ़ाया।,N
GW0,T194,जेम्स ग्रेगरी उस शहर में मर गया जिसमें वह पैदा हुआ था।,E
GW1,T194,जेम्स ग्रेगोरियो 1675 के वसंत में मर गया।,C
GW1,T194,जेम्स ग्रेगरी ने गणित की तुलना में आकाशगंगा को पसंद किया।,N
GW1,T194,1638 के सर्दियों में जेम्स ग्रेगोरियो का जन्म हुआ था।,E
GW4,T194,जेम्स ग्रेगरी स्कॉटलैंड के एडिनबर्ग में पैदा हुआ था।,C
GW4,T194,जेम्स ग्रेगरी हमेशा ब्रिटेन में रहते थे।,N
GW4,T194,एमएस ग्रेगोरी गणित का अध्ययन करने के लिए जाना जाता है।,E
GW0,T198,एटा जेम्स अपने 74वें जन्मदिन के एक सप्ताह से भी कम समय के बाद मर गया।,C
GW0,T198,एटा जेम्स ने अपने अधिकांश संगीत को शैक्षणिक रिकॉर्ड पर रिलीज किया।,N
GW0,T198,जेम्सेटा हॉकिंग्स का जन्म नाम एटा जेम्स है।,E
GW4,T198,एटा जेम्स अमेरिका के पूर्वी तट पर पैदा हुआ था।,C
GW4,T198,संगीतकार एटा जेम्स ज्यादातर गाने गाते थे।,N
GW4,T198,संगीतकार एटा जेम्स अमेरिका के कैलिफोर्निया में निधन हो गया।,E
GW1,T198,एटा जेम्स 55 साल से कम समय से सक्रिय रहा।,C
GW1,T198,एटा जेम्स अपने पूरे जीवन के लिए कैलिफोर्निया में रहते थे।,N
GW1,T198,एटा जेम्स ने कम से कम 20 अलग-अलग लेबलों पर संगीत दिया।,E
GW0,T215,चार्ल्स क्रॉस 1888 के वसंत में निधन हो गया।,C
GW0,T215,चार्ल्स क्रॉस ने फैक्स ट्रांसमिशन का आविष्कार किया।,N
GW0,T215,चार्ल्स क्रॉस रंगीन फोटोग्राफी के समय के बाद रहता था।,E
GW4,T215,चार्ल्स क्रॉस का जन्म लंदन में हुआ था।,C
GW4,T215,कलाकार चार्ल्स क्रॉस ज्यादातर कविता के लिए जाना जाता है।,N
GW4,T215,चार्ल्स क्रॉस का निधन 45 साल की उम्र में हुआ।,E
GW1,T215,चार्ल्स क्रॉस 1888 के शरद ऋतु में पैदा हुआ था।,C
GW1,T215,चार्ल्स क्रॉस कविता के बजाय मोनोलॉग लिखना पसंद करता था।,N
GW1,T215,चार्ल्स क्रॉस 1888 के गर्मियों में निधन हो गया।,E
GW4,T220,फेथ नो मोरे एक बैंड है जो संयुक्त राज्य अमेरिका के पूर्वी तट पर शुरू हुआ।,C
GW4,T220,श्री बंगल ने विश्वास अब नहीं को कुछ लोकप्रियता हासिल करने में मदद की।,N
GW4,T220,बैंड फेथ नो मोरे प्रयोगशाला रॉक प्रदर्शन करने के लिए जाना जाता है।,E
GW14,T220,फेथ नो मोरे ने केवल एक लेबल के तहत संगीत जारी किया है।,C
GW14,T220,फेथ नो मोरे से बैंड के सदस्यों ने 1998 और 2009 के बीच अन्य परियोजनाओं का पीछा किया।,N
GW14,T220,समूह को हमेशा फिर नहीं या शार्प युवा पुरुषों के रूप में जाना जाता था।,E
GW1,T220,फेथ नो मोरे एक बैंड के रूप में लगभग 20 वर्षों से सक्रिय रहा है।,C
GW1,T220,अधिकांश लोग उन्हें फैंक मेटल कहने से पहले फ्राइव न मोर को प्रयोगिक रॉक के रूप में वर्णन करेंगे।,N
GW1,T220,फेथ नो मोरे ने 5 रिकॉर्ड लेबल पर संगीत बनाया।,E
GW1,T224,फिस्ट फाइट लगभग एक घंटे लंबा है।,C
GW1,T224,वैन रॉबिचॉक्स ने ईवन सुसर्स की तुलना में फस्ट लड़ाई के स्क्रिप्ट का अधिक लिखा।,N
GW1,T224,फस्ट लड़ाई बक्से में बजट के ऊपर 30 मिलियन से कम कमाई।,E
GW0,T224,फस्ट लड़ाई ने देश भर में रिलीज होने के बाद रेजेंसी विलियल्स थियेटर में अपना डेब्यू किया।,C
GW0,T224,21 लेप्स एंटरटेनमेंट ने फस्ट लड़ाई का अधिकांश हिस्सा वित्त पोषित किया।,N
GW0,T224,फस्ट लड़ाई का बजट लगभग आधा था जो यह बॉक्स ऑफिस पर बना।,E
GW4,T224,फिल्म फस्ट लड़ाई 2017 के शरद ऋतु में आई थी।,C
GW4,T224,फस्ट लड़ाई का उत्पादन करने की लागत 23 मिलियन डॉलर थी।,N
GW4,T224,फिल्म फस्ट लड़ाई ने बॉक्स ऑफिस में $ 50 मिलियन से कम कमाई की।,E
GW0,T252,क्रिस जेरिको उसी राज्य में रहता है जहां वह पैदा हुआ था।,C
GW0,T252,क्रिस जेरीको के तीन बेटियां हैं।,N
GW0,T252,क्रिस जेरीको अपने जन्म नाम का उपयोग प्रदर्शन करते समय नहीं करता है।,E
GW28,T252,क्रिस जेरिको एक अविवाहित अमेरिकी है।,C
GW28,T252,क्रिस जेरिको एक पेशेवर लड़ाकू है।,N
GW28,T252,क्रिस जेरीको ने अपने तीस के दशक में शादी की।,E
GW4,T252,क्रिस जेरीको एक तलाक है।,C
GW4,T252,लड़ाकू क्रिस जेरीको ने अपनी पत्नी के साथ अपने सभी बच्चों को जन्म दिया है।,N
GW4,T252,लड़ाकू क्रिस जेरीको कम से कम कुछ शहरों में रह चुका है।,E
GW21,T253,जेनी सारा स्लाइट हमेशा बहुत मजेदार थी जब वह छोटी थी और कॉलेज में थी।,C
GW21,T253,जेनी स्लाइट ने कई फिल्मों में अभिनय किया है।,N
GW21,T253,वह एक कॉमेडीकार था जो एपोलो में लाइव प्रदर्शन करता था।,E
GW28,T253,जेनी स्लाइट एक दक्षिण अफ्रीकी अभिनेत्री है।,C
GW28,T253,जेनी स्लाइट कॉलेज के बाद से स्टैंड-अप कॉमेडी कर रहा है।,N
GW28,T253,जेनी स्लाइट कॉलेज के बाद शादी कर चुके थे।,E
GW4,T253,जेनी स्लाइट ने 32 साल की उम्र में कॉमेडी करना शुरू किया।,C
GW4,T253,अभिनेत्री जेनी स्लाइट ने अपने अभिनय के लिए पुरस्कार जीते हैं।,N
GW4,T253,अभिनेत्री जेनी स्लाइट मैसाचुसेट्स में पैदा हुई थी।,E
GW21,T255,जस्टिन बिबर इंटरनेट पर शुरू हुआ और एक मर्जो अंतरराष्ट्रीय फिल्म निर्माता बन गया।,C
GW21,T255,जस्टिन बीबर के पास बहुत खुश बचपन नहीं था।,N
GW21,T255,जस्टिन बीबर एक अमेरिकी नागरिक नहीं है।,E
GW28,T255,"जस्टिन बिबर ब्रिटेन, लंदन में पैदा हुआ था।",C
GW28,T255,जस्टिन बिबर को एकमात्र माता-पिता द्वारा उठाया गया था और उसके पास कोई भाई-बहन नहीं हैं।,N
GW28,T255,जस्टिन बिबर एक कनाडाई रैपर है।,E
GW4,T255,जस्टिन बिबर ने 25 साल की उम्र में हेली बॉल्डविन से शादी की थी।,C
GW4,T255,जस्टिन बिबर ने अपने ड्रम के लिए पुरस्कार जीते हैं।,N
GW4,T255,जस्टिन बिबर ने अमेरिका में प्रदर्शन किया है।,E
GW0,T259,कोरिंथ उत्तरी यूरोप में स्थित है।,C
GW0,T259,पेलोपोनेसे ग्रीस का सबसे बड़ा प्रशासनिक क्षेत्र है।,N
GW0,T259,कुरिन्थ का सबसे कम ऊंचाई समुद्र के स्तर पर है।,E
GW33,T259,कोरिंथ एक फ्रेंच देश में कोरिंथिए क्षेत्र में एक नगर है,C
GW33,T259,पेलोपोनेसे कोरिंथ का प्रशासनिक क्षेत्र है,N
GW33,T259,ग्रीस एक देश है।,E
GW28,T259,कोरिंथ एक क्षेत्र है जो गैर-मध्यसागरीय क्षेत्र में स्थित है।,C
GW28,T259,कोरिंथ एक दुर्लभ आबादी वाले नगर है।,N
GW28,T259,कोरिंथ में कोरिंथिए नामक एक क्षेत्रीय इकाई है।,E
GW4,T263,जॉई बाइडन के पास अपने जीवन में केवल एक पत्नी है।,C
GW4,T263,जॉई बाइडन हमेशा अमेरिका में रहता था।,N
GW4,T263,जॉय बाइडन एक डेमोक्रेटिक पार्टी का सदस्य था।,E
GW28,T263,जॉय बाइडन एक अमेरिकी अभिनेता है।,C
GW28,T263,जॉई बाइडन अमेरिकी उपराष्ट्रपति था।,N
GW28,T263,जॉई बाइडन हमेशा अपने करियर में एक स्वतंत्र समय था।,E
GW0,T263,जॉई बाइडन की पहली पत्नी ने तलाक के बाद निधन कर दिया।,C
GW0,T263,जॉई बाइडन ने अपने जन्म राज्य में एक राजनीतिक कार्यालय चलाया।,N
GW0,T263,जॉई बाइडन ने डेलावेयर विश्वविद्यालय से बीए की डिग्री प्राप्त की।,E
GW14,T314,"तबवेमसना पर्वत की ऊंचाई 6,165 फीट से अधिक है।",C
GW14,T314,वानातू नई हेब्रिड्स में सबसे ऊंचा पर्वत है।,N
GW14,T314,पर्वत तबवेमसना एक द्वीपकांड का हिस्सा है।,E
GW28,T314,एस्पिरितु संतो एक अकेला द्वीप है।,C
GW28,T314,एस्पिरितु संतो द्वीपल में सबसे बड़ा द्वीप है।,N
GW28,T314,एस्पिरितु संतो अन्य भूमि मास के करीब है।,E
GW4,T314,"एस्पिरिटो सेंटो पर टेबवेमासाना पर्वत है जो 6,000 फीट से कम ऊंचा है।",C
GW4,T314,एस्पिरितु संतो पर सदियों से लोग रहते हैं।,N
GW4,T314,द्वीप एस्पिरितु संतो समुद्र के स्तर से ऊपर है।,E
GW4,T318,पेंटिंग इस्लाम की घोषणा आकार में 100 वर्ग फीट से कम है।,C
GW4,T318,चित्र इस्लाम की घोषणा बनाने में तीन साल लग गए।,N
GW4,T318,अमेरिकी कैपिटल में चित्र इस्लाम की घोषणा रखा गया है।,E
GW28,T318,इस्लाम की घोषणा देश की राजधानी में 20 से कम वर्षों से देखने के लिए उपलब्ध है।,C
GW28,T318,स्वतंत्रता की घोषणा दो लोगों द्वारा की जानी चाहिए।,N
GW28,T318,स्वतंत्रता की घोषणा कुछ वर्षों के बाद रोटोंडा में रखा गया था।,E
GW0,T318,जॉन ट्रम्बुल के इस्लाम की घोषणा कम से कम 150 वर्षों से रोटोंडा में लटका हुआ है।,C
GW0,T318,इस्लाम की घोषणा अमेरिकी कैपिटल इमारत में स्थित सबसे बड़े चित्रों में से एक है।,N
GW0,T318,इस्लाम की घोषणा को आदेश देने के दो साल बाद बेचा गया था।,E
GW27,T324,बफैलो स्प्रिंगफ़ील्ड लगातार रिकॉर्डिंग पर रहता था।,C
GW27,T324,बूफेलो स्प्रिंगफील्ड ने अटलांटिक रिकॉर्ड के साथ अपनी सबसे बड़ी सफलता हासिल की।,N
GW27,T324,बूफेलो स्प्रिंगफील्ड एटको और अटलांटिक पर लगभग 1966 के बाद से रिकॉर्ड किया गया है।,E
GW14,T324,कोई भी लोक रॉक बैंड लॉस एंजिल्स से नहीं आया था।,C
GW14,T324,पोको ने अटलांटिक लेबल के तहत क्रॉस्बी स्टिल्स नाश & यंग के साथ संगीत जारी किया।,N
GW14,T324,बाफेलो स्प्रिंगफील्ड 21 वीं शताब्दी में कुछ गतिविधि थी।,E
GW28,T324,बफैलो स्प्रिंगफ़ील्ड कई कार्यों के साथ काम करता है लेकिन केवल एक लेबल।,C
GW28,T324,बाफेलो स्प्रिंगफील्ड हर दिन खेला जब वे सक्रिय थे।,N
GW28,T324,बफैलो स्प्रिंगफ़ील्ड 20 वीं शताब्दी में कुछ समय के लिए खेला गया था।,E
GW28,T327,चार्ल्स मैकिंटोश कभी स्कॉटलैंड में नहीं रहता था,C
GW28,T327,चार्ल्स मैकिंटोश एक शिक्षित आदमी था।,N
GW28,T327,चार्ल्स मैसिंथ ने अपने पचास के दशक में जलरोधक बारिश कोट का आविष्कार किया।,E
GW4,T327,चार्ल्स मैसिंथ कभी भी कपड़े जलरोधक बनाने में सक्षम नहीं था।,C
GW4,T327,चार्ल्स मैकिनटोश एक युवा उम्र से इंजीनियर बनना चाहता था।,N
GW4,T327,चार्ल्स मैकिंटोश स्कॉटलैंड में पैदा हुआ और मर गया।,E
GW27,T327,चार्ल्स मैकिनटोश स्कॉटलैंड और इंग्लैंड में पैदा हुआ और मर गया।,C
GW27,T327,चार्ल्स मैकिनटोश ने स्कॉटलैंड में जलरोधक बारिश कोट का आविष्कार किया।,N
GW27,T327,चार्ल्स मैकिंटोश एक ही देशों में पैदा हुआ और मर गया।,E
GW32,T329,जोहानस गुटेनबर्ग का जन्म 3 फरवरी 1468 को हुआ था।,C
GW32,T329,जोहानस गुटेनबर्ग ने अपने जीवन के दौरान कई चीजों का आविष्कार किया।,N
GW32,T329,जोहानस गुटेनबर्ग 70 वर्ष से कम उम्र तक रहता था।,E
GW28,T329,जोहानस गुटेनबर्ग केवल एक व्यवसाय था।,C
GW28,T329,जोहानस गुटेनबर्ग कई आविष्कारों के लिए जिम्मेदार है।,N
GW28,T329,जोहानस गुटेनबर्ग पवित्र रोमन साम्राज्य के क्षेत्र में कुछ समय बिताया।,E
GW4,T329,जोहानस गुटेनबर्ग एक ग्रिगर के रूप में जाना जाता है जिसने पवित्र रोमन साम्राज्य की स्थापना की।,C
GW4,T329,जोहानस गुटेनबर्ग ने अपने पूरे जीवन को पवित्र रोमन साम्राज्य में बिताया।,N
GW4,T329,जोहानस गुटेनबर्ग उनके 60 के दशक में निधन हो गया।,E
GW28,T343,कैमलोट केवल कई लेबलों के लिए पावर धातु खेलता है।,C
GW28,T343,कैमेलोट चार सदस्यों से बना है।,N
GW28,T343,कमेलॉट की वेबसाइट है कमेलॉट.कॉम,E
GW27,T343,कैमलोट फ्लोरिडा में मूल रूप से आया है और 1980 के दशक से पेशेवर रूप से सक्रिय है।,C
GW27,T343,केमेलोट टैंप से एकमात्र हेवी धातु बैंड है।,N
GW27,T343,कैमेलोट उन लेबलों की तुलना में कम शैलियों का प्रदर्शन करता है जिन पर वे थे।,E
