annotater_id,table_ids,hypothesis,label
GW2,T5,चार्ल्स फ्रांसिस जेन्किन्स ने कभी भी कोई पदक नहीं जीता।,C
GW1,T5,चार्ल्स फ्रांसिस जेन्किन्स ने दो अलग-अलग सदी में अपने काम के लिए पुरस्कार प्राप्त किए।,E
GW1,T5,चार्ल्स फ्रांसिस जेन्किन्स पेटेंट मुख्य रूप से इलेक्ट्रॉनिक्स से संबंधित थे।,N
GW1,T5,चार्ल्स फ्रांसिस जेन्किन्स 1934 के शरद ऋतु में निधन हो गया।,C
GW1,T6,केंसास 45 से अधिक वर्षों से एक बैंड के रूप में सक्रिय है।,E
GW1,T6,कैन्सास बैंड के सदस्यों को एक लेबल के रूप में एमसीए के साथ इनसाइड आउट की तुलना में अधिक खुश थे।,N
GW1,T6,कैंसास ने चार से अधिक रिकॉर्ड लेबलों पर संगीत बनाया है।,C
GW6,T6,केंसास को कई लेबलों पर हस्ताक्षर किए गए हैं।,E
GW6,T6,कैंसास वर्तमान में इनसाइड आउट लेबल पर हस्ताक्षर कर रहा है।,N
GW6,T6,कैन्सास ने 70 के दशक से पहले गतिविधियों को शुरू किया।,C
GW7,T6,वे अभी भी एक साथ हैं।,E
GW7,T6,उन्होंने अभी एक एल्बम खत्म कर दिया है।,N
GW7,T6,वे टेक्सास से हैं।,C
GW0,T6,कैन्सास 30 से अधिक वर्षों से सक्रिय हैं।,E
GW0,T6,केंसास बैंड ने केंसास में अपनी अधिकांश संगीत रिकॉर्ड की।,N
GW0,T6,कैन्सास संयुक्त राज्य अमेरिका के पश्चिमी तट पर बनाया गया था।,C
GW3,T7,फ्लिकर को 2017 के शरद ऋतु में रिलीज किया गया था,E
GW3,T7,फ्लिकर को लंदन और संयुक्त राज्य अमेरिका में रिलीज किया गया,N
GW3,T7,फ्लिकर रॉक पॉप जैज़ और अन्य शैलियों के गीतों के साथ एक मल्टी-जीनर्स एल्बम था।,C
GW1,T7,फ्लिकर को 2017 के शरद ऋतु में रिलीज किया गया था।,E
GW1,T7,फ्लिकर पर अधिक रिकॉर्डिंग इको स्टूडियो पर किया गया था ब्लेकबेर्द स्टूडियो की तुलना में।,N
GW1,T7,फ्लिकर को सुनने में लगभग एक घंटे का समय लगता है।,C
GW0,T7,एल्बम फ्लिकर को कई स्टूडियो में रिकॉर्ड किया गया था।,E
GW0,T7,जूलियन बुनेत्ता फ्लिकर के कार्यकारी निर्माता थे।,N
GW0,T7,फ्लिकर एक साल से कम उम्र का है।,C
GW8,T8,जेफरी डैमर विस्कोनिस में पैदा हुआ था।,E
GW8,T8,वह हमले के लिए दोषी था।,N
GW8,T8,वह अपने अपराधों के लिए अभी भी जेल में है।,C
GW9,T8,जेफरी डैमर को कई अपराधों के लिए दोषी ठहराया गया था।,E
GW9,T8,जेफरी डैमर को एक और कैदी ने मार डाला।,N
GW9,T8,जेफरी डैमर को दो जीवनकाल की सेवा करने के बाद जारी किया गया था।,C
GW4,T8,जेफरी डैमर लोगों को मारने के लिए जाना जाता था।,E
GW4,T8,जेफरी डैमर ने अपने पूरे जीवन को विस्कॉन्सिन में बिताया।,N
GW4,T8,जेफरी डैमर एक व्यक्ति था जो चालीस साल की उम्र में मर गया था।,C
GW0,T8,जेफरी डैमर दो मीटर से कम ऊंचा था।,E
GW0,T8,जेफरी डैमर को एक जेल गार्ड द्वारा मार डाला गया था।,N
GW0,T8,जेफरी डैमर को मौत की सजा दी गई थी।,C
GW10,T9,"1963 के बाद से, जेफरी लिन ने संगीतकार गायक-संगीत लेखक और रिकॉर्ड निर्माता के पेशे में सक्रिय रूप से संलग्न किया।",E
GW10,T9,जेफरी लीनने फ़तमसिक.कॉम का मालिक है।,N
GW10,T9,जेफरी लीनने की उम्र 70 वर्ष से कम है।,C
GW5,T9,जेफरी लिंन के पास कई नाम थे।,E
GW5,T9,जेफरी लिन ने जॉर्ज हैरिसन के साथ टूर किया।,N
GW5,T9,जेफरी लिन ने अपने करियर के दौरान एक ही लेबल पर हस्ताक्षर किए थे।,C
GW1,T9,जेफ लिन 1947 के सर्दियों में पैदा हुआ था।,E
GW1,T9,जेफ लिन ने सोनी बीएमजी की तुलना में यूनाइटेड आर्टिस्ट्स के साथ संगीत बनाना पसंद किया।,N
GW1,T9,जेफ लिन 60 से अधिक वर्षों से संगीत में सक्रिय है।,C
GW0,T10,बोर्न तो रन को 1975 के गर्मियों में रिलीज किया गया था।,E
GW0,T10,अधिकांश बोर्न तो रन को 1974 में रिकॉर्ड किया गया था।,N
GW0,T10,बोर्न तो रन को एक न्यूयॉर्क स्टूडियो में रिकॉर्ड किया गया था।,C
GW11,T10,बोर्न तो रन को 1975 के दूसरे छमाही में जारी किया गया था।,E
GW11,T10,ब्रूस स्प्रिंगस्टीन 1975 में न्यूयॉर्क शहर में रहते थे।,N
GW11,T10,न्यूयॉर्क शहर में बोर्न तो रन को रिलीज करने के दिन बर्फ लगी थी।,C
GW1,T10,यह एक साल से अधिक समय लगा बोर्न तो रन के एल्बम को रिकॉर्ड करने के लिए।,E
GW1,T10,जॉन लैंडो ने बोर्न तो रन पर माइक ऐपल की तुलना में अधिक उत्पादक काम किया।,N
GW1,T10,1975 के वसंत में बोर्न तो रन जारी किया गया था।,C
GW1,T11,जॉक लेवस शायद सेना में सेवा करते समय मर गया था।,E
GW1,T11,जॉक लेवस ने लेफ्टिनेंट की रैंक से ऊपर चढ़ाया होता अगर वह नहीं मरता था।,N
GW1,T11,जॉक लेवस 1913 के वसंत में पैदा हुआ था।,C
GW2,T11,जॉक लेवस जर्मनी में हिटलर के शासनकाल में लड़ते थे।,E
GW2,T11,जॉक लेवस युद्ध में मारे गए थे।,N
GW2,T11,जॉक लेवस ऑपरेशन डेसर्ट तूफान में लड़ता था।,C
GW0,T11,जॉक लेवस पांच से अधिक वर्षों से सेना में था।,E
GW0,T11,जॉक लेवस ऑपरेशन क्रूजर के दौरान मारे गए।,N
GW0,T11,जॉक लेवस अपने देश में निधन हो गया।,C
GW9,T15,पीटर बेंचली ने जॉस के लिए मूल कहानी और स्क्रिप्ट दोनों पर काम किया।,E
GW9,T15,जॉस के लिए उत्पादन मुख्य रूप से 1975 के वसंत में हुआ।,N
GW9,T15,जैव्स बॉक्स ऑफिस में भी टूट नहीं गया।,C
GW4,T15,फिल्म जॉस 1975 की गर्मियों में रिलीज हुई थी।,E
GW4,T15,फिल्म जॉस को ज्यादातर डेविड ब्राउन द्वारा निर्मित किया गया था।,N
GW4,T15,फिल्म जॉस ने रिलीज पर केवल 10 मिलियन डॉलर कमाए।,C
GW1,T15,जॉस को 1975 के गर्मियों में जारी किया गया था।,E
GW1,T15,कार्ल गोटलिएब ने पीटर बेंचले की तुलना में जॉब्स के लिए अधिक स्क्रिप्ट लिखा।,N
GW1,T15,जैव्स के चलने का समय दो घंटे से भी कम है।,C
GW3,T16,इथियोपियन साम्राज्य में विभिन्न समय के दौरान कई अलग-अलग राजधानी थे।,E
GW3,T16,1270 में इथियोपियन साम्राज्य की राजधानी गोंडार थी।,N
GW3,T16,इथियोपियन साम्राज्य वर्तमान में एक साम्राज्य है।,C
GW1,T16,इथियोपियन साम्राज्य को द्वितीय विश्व युद्ध के तुरंत बाद संयुक्त राष्ट्र में स्वीकार किया गया था।,E
GW1,T16,इथियोपियन साम्राज्य एक दिन एक शासक को फिर से पेश करेगा।,N
GW1,T16,इटलो- इथियोपियन युद्ध 18 वीं शताब्दी के अंत में हुआ था।,C
GW0,T16,गंडार दो सौ से अधिक वर्षों के लिए इथियोपिया की राजधानी थी।,E
GW0,T16,गीज इथियोपिया में सबसे अधिक बोली जाने वाली भाषा है।,N
GW0,T16,मीकाएल िमृ हाब्ते गियोर्गीस के बाद इथियोपिया के प्रधानमंत्री थे,C
GW5,T18,जेम्स पॉल मार्चडेन का जन्म 20 वीं शताब्दी में हुआ था।,E
GW5,T18,जेम्स पॉल मार्चडेन ने अभिनेता होने के बजाय गाना पसंद किया।,N
GW5,T18,जेम्स पॉल मार्चडेन का जन्म 19वीं सदी में हुआ था।,C
GW12,T18,जेम्स मर्स्डेन पांच साल से अधिक समय से शादी कर रहा था।,E
GW12,T18,जेम्स मार्डन के पास चार से कम बच्चे हैं।,N
GW12,T18,जेम्स मार्सडेन का मध्य नाम लिंड है।,C
GW1,T18,जेम्स मर्स्डेन 25 से अधिक वर्षों से अभिनय और मॉडल कर रहा है।,E
GW1,T18,जेम्स मार्डन ने अविश्वास के कारण तलाक लिया।,N
GW1,T18,जेम्स मर्स्डेन 1973 के वसंत में पैदा हुआ था।,C
GW1,T21,प्रकाश में मसीह 19 वीं शताब्दी के आखिरी आधे में चित्रित किया गया था।,E
GW1,T21,इवान क्रैमस्कोई ने सोचा कि रेगिस्तान में मसीह उसकी सबसे अच्छी पेंटिंग थी।,N
GW1,T21,चित्र का लंबा पक्ष 6 फीट से कम लंबा है।,C
GW4,T21,प्रकाश में मसीह मॉस्को में स्थित है।,E
GW4,T21,रेगिस्तान में मसीह तेल आधारित पेंट से बनाया गया था।,N
GW4,T21,कला का टुकड़ा मसीह रेगिस्तान में छह फीट से अधिक ऊंचा है।,C
GW13,T21,प्रकाश में मसीह 1870 के दशक की शुरुआत में इवान करमसकोई द्वारा चित्रित किया गया था।,E
GW13,T21,एवं करमसकोई 1870 के दशक में मॉस्को में रहता था।,N
GW13,T21,मृत्यु में मसीह 1900 के दशक में बनाया गया था।,C
GW1,T22,"सब कुछ, सब कुछ ने अपने बजट से अधिक $ 50 मिलियन कमाए।",E
GW1,T22,"सब कुछ, सब कुछ केवल संयुक्त राज्य अमेरिका में रिलीज किया गया था।",N
GW1,T22,"सब कुछ, सब कुछ दो घंटे से अधिक समय तक चलता है।",C
GW9,T22,"सब कुछ, सब कुछ बॉक्स ऑफिस में अपने बजट के छह गुना से अधिक कमाया।",E
GW9,T22,"सब कुछ, सब कुछ निकोला यून द्वारा लिखे गए एक छोटी कहानी पर आधारित था।",N
GW9,T22,"सब कुछ, सब कुछ दो घंटे से अधिक लंबा था।",C
GW4,T22,"सब कुछ, सब कुछ एक फिल्म थी जिसे स्टेला मेगी ने निर्देशित किया था।",E
GW4,T22,"फिल्म सब कुछ, सब कुछ को वार्नर ब्रोठेर्स पिक्टुरेस द्वारा खरीदा गया था।",N
GW4,T22,"फिल्म सब कुछ, सब कुछ ने बॉक्स ऑफिस में पैसा खो दिया।",C
GW1,T23,जेसन बोर्न का रिलीज समय दो घंटे से अधिक है।,E
GW1,T23,डेविड बकली ने जॉन पवेल की तुलना में जेसन बोर्न पर अधिक संगीत किया।,N
GW1,T23,जेसन बोर्न का बॉक्स ऑफिस बजट से लगभग 400 मिलियन डॉलर अधिक था।,C
GW0,T23,जेसन बोर्न दो घंटे से अधिक समय तक चल रहा है।,E
GW0,T23,पॉल ग्रीनग्रास ने जेसन बोर्न के अधिकांश स्क्रिप्ट लिखे थे।,N
GW0,T23,जेसन बोर्न ने ओडेन लेस्टर स्क्वायर से पहले संयुक्त राज्य अमेरिका में प्रीमियर किया।,C
GW2,T23,फिल्म जेसन बोर्न को गर्मियों में रिलीज किया गया था।,E
GW2,T23,फिल्म जेसन बोर्न की शूटिंग में तीन महीने का समय लगा।,N
GW2,T23,फिल्म जेसन बोर्न ने बॉक्स ऑफिस में आधा मिलियन डॉलर से अधिक कमाया।,C
GW1,T24,जिमी खाओ दुनिया संयुक्त राज्य अमेरिका के दक्षिण-पश्चिम में बनाया गया था।,E
GW1,T24,जीमिमी ईट वर्ल्ड आरसीए की तुलना में ड्रीमवर्क पर संगीत बनाने के लिए पसंद किया।,N
GW1,T24,जिमी ईट वर्ल्ड 30 से अधिक वर्षों से एक बैंड है।,C
GW0,T24,जिमी खाओ विश्व 1990 के दशक की शुरुआत में स्थापित किया गया था।,E
GW0,T24,जिमी ईट वर्ल्ड ने अपने अधिकांश एल्बमों को गफ्फेन रिकॉर्ड पर जारी किया।,N
GW0,T24,जिमी खाएं दुनिया मिनेसोटा से हैं।,C
GW3,T24,जिमी बात वर्ल्ड एरिज़ोना से एक बैंड है जो कई शैलियों को स्थान देता है।,E
GW3,T24,जिमी खाते हैं दुनिया धातु खेलता है।,N
GW3,T24,जिमी खाते हैं दुनिया मुख्य रूप से क्लासिक संगीत खेलता है।,C
GW0,T25,बीटीएस दक्षिण कोरिया की राजधानी से है।,E
GW0,T25,बीटीएस के सदस्य पोनी कैनीन द्वारा स्थापित किया गया था।,N
GW0,T25,बीटीएस को देश संगीत के लिए जाना जाता है।,C
GW1,T25,बीटीएस अतीत में कम से कम कुछ अलग नामों के साथ चला गया है।,E
GW1,T25,बीटीएस को कोलंबिया की तुलना में पोनी कैनीन पर संगीत रिकॉर्डिंग करना पसंद है।,N
GW1,T25,बीटीएस 2000 के दशक की शुरुआत से एक बैंड है।,C
GW2,T25,बीटीएस एशिया में उत्पन्न हुआ था।,E
GW2,T25,बट्स ने दो विश्व संगीत पुरस्कार जीते हैं।,N
GW2,T25,बीटीएस 9 साल से सक्रिय है।,C
GW1,T27,चार्ली और चॉकलेट फैक्टरी ने बॉक्स ऑफिस में लगभग आधा अरब डॉलर इकट्ठा किया।,E
GW1,T27,रिचर्ड डी ज़ानुक ने ब्राड ग्रे की तुलना में चार्ली और चॉकलेट कारखाने के निर्माता के रूप में अधिक किया।,N
GW1,T27,चार्ली और चॉकलेट फैक्टरी का समय 2 घंटे से अधिक है।,C
GW2,T27,चार्ली और चॉकलेट फैक्टरी में दो से अधिक उत्पादन कंपनियों थे।,E
GW2,T27,चार्ली और चॉकलेट फैक्टरी पहली हफ्ते को रिलीज होने पर सिनेमाघरों में नंबर 1 था।,N
GW2,T27,चार्ली और चॉकलेट फैक्ट्री क्रिसमस पर रिलीज किया गया था।,C
GW0,T27,चार्ली और चॉकलेट फैक्टरी एक मूल नाटक नहीं है।,E
GW0,T27,चार्ली और चॉकलेट फैक्टरी ने ब्रिटेन में अधिक पैसा कमाया।,N
GW0,T27,पूरे फिल्म का बजट बनाने के लिए $ 100 मिलियन से कम खर्च किया गया था।,C
GW4,T462,चॉकलेट स्टारफिश एंड थे हॉट डॉग फ्लेवर्ड वाटर एक एल्बम है जो 2000 में जारी किया गया था।,E
GW4,T462,चॉकलेट स्टारफिश और हॉट डॉग स्वादिष्ट पानी एक एल्बम है जो ज्यादातर रैप संगीत है।,N
GW4,T462,चॉकलेट स्टारफिश एंड थे हॉट डॉग फ्लेवर्ड वाटर एक घंटे से भी कम समय तक चल रहा है।,C
GW1,T462,चॉकलेट स्टारफिश और गर्म कुत्ते के स्वाद वाले पानी को रिकॉर्ड करने में लगभग 3 महीने लग गए।,E
GW1,T462,लोग चॉकलेट स्टारफिश और हॉट डॉग स्वादिष्ट पानी को नू धातु की तुलना में रैप धातु के साथ अधिक जोड़ते हैं।,N
GW1,T462,चॉकलेट स्टारफिश और हॉट डॉग स्वादिष्ट पानी पर सभी ट्रैक का कुल चलने का समय एक घंटे से भी कम है।,C
GW0,T462,चॉकलेट स्टारफिश और हॉट डॉग स्वादिष्ट पानी को कैलिफोर्निया में रिकॉर्ड किया गया था।,E
GW0,T462,चॉकलेट स्टारफिश और हॉट डॉग स्वादिष्ट पानी टेरी डाइट का एकमात्र उत्पादन क्रेडिट है।,N
GW0,T462,चॉकलेट स्टारफिश और हॉट डॉग स्वादिष्ट पानी (चॉकलेट स्टारफिश एंड थे हॉट डॉग फ्लेवर्ड वाटर) 80 मिनट का है।,C
GW2,T32,जॉन फरुसकीआंते वसंत में पैदा हुआ था।,E
GW2,T32,जॉन फ्रूसिएंट ने गिटार से अधिक समय तक कीबोर्ड खेला है।,N
GW2,T32,जॉन फरुसकीआंते एक बेबी बूमर है।,C
GW0,T32,जॉन फ्रूसिएंट 20 से अधिक वर्षों से प्रदर्शन कर रहा है।,E
GW0,T32,जॉन फरुसकीआंते रेड हॉट चिली पेपर्स के संस्थापक सदस्यों में से एक है।,N
GW0,T32,जॉन फरुसकीआंते केवल एक उपकरण खेलता है।,C
GW1,T32,जॉन फ्रूसिएंट 30 से अधिक वर्षों से संगीत बना रहा है।,E
GW1,T32,जॉन फरुसकीआंते उसका नाम पसंद करता है।,N
GW1,T32,जॉन फरुसकीआंते 1970 के गर्मियों में पैदा हुआ था।,C
GW9,T33,ख२-२१क का तापमान कम से कम ३०००क है।,E
GW9,T33,ख२-२१क 275 प्रकाश वर्ष दूर है।,N
GW9,T33,"ख२-२१क का आकार अज्ञात है, लेकिन १र_ से बड़ा अनुमान है।",C
GW4,T33,सितारा ख२-२१क जलवायु के तारे में स्थित है।,E
GW4,T33,ख२-२१क सूर्य की तुलना में थोड़ा छोटा है।,N
GW4,T33,ख२-२१क 5000 डिग्री के ऊपर है।,C
GW1,T33,ख२-२१क 1 गिर से अधिक पुराना है।,E
GW1,T33,ख२-२१क का तापमान अन्य सितारों की तुलना में काफी गर्म है।,N
GW1,T33,ख२-२१ अभी 1 गिर पुराना नहीं है।,C
GW1,T34,जॉन पॉल गेटी ीी के माता-पिता में से एक को मारे गए थे।,E
GW1,T34,जॉन पॉल गेटी ीी को रिहा किया गया था क्योंकि एक मुआवजे का भुगतान किया गया था।,N
GW1,T34,जॉन पॉल गेटी ीी 2011 में निधन हो गया था।,C
GW0,T34,जॉन पॉल गेटी ीी जिस देश में वह पैदा हुआ था उससे अलग देश में निधन हो गया।,E
GW0,T34,जॉन पॉल गेटी ीी एक बच्चे के रूप में अपहरण किया गया था।,N
GW0,T34,जॉन पॉल गेटी ीी में केवल एक भाई है।,C
GW3,T34,जॉन पॉल गेटी ीी मिनेसोटा में पैदा हुआ था।,E
GW3,T34,जॉन पॉल गेटी ीी वास्तव में कई बार अपहरण किया गया था।,N
GW3,T34,जॉन पॉल गेटी ीी का निधन 5 फरवरी 2011 (54 वर्ष की आयु),C
GW0,T1909,सेर हिराम स्टीवंस मैक्सिम संयुक्त राज्य अमेरिका के उत्तर-पूर्व भाग में पैदा हुआ था।,E
GW0,T1909,सॉर हिरम स्टीवंस मैक्सिम को कुछ लोगों द्वारा रोशनी का आविष्कार करने के लिए मान्यता दी जाती है।,N
GW0,T1909,सेर हिरम स्टीवंस मैक्सिम सारा हेनस के बाद जेन बडेन से शादी की।,C
GW14,T1909,सेर हिराम स्टीवंस मैक्सिम के पास 2 बेटियां और 1 बेटा था।,E
GW14,T1909,सर हिराम स्टीवंस मैक्सिम का भाई मैइन में पैदा हुआ था।,N
GW14,T1909,सेर हिराम स्टीवंस मैक्सिम वसंत में पैदा हुआ था।,C
GW1,T1909,सर हिरम स्टीवंस मैक्सिम 1916 के वसंत में निधन हो गया।,E
GW1,T1909,सेर हिराम स्टीवंस मैक्सिम वास्तव में बल्ब का आविष्कार किया।,N
GW1,T1909,सर हिरम स्टीवंस मैक्सिम कभी यूरोप में नहीं रहता था।,C
GW1,T36,जॉई बडेन 20 साल या उससे अधिक के लिए सक्रिय रहा है।,E
GW1,T36,जॉई बडेन डेफ जेम लेबल को रेसर्ट तूफान एक से पसंद करता है।,N
GW1,T36,जॉई बडेन 1980 के वसंत में पैदा हुआ था।,C
GW3,T36,न्यूयॉर्क में पैदा हुआ जॉई बडडेन,E
GW3,T36,न्यूयॉर्क में रहता है जॉई बडेन,N
GW3,T36,जॉई बडेन न्यू जर्सी में पैदा हुआ था,C
GW4,T36,जॉई बडेन 1980 के गर्मियों में पैदा हुआ था।,E
GW4,T36,जॉई बडेन ने अपने जीवन का अधिकांश समय रैपिंग में बिताया।,N
GW4,T36,जॉई बडेन पश्चिमी संयुक्त राज्य अमेरिका में पैदा हुआ था।,C
GW0,T37,क्रिस कॉर्नल अमेरिका में निधन हो गया।,E
GW0,T37,क्रिस कॉर्नेल सौन्डगार्डेन के ड्रमर थे।,N
GW0,T37,क्रिस कॉर्नेल तीस से कम वर्षों से सक्रिय था।,C
GW4,T37,क्रिस कॉर्नल अमेरिका के पश्चिमी तट पर पैदा हुआ था।,E
GW4,T37,क्रिस कॉर्नल के दो पत्नियों के बीच तीन बच्चे थे।,N
GW4,T37,क्रिस कॉर्नेल पॉप संगीत खेलने के लिए जाना जाता था।,C
GW3,T37,क्रिस कॉर्नेल एक अमेरिकी नागरिक था।,E
GW3,T37,क्रिस कॉर्नेल मानसिक रूप से बीमार था।,N
GW3,T37,क्रिस कॉर्नल दिल का दौरा करने से मर गया।,C
GW4,T38,शैम 500-600 ई. में बनाया गया था।,E
GW4,T38,एक खेल का खेल खेलने में आधा दिन लग सकता है।,N
GW4,T38,शैश चार लोगों के साथ खेला जाता है।,C
GW0,T38,एक खेल में एक से अधिक खिलाड़ियों की आवश्यकता होती है।,E
GW0,T38,औसतन दो घंटे खेलने के लिए खेले जा रहे हैं।,N
GW0,T38,शैम 18 वीं शताब्दी में आविष्कार किया गया था।,C
GW9,T38,शैम का आविष्कार वर्ष 1000 ईसा से पहले किया गया था।,E
GW9,T38,"शैश खेल औसतन, 30 मिनट तक रहते हैं।",N
GW9,T38,शैश एक छोटी मानसिक भागीदारी के साथ एक खेल है।,C
GW1,T39,एर्नेस्तो ज़ैदिल्लो कॉलेज के लिए एक से अधिक स्कूल में गया।,E
GW1,T39,एर्नेस्तो ज़ैदिल्लो को मेक्सिको छोड़ने और संयुक्त राज्य अमेरिका जाने के लिए मजबूर किया गया था।,N
GW1,T39,एर्नेस्तो ज़ैदिल्लो 1951 के वसंत में पैदा हुआ था।,C
GW3,T39,एर्नेस्तो ज़ैदिल्लो एक मैक्सिकन राजनीतिज्ञ है जो संस्थागत क्रांतिकारी पार्टी से जुड़ा हुआ है,E
GW3,T39,एर्नेस्तो ज़ैदिल्लो स्थायी रूप से संयुक्त राज्य अमेरिका चले गए हैं,N
GW3,T39,एर्नेस्तो ज़ैदिल्लो 1951 की गर्मियों में पैदा हुआ था,C
GW2,T39,एर्नेस्टो ज़ैदिल्लो कम से कम 2 भाषाओं को बोलता है,E
GW2,T39,एर्नेस्तो ज़ैदिल्लो के 2 बेटे और 3 बेटियां हैं।,N
GW2,T39,एर्नेस्तो ज़ैदिल्लो कैलिफोर्निया में एक विश्वविद्यालय में भाग लिया।,C
GW3,T41,केइटलिन ओल्सन एक कैलिफोर्नियाई महिला कॉमेडीर है।,E
GW3,T41,कैटलिन ओल्सन ने सर्वश्रेष्ठ कॉमेडीर पुरस्कार जीता है।,N
GW3,T41,कैटलिन ओल्सन 2010 में सेवानिवृत्त हो गया।,C
GW1,T41,केटलिन ओल्सन 1975 के वसंत में पैदा हुआ था।,E
GW1,T41,कैटलिन ओल्सन को एक और बच्चा होने वाला है।,N
GW1,T41,कैटलिन ओल्सन 20 से अधिक वर्षों से अभिनेता या कॉमेडी प्रदर्शन कर रहा है।,C
GW4,T41,कैटलिन ओल्सन 2005 से पहले अभिनय करना शुरू कर दिया।,E
GW4,T41,कैटलिन ओल्सन ने अतीत में कॉमेडी खड़ा किया।,N
GW4,T41,केटलिन ओल्सन 20 से अधिक वर्षों से शादी कर रहे हैं।,C
GW2,T42,एक घंटे से अधिक समय के लिए सभी का एल्बम है।,E
GW2,T42,एल्बम एवरीबॉडी विनाइल पर जारी किया गया था।,N
GW2,T42,अल्बम एवरीबॉडी में 10 ट्रैक शामिल हैं।,C
GW6,T42,सभी एक घंटे और 10 मिनट से अधिक लंबा है।,E
GW6,T42,प्रत्येक ट्रैक पर सभी के निर्माता अलग-अलग काम करते थे।,N
GW6,T42,एवरीबॉडी को 2017 के अंत में रिलीज किया गया था।,C
GW1,T42,हर कोई एक चलाने का समय है जो एक घंटे से अधिक लंबा है।,E
GW1,T42,लॉजिक ने डेट्स की तुलना में एल्बम एवरीबॉडी पर अधिक उत्पादन किया।,N
GW1,T42,एवरीबॉडी को 2017 के शरद ऋतु में जारी किया गया था।,C
GW14,T44,आप पूरे एल्बम को एक घंटे से भी कम समय में सुन सकते हैं।,E
GW14,T44,इंग्लैंड के भारी धातु प्रशंसकों ने इस एल्बम को खरीदा।,N
GW14,T44,इस एल्बम को रिकॉर्ड करने में एक साल से अधिक समय लगा।,C
GW1,T44,ब्रिटिश स्टील 1980 के वसंत में जारी किया गया था।,E
GW1,T44,टॉम एलोम ने ब्रिटिश स्टील के निर्माता के रूप में बहुत कुछ नहीं किया।,N
GW1,T44,ब्रिटिश स्टील को रिकॉर्ड बनाने में 6 महीने लग गए।,C
GW0,T44,ब्रिटिश स्टील 1980 के वसंत में जारी किया गया था।,E
GW0,T44,ब्रिटिश स्टील टॉम एलोम का एकमात्र उत्पादन क्रेडिट है।,N
GW0,T44,ब्रिटिश स्टील को 1980 के गर्मियों में रिकॉर्ड किया गया था।,C
GW1,T45,जेनेट मैककुर्डी 1992 के गर्मियों में पैदा हुआ था।,E
