,annotater_id,table_id,hypothesis,label
29,GW0,T5,查尔斯·弗朗西斯·詹金斯(Charles Francis Jenkins)一生中从未看过电影。,C
30,GW2,T5,“查尔斯·弗朗西斯·詹金斯”出生于19世纪。,E
31,GW2,T5,“查尔斯·弗朗西斯·詹金斯”在俄亥俄州生活到他21岁。,N
32,GW2,T5,“查尔斯·弗朗西斯·詹金斯”从未赢得任何奖牌。,C
33,GW1,T5,“查尔斯·弗朗西斯·詹金斯”在两个不同的世纪中获得了奖项。,E
34,GW1,T5,“查尔斯·弗朗西斯·詹金斯”的专利主要与电子相关。,N
35,GW1,T5,“查尔斯·弗朗西斯·詹金斯”在1934年秋天去世。,C
36,GW1,T6,“Kansas”作为乐队活跃超过45年。,E
37,GW1,T6,"“堪萨斯”的乐队成员更喜欢MCA作为一个标签,而不是Inside Out。",N
38,GW1,T6,“堪萨斯”已经在四家唱片公司制作了音乐。,C
39,GW6,T6,“Kansas”已被多个标签签名。,E
40,GW6,T6,“Kansas”目前已签署了“Inside Out”标签。,N
41,GW6,T6,“堪萨斯”在70年代之前开始了活动。,C
42,GW7,T6,他们仍然在一起。,E
43,GW7,T6,他们刚刚完成了一张专辑。,N
44,GW7,T6,他们来自德克萨斯。,C
45,GW0,T6,“堪萨斯”已经活跃了30多年。,E
46,GW0,T6,“Kansas”乐队在“Kansas”中录制了大部分音乐。,N
47,GW0,T6,“堪萨斯”是在美国西海岸形成的。,C
48,GW3,T7,“Flicker”于2017年秋季发布,E
49,GW3,T7,“Flicker”在伦敦和美国发布,N
50,GW3,T7,"“Flicker”是一个多种类别的专辑,包括来自摇滚,流行,爵士乐和其他类别的歌曲。",C
51,GW1,T7,“Flicker”于2017年秋季发布。,E
52,GW1,T7,“Flicker”的录音量在Echo Studio比Blackbird Studio多。,N
53,GW1,T7,听“Flicker”的时间超过一个小时。,C
54,GW0,T7,“Flicker”专辑在多个工作室录制。,E
55,GW0,T7,朱利安·布内塔是“Flicker”的执行制片人。,N
56,GW0,T7,“Flicker”不到一岁。,C
57,GW8,T8,“杰弗里·达默”出生在威斯康星州。,E
58,GW8,T8,他因攻击而被定罪。,N
59,GW8,T8,他仍然因自己的罪行而坐牢。,C
60,GW9,T8,“杰弗里·达默”被判有几个罪行。,E
61,GW9,T8,“杰弗里·达默”被另一名囚犯杀害。,N
62,GW9,T8,“Jeffrey Dahmer”在服役两年后被释放。,C
63,GW4,T8,“杰弗里·达默”以杀人而闻名。,E
64,GW4,T8,“杰弗里·达默”一生都在威斯康星州度过。,N
65,GW4,T8,“杰弗里·达默”是一个在40岁时去世的人。,C
66,GW0,T8,“杰弗里·达默”身高不到两米。,E
67,GW0,T8,“杰弗里·达默”被监狱警卫杀害。,N
68,GW0,T8,“杰弗里·达默”被判处死刑。,C
69,GW10,T9,"自1963年以来,杰弗里·林恩积极从事音乐家、歌手、唱片制作人职业。",E
70,GW10,T9,杰弗里·林恩(Jeffrey Lynne)拥有 ftmusic.com。,N
71,GW10,T9,杰弗里·林恩年龄在70岁以下,C
72,GW5,T9,杰弗里·林恩有多个号。,E
73,GW5,T9,杰弗里·林恩与乔治·哈里森一起巡演。,N
74,GW5,T9,杰弗里·林恩在他的职业生涯中签署了一个单一的品牌。,C
75,GW1,T9,“杰夫·林恩”出生于1947年冬天。,E
76,GW1,T9,"杰夫·林恩(Jeff Lynne)更喜欢与联合艺术家(United Artists)一起制作音乐,而不是索尼BMG。",N
77,GW1,T9,“Jeff Lynne”已经在音乐领域活跃了60多年。,C
78,GW0,T10,“Born to Run”于1975年夏天发行。,E
79,GW0,T10,大部分的“出生跑步”是在1974年录制的。,N
80,GW0,T10,“Born to Run”在一个纽约工作室录制。,C
81,GW11,T10,“Born to Run”于1975年下半年发行。,E
82,GW11,T10,布鲁斯·斯普林斯汀在1975年住在纽约。,N
83,GW11,T10,"在纽约市,在“Born to Run”发布的那天下雪了。",C
84,GW1,T10,它花了超过一年的时间来录制专辑“Born to Run”。,E
85,GW1,T10,乔恩·兰多(Jon Landau)比迈克·阿普勒(Mike Appel)在“Born to Run”上做过更多的制片工作。,N
86,GW1,T10,1975年的春天是“Born to Run”的发行时间。,C
87,GW1,T11,“Jock Lewes”可能在军队服役时死亡。,E
88,GW1,T11,"“Jock Lewes”如果他没有去世,他将超过中尉的级别。",N
89,GW1,T11,“Jock Lewes”出生于1913年春天。,C
90,GW2,T11,“Jock Lewes”在希特勒在德国执政时战斗。,E
91,GW2,T11,“Jock Lewes”在战争中丧生。,N
92,GW2,T11,“Jock Lewes”在作战甜点风暴中作战。,C
93,GW0,T11,“Jock Lewes”在军队服役了五年多。,E
94,GW0,T11,“Jock Lewes”在十字军行动中丧生。,N
95,GW0,T11,“Jock Lewes”在他的家乡去世。,C
96,GW9,T15,彼得·本奇利(Peter Benchley)在原始故事和《Jaws》剧本上工作。,E
97,GW9,T15,“Jaws”的制作主要发生在1975年春天。,N
98,GW9,T15,“奶牛”甚至在票房里也没有打破。,C
99,GW4,T15,电影“Jaws”出现在1975年夏天。,E
100,GW4,T15,电影“Jaws”主要由大卫·布朗制作。,N
101,GW4,T15,电影“Jaws”在发布时只赚了1000万美元。,C
102,GW1,T15,“Jaws”于1975年夏天发行。,E
103,GW1,T15,卡尔·戈特利布(Carl Gottlieb)比彼得·班克利(Peter Benchley)写了更多的《Jaws》剧本。,N
104,GW1,T15,“Jaws”的运行时间不到两个小时。,C
105,GW3,T16,“埃塞俄比亚”帝国在不同时期有许多不同的首都。,E
106,GW3,T16,1270年“埃塞俄比亚”帝国的首都是冈达尔。,N
107,GW3,T16,"目前,“埃塞俄比亚”帝国是君主制。",C
108,GW1,T16,“埃塞俄比亚”帝国在第二次世界大战后不久被加入联合国。,E
109,GW1,T16,“埃塞俄比亚”帝国将有一天重新引入君主。,N
110,GW1,T16,意大利-“埃塞俄比亚”战争发生在18世纪晚期。,C
111,GW0,T16,"冈达尔是埃塞俄比亚的首都,已有200多年的历史。",E
112,GW0,T16,Ge'ez是埃塞俄比亚最常见的语言。,N
113,GW0,T16,Mikael Imru在Habte Giyorgis之后担任埃塞俄比亚总理,C
114,GW5,T18,詹姆斯·保罗·马斯登出生于20世纪。,E
115,GW5,T18,詹姆斯·保罗·马斯登更喜欢唱歌而不是演戏。,N
116,GW5,T18,詹姆斯·保罗·马斯登出生于19世纪。,C
117,GW12,T18,“詹姆斯·马斯登”结婚超过五年。,E
118,GW12,T18,“詹姆斯马斯登”有不到四个孩子。,N
119,GW12,T18,“詹姆斯·马斯登”的中间名字是林德。,C
120,GW1,T18,“詹姆斯·马斯登”已经演员和模特超过25年。,E
121,GW1,T18,詹姆斯·马斯登因不忠而离婚,N
122,GW1,T18,“詹姆斯·马斯登”出生于1973年春天。,C
123,GW1,T21,“沙漠中的基督”是在19世纪下半叶绘制的。,E
124,GW1,T21,伊万·克拉姆斯科伊认为“沙漠中的基督”是他迄今为止最好的画作。,N
125,GW1,T21,画的较长的一面不到6英尺长。,C
126,GW4,T21,“沙漠中的基督”位于莫斯科。,E
127,GW4,T21,“沙漠中的基督”是用油漆制作的。,N
128,GW4,T21,艺术作品“沙漠中的基督”高达6英尺。,C
129,GW13,T21,“沙漠中的基督”由伊万克拉姆斯科伊在1870年代初绘制。,E
130,GW13,T21,伊万·克拉姆斯科伊在1870年代生活在莫斯科。,N
131,GW13,T21,“沙漠中的基督”是在1900年代雕刻的。,C
132,GW1,T22,"“一切,一切”超过其预算的约5000万美元。",E
133,GW1,T22,"“Everything, Everything”仅在美国发行。",N
134,GW1,T22,"“Everything, Everything”的运行时间超过两个小时。",C
135,GW9,T22,"“一切,一切”在票房里赚了6倍以上的预算。",E
136,GW9,T22,"“Everything, Everything”是由Nicola Yoon撰写的短篇小说。",N
137,GW9,T22,"“一切,一切”持续了两个多小时。",C
138,GW4,T22,"“Everything, Everything”是一部由斯特拉·梅吉(Stella Meghie)导演的电影。",E
139,GW4,T22,电影《万物万物》由华纳兄弟收购。,N
140,GW4,T22,"电影“一切,一切”在票房上输了钱。",C
141,GW1,T23,“杰森·波恩”的运行时间超过两个小时。,E
142,GW1,T23,戴维·巴克利(David Buckley)在“杰森·波恩”的音乐中比约翰·鲍威尔(John Powell)做得更多。,N
143,GW1,T23,“Jason Bourne”的票房比预算多近4亿美元。,C
144,GW0,T23,“杰森·波恩”在运行时间超过两个小时。,E
145,GW0,T23,保罗·格林格拉斯(Paul Greengrass)写了《杰森·波恩》剧本的大部分作品。,N
146,GW0,T23,“Jason Bourne”在莱斯特广场之前在美国首映。,C
147,GW2,T23,电影“Jason Bourne”在夏天发布。,E
148,GW2,T23,电影《杰森·波恩》拍摄花了三个月时间。,N
149,GW2,T23,电影“Jason Bourne”在票房上赚了超过半百万美元。,C
150,GW1,T24,“Jimmy Eat World”在美国西南部成立。,E
151,GW1,T24,"“Jimmy Eat World”喜欢在Dreamworks制作音乐,而不是RCA。",N
152,GW1,T24,“Jimmy Eat World”已经是一支30多年的乐队。,C
153,GW0,T24,“吉米吃世界”成立于20世纪90年代初。,E
154,GW0,T24,“Jimmy Eat World”在Geffen Records上发行了他们的大部分专辑。,N
155,GW0,T24,“吉米吃世界”来自明尼苏达州。,C
156,GW3,T24,"吉米吃世界是一支来自亚利桑那州的乐队,拥有多种类型。",E
157,GW3,T24,吉米吃世界玩金属。,N
158,GW3,T24,吉米吃世界主要演奏古典音乐。,C
159,GW0,T25,“BTS”来自韩国首都。,E
160,GW0,T25,“BTS”是由其成员Pony Canyon创立的。,N
161,GW0,T25,“BTS”以乡村音乐而闻名。,C
162,GW1,T25,“BTS”在过去至少有几个不同的名字。,E
163,GW1,T25,"“BTS”更喜欢在Pony Canyon上录制音乐,而不是哥伦比亚。",N
164,GW1,T25,“BTS”自2000年代初以来一直是乐队。,C
165,GW2,T25,“BTS”起源于亚洲。,E
166,GW2,T25,“BTS”赢得了两项世界音乐奖。,N
167,GW2,T25,“BTS”已经活跃了9年。,C
168,GW1,T27,“查理和巧克力工厂”在票房上赢得了近50亿美元。,E
169,GW1,T27,理查德·D·扎努克作为“查理和巧克力工厂”的制片人做得比布拉德·格雷做得多。,N
170,GW1,T27,“查理和巧克力工厂”的运行时间超过2小时。,C
171,GW2,T27,《查理和巧克力工厂》有两家生产公司。,E
172,GW2,T27,“查理和巧克力工厂”在第一周上映时在电影院排名第一。,N
173,GW2,T27,“查理和巧克力工厂”在圣诞节发布。,C
174,GW0,T27,“查理和巧克力工厂”不是原创剧本。,E
175,GW0,T27,“查理和巧克力工厂”在英国赚了更多的钱。,N
176,GW0,T27,整个电影的预算花费不到1亿美元。,C
177,GW4,T462,“Chocolate Starfish and the Hot Dog Flavored Water”是2000年秋季发行的专辑。,E
178,GW4,T462,"“Chocolate Starfish and the Hot Dog Flavored Water”是一张专辑,主要是拉普音乐。",N
179,GW4,T462,“巧克力星鱼和热狗味道水”的专辑时间不到一个小时。,C
180,GW1,T462,它花了大约3个月来录制“巧克力星鱼和热狗味道的水”。,E
181,GW1,T462,"人们将“巧克力星鱼和热狗味道水”与拉普金属联系起来,而不是与Nu金属。",N
182,GW1,T462,“巧克力星鱼和热狗味道水”的所有曲目总运行时间不到一个小时。,C
183,GW0,T462,“巧克力星鱼和热狗味道水”在加利福尼亚州录制。,E
184,GW0,T462,“巧克力星鱼和热狗味道水”是Terry Date唯一的制作信誉。,N
185,GW0,T462,“巧克力星鱼和热狗味道水”长达80分钟。,C
186,GW2,T32,“John Frusciante”出生在春天。,E
187,GW2,T32,“John Frusciante”演奏的键盘比吉他更长时间。,N
188,GW2,T32,“John Frusciante”是一个婴儿蓬勃发展者。,C
189,GW0,T32,“John Frusciante”已经表演了20多年。,E
190,GW0,T32,“John Frusciante”是红热辣椒队的创始成员之一。,N
191,GW0,T32,“John Frusciante”只演奏一个乐器。,C
192,GW1,T32,“John Frusciante”已经创作了30多年的音乐。,E
193,GW1,T32,“John Frusciante”喜欢他的号。,N
194,GW1,T32,“John Frusciante”出生于1970年夏天。,C
195,GW9,T33,“K2-21c”的温度至少为3000K。,E
196,GW9,T33,“K2-21c”距离我们275光年。,N
197,GW9,T33,"“K2-21c”的大小不明,但估计大于1R_。",C
198,GW4,T33,恒星“K2-21c”位于水星星座。,E
199,GW4,T33,恒星“K2-21c”比太阳略小。,N
200,GW4,T33,“K2-21c”超过5000°K。,C
201,GW1,T33,“K2-21c”大于1吉尔。,E
202,GW1,T33,"与其他恒星相比,“K2-21c”的温度相当热。",N
203,GW1,T33,第221章 还不够老,C
204,GW1,T34,“约翰·保罗·盖蒂三世”的父母之一被骑兵杀害了。,E
205,GW1,T34,“约翰·保罗·盖蒂三世”因支付赎金而被绑架释放。,N
206,GW1,T34,“约翰·保罗·盖蒂三世”在2011年秋天去世。,C
207,GW0,T34,“约翰·保罗·盖蒂三世”在他出生时的另一个国家去世。,E
208,GW0,T34,“约翰·保罗·盖蒂三世”被绑架时是一个孩子。,N
209,GW0,T34,“约翰·保罗·盖蒂三世”只有一个兄弟。,C
210,GW3,T34,“约翰·保罗·盖蒂三世”出生于明尼苏达州。,E
211,GW3,T34,“约翰·保罗·盖蒂三世”确实被绑架了很多次。,N
212,GW3,T34,“约翰·保罗·盖蒂三世”于2011年2月5日去世(54岁),C
213,GW0,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”出生在美国东北部。,E
214,GW0,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”被认为是某些人发明了灯泡。,N
215,GW0,T1909,“希拉姆·史蒂文斯·马克西姆爵士”在莎拉·海恩斯之后嫁给了Jane Budden。,C
216,GW14,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”有两个女儿和一个儿子。,E
217,GW14,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”的弟弟出生在缅因州。,N
218,GW14,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”出生在春天。,C
219,GW1,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”于1916年春天去世。,E
220,GW1,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”真的发明了灯泡。,N
221,GW1,T1909,“希拉姆·斯蒂文斯·马克西姆爵士”从未生活在欧洲。,C
222,GW1,T36,“Joe Budden”已经活跃了20年或更多。,E
223,GW1,T36,"“Joe Budden”更喜欢Def Jam标签,而不是沙漠风暴。",N
224,GW1,T36,“乔·布登”出生于1980年春天。,C
225,GW3,T36,“乔·巴登”出生在纽约,E
226,GW3,T36,“乔·布登”住在纽约,N
227,GW3,T36,“乔·巴登”出生在新泽西州,C
228,GW4,T36,“乔·布登”出生于1980年夏天。,E
229,GW4,T36,“Joe Budden”花了他们一生的大部分时间在拉普。,N
230,GW4,T36,“Joe Budden”出生在美国西部。,C
231,GW0,T37,克里斯·康奈尔在美国去世,E
232,GW0,T37,克里斯·康奈尔是Soundgarden的鼓手。,N
233,GW0,T37,“克里斯·康奈尔”活跃不到三十年。,C
234,GW4,T37,克里斯·康奈尔出生在美国西海岸。,E
235,GW4,T37,“克里斯·康奈尔”在两个妻子之间有三个孩子。,N
236,GW4,T37,“克里斯康奈尔”因演奏流行音乐而闻名。,C
237,GW3,T37,“克里斯·康奈尔”是美国公民。,E
238,GW3,T37,“克里斯·康奈尔”精神病。,N
239,GW3,T37,“克里斯·康奈尔”死于心脏病发作,C
240,GW4,T38,“象棋”是在公元500-600年创建的。,E
241,GW4,T38,一个象棋游戏可以花半天时间玩。,N
242,GW4,T38,“象棋”是由四个人演奏的。,C
243,GW0,T38,象棋游戏需要一个以上的球员。,E
244,GW0,T38,棋牌比赛平均两小时。,N
245,GW0,T38,“象棋”是在十八世纪发明的。,C
246,GW9,T38,“象棋”是在公元1000年之前发明的。,E
247,GW9,T38,"“象棋”游戏持续,平均30分钟。",N
248,GW9,T38,“象棋”是一场很少心理参与的游戏。,C
249,GW1,T39,埃尔内斯托·塞迪洛去过一个以上的学校去上大学。,E
250,GW1,T39,"埃尔内斯托·塞迪洛被迫离开墨西哥,前往美国。",N
251,GW1,T39,Ernesto Zedillo出生于1951年春天。,C
252,GW3,T39,"埃尔内斯托·塞迪洛(Ernesto Zedillo)是一名墨西哥政治家,与机构革命党有联系。",E
253,GW3,T39,埃尔内斯托·塞迪洛永久移居美国,N
254,GW3,T39,埃尔内斯托·塞迪洛出生于1951年夏天,C
255,GW2,T39,Ernesto Zedillo至少说2种语言,E
256,GW2,T39,Ernesto Zedillo有2个儿子和3个女儿。,N
257,GW2,T39,Ernesto Zedillo参加了加州的一所大学。,C
258,GW3,T41,凯特琳·奥尔森(Kaitlin Olson)是一位加州女喜剧演员。,E
259,GW3,T41,“凯特琳·奥尔森”赢得了最佳喜剧片奖。,N
260,GW3,T41,“凯特琳·奥尔森”在2010年退休。,C
261,GW1,T41,“凯特琳·奥尔森”出生于1975年春天。,E
262,GW1,T41,“凯特琳·奥尔森”将有另一个孩子。,N
263,GW1,T41,“凯特琳·奥尔森”已经演戏或表演喜剧超过20年。,C
264,GW4,T41,“凯特琳·奥尔森”在2005年之前开始演戏。,E
265,GW4,T41,“凯特琳·奥尔森”在过去一直是喜剧。,N
266,GW4,T41,“凯特琳·奥尔森”已结婚20多年。,C
267,GW2,T42,“每个人”的专辑长达一个多小时。,E
268,GW2,T42,该专辑“Everybody”在维尼尔上发布。,N
269,GW2,T42,该专辑“Everybody”包含10首歌曲。,C
270,GW6,T42,“每个人”长达1小时10分钟。,E
271,GW6,T42,“每个人”的制片人分别在每个曲目上工作。,N
272,GW6,T42,“Everybody”于2017年底发布。,C
273,GW1,T42,“每个人”都有一个超过一个小时的运行时间。,E
274,GW1,T42,Logic在专辑“Everybody”上制作了比Deats更多。,N
275,GW1,T42,“Everybody”于2017年秋季发布。,C
276,GW14,T44,您可以在不到一个小时内听到整个专辑。,E
277,GW14,T44,来自英国的重金属粉丝购买了这张专辑。,N
278,GW14,T44,用了一年多的时间来录制这张专辑。,C
279,GW1,T44,“英国钢铁”于1980年春季发行。,E
280,GW1,T44,汤姆·阿洛姆作为“英国钢铁”的制片人没有欠很多。,N
281,GW1,T44,“英国钢铁”花了6个月时间创下纪录。,C
282,GW0,T44,“英国钢铁”于1980年春季发行。,E
283,GW0,T44,“英国钢铁”是汤姆·阿洛姆唯一的制作信誉。,N
284,GW0,T44,“英国钢铁”于1980年夏天录制。,C
285,GW1,T45,“Jennette McCurdy”出生于1992年夏天。,E
286,GW1,T45,“Jennette McCurdy”一生都在加利福尼亚生活。,N
287,GW1,T45,“Jennette McCurdy”自5岁以来一直是音乐家。,C
288,GW9,T45,"“Jennette McCurdy”演奏了一对乐器和唱歌,也。",E
289,GW9,T45,“Jennette McCurdy”主要集中在现在的演技上。,N
290,GW9,T45,"“Jennette McCurdy”是五岁时,她开始她的音乐生涯。",C
291,GW4,T45,“Jennette McCurdy”出生在美国西海岸。,E
292,GW4,T45,“Jennette McCurdy”一生都在加利福尼亚度过。,N
293,GW4,T45,“Jennette McCurdy”以唱拉普音乐而闻名。,C
294,GW3,T617,“Christopher Polhem”出生在瑞典。,E
295,GW3,T617,“Christopher Polhem”从未在瑞典以外工作过。,N
296,GW3,T617,“Christopher Polhem”在生物学领域工作。,C
297,GW1,T617,“克里斯托弗·波尔赫姆”在18世纪中叶去世。,E
298,GW1,T617,“克里斯托弗·波尔赫姆”拥有超过2个大学学位。,N
299,GW1,T617,“克里斯托弗·波尔赫姆”出生于1661年夏天。,C
300,GW5,T617,“Christopher Polhem”居住在欧洲。,E
301,GW5,T617,“Christopher Polhem”在乌普萨拉大学学习物理学。,N
302,GW5,T617,“Christopher Polhem”居住在南半球。,C
303,GW7,T617,他出生于1661年,E
304,GW7,T617,他从瑞典搬家,N
305,GW7,T617,他还活着,C
306,GW9,T49,“Channing Tatum”出生于1980年春天。,E
307,GW9,T49,“查宁·塔图姆”有孩子在路上。,N
308,GW9,T49,“Channing Tatum”出生在美国以外。,C
309,GW2,T49,“Channing Tatum”在阿拉巴马州长大。,E
310,GW2,T49,查宁·塔图姆(Channing Tatum)与珍娜·瓦旺(Jenna Dewan)离婚,N
311,GW2,T49,“查宁·塔图姆”已经表演了30多年。,C
312,GW1,T49,“查宁·塔图姆”已经演了近20年。,E
313,GW1,T49,“查宁·塔图姆”将有更多孩子,N
314,GW1,T49,“Channing Tatum”出生于1980年秋季。,C
315,GW6,T50,“Jesse Plemons”出生在春天。,E
316,GW6,T50,杰西·普莱蒙斯(Jesse Plemons)在他十岁时开始做喜剧演员。,N
317,GW6,T50,杰西·普莱蒙斯与一个男人订婚。,C
318,GW4,T50,杰西·普莱蒙斯(Jesse Plemons)计划嫁给基尔斯汀·邓斯特(Kirsten Dunst)。,E
319,GW4,T50,“Jesse Plemons”在德克萨斯度过了他们的大部分时间。,N
320,GW4,T50,“Jesse Plemons”已经40多岁了,C
321,GW3,T50,“Jesse Plemons”出演了喜剧电影。,E
322,GW3,T50,“Jesse Plemons”在剧院工作。,N
323,GW3,T50,“Jesse Plemons”是一位英国演员。,C
324,GW1,T51,“詹妮弗·加纳”已经演了20多年。,E
325,GW1,T51,“詹妮弗·加纳”因欺骗而离婚本·阿弗雷克,N
326,GW1,T51,“詹妮弗·加纳”出生于1972年秋天。,C
327,GW0,T51,“詹妮弗·加纳”已经结婚两次。,E
328,GW0,T51,"“詹妮弗·加纳”在更多的电影中出演,而不是制作。",N
329,GW0,T51,“詹妮弗·加纳”出生在美国西北部。,C
330,GW9,T51,“詹妮弗·加纳”在她成为演员时保留了她的名字。,E
331,GW9,T51,“詹妮弗加纳”与丈夫Ben Affleck有三个孩子。,N
332,GW9,T51,“詹妮弗·加纳”拥有UCLA戏剧博士学位。,C
333,GW4,T2024,热狗通常是用猪肉、牛肉或鸡肉制成的。,E
334,GW4,T2024,典型的热狗被供给温暖。,N
335,GW4,T2024,热狗通常少于100卡路里。,C
336,GW1,T2024,“热狗”应该在吃之前被煮熟。,E
337,GW1,T2024,“热狗”首先在法兰克福被吃掉。,N
338,GW1,T2024,一个热狗每餐少于200kcal。,C
339,GW5,T2024,“热狗”含有200多卡路里。,E
340,GW5,T2024,“热狗”可以用模仿土耳其。,N
341,GW5,T2024,“热狗”含量小于200卡路里。,C
342,GW1,T54,“布尔基纳法索”人口的少数人认同为图拉格。,E
343,GW1,T54,Roch Marc Christian Kabor?将取代保罗·卡巴·提巴(Paul Kaba Thieba)担任“布基纳法索”的首相。,N
344,GW1,T54,“布尔基纳法索”有多个官方语言。,C
345,GW14,T54,莫西的大多数人说法语。,N
346,GW14,T54,塞努福人比图拉格人少。,C
347,GW4,T54,在“布基纳法索”的大多数人说法语。,E
348,GW4,T54,摩西族群在“布尔基纳法索”拥有最大的权力。,N
349,GW4,T54,“布尔基纳法索”由君主制控制。,C
350,GW4,T1867,专辑“Invincible”于2001年秋季发行。,E
351,GW4,T1867,唱片“Invincible”花了近4年时间记录。,N
352,GW4,T1867,该专辑“无敌”的时间不到一个小时。,C
353,GW0,T1867,“Invincible”被录制在一个以上的唱片工作室。,E
354,GW0,T1867,大部分的“无敌”是在2000年录制的。,N
355,GW0,T1867,“无敌”是由两个人制作的。,C
356,GW1,T1867,“不可战胜”花了近四年时间记录。,E
357,GW1,T1867,"人们将“Invincible”归类为灵魂专辑,而不是流行专辑。",N
358,GW1,T1867,在“无敌”上有超过15位制片人。,C
359,GW2,T591,在美国西部形成的“Chromatics”,E
360,GW2,T591,“Chromatics”于2010年在美国巡演。,N
361,GW2,T591,“Chromatics”以演奏重金属而闻名。,C
362,GW1,T591,“Chromatics”在西北形成。,E
363,GW1,T591,"人们将“Chromatics”与合成摇滚联系起来,而不是梦想流行。",N
364,GW1,T591,“Chromatics”已经是一个乐队超过20年。,C
365,GW4,T591,“Chromatics”是在美国西海岸形成的。,E
366,GW4,T591,乐队“Chromatics”自2000年代初以来一直活跃。,N
367,GW4,T591,乐队“Chromatics”以演奏金属音乐而闻名。,C
368,GW0,T438,“儿童游戏”已有三百多年的历史。,E
369,GW0,T438,儿童游戏已经在许多不同的博物馆展出。,N
370,GW0,T438,Pieter Bruegel只画小于100厘米的碎片。,C
371,GW4,T438,“儿童游戏”是16世纪创作的一幅画。,E
372,GW4,T438,绘画“儿童游戏”花了几年的时间完成。,N
373,GW4,T438,“儿童游戏”的绘画在法国巴黎举行。,C
374,GW1,T438,“儿童游戏”是在16世纪绘制的。,E
375,GW1,T438,“孩子们的游戏”是在Pieter Bruegel的生命结束时绘制的。,N
376,GW1,T438,更宽的侧面“儿童游戏”长度超过7英尺。,C
377,GW3,T58,“约翰凯”在法国度过了他生命的最后几天,E
378,GW3,T58,"“约翰凯”是英国发明家之一,其贡献有助于推动工业革命。",N
379,GW3,T58,“约翰凯”被英国帝国雇用,C
380,GW1,T58,“约翰凯”在18世纪下半叶去世。,E
381,GW1,T58,“约翰凯”一生都在英格兰和法国生活。,N
382,GW1,T58,“约翰凯”出生于1704年秋天。,C
383,GW14,T58,他们的一个孩子分享了约翰的父亲的名字。,E
384,GW14,T58,约翰的妻子安妮看着他在他的发明工作。,N
385,GW14,T58,“约翰凯”早在夏天就诞生了。,C
386,GW0,T59,“Ex Machina”出版了五年多。,E
387,GW0,T59,“Ex Machina”的四个特殊版本由Wildstorm发布。,N
388,GW0,T59,有不到40个版本的“Ex Machina”。,C
389,GW9,T59,“Ex Machina”新版每年发行12次。,E
390,GW9,T59,“Ex Machina”总共只有四个字符。,N
391,GW9,T59,“Ex Machina”只在夏季出版。,C
392,GW4,T59,“Ex Machina”有超过50个问题。,E
393,GW4,T59,“Ex Machina”是一部在2010年停止制作的漫画。,N
394,GW4,T59,“Ex Machina”的主题是未来主义的。,C
395,GW1,T60,“乔·沃尔什”出生于1947年秋天。,E
396,GW1,T60,“乔·沃尔什”最喜欢的风格是蓝色摇滚。,N
397,GW1,T60,“乔·沃尔什”出生于1947年春天。,C
