,annotater_id,table_id,hypothesis,label
53,GW105,T2050,数以百万计的人在东京地震和海啸中失踪。,C
54,GW52,T2051,2016年“厄瓜多尔地震”造成500多人死亡。,E
55,GW52,T2051,“2016年厄瓜多尔地震”在美国被感受到。,N
56,GW52,T2051,“2016年厄瓜多尔地震”被归类为极端地震。,C
57,GW28,T2051,“2016年厄瓜多尔地震”造成数百人死亡和数千人受伤。,E
58,GW28,T2051,“2016年厄瓜多尔地震”是南美一个多世纪以来最强烈的地震。,N
59,GW28,T2051,"“2016年厄瓜多尔地震”发生在厄瓜多尔,并未影响其他邻国。",C
60,GW86,T2051,“2016年厄瓜多尔地震”在超过一个国家被感受到。,E
61,GW86,T2051,2016年厄瓜多尔地震造成668人死亡。,N
62,GW86,T2051,“2016年厄瓜多尔地震”只在厄瓜多尔感受到。,C
63,GW4,T2052,“2019年秘鲁地震”造成1人以上死亡。,E
64,GW4,T2052,“2019年秘鲁地震”是预期的。,N
65,GW4,T2052,“2019年秘鲁地震”是一场弱地震,C
66,GW1,T2052,“2019年秘鲁地震”造成20多人受伤。,E
67,GW1,T2052,“2019年秘鲁地震”伤害了比厄瓜多尔更多的人。,N
68,GW1,T2052,“2019年秘鲁地震”持续了3个多小时。,C
69,GW95,T2052,地震发生在早上。,E
70,GW95,T2052,两名遇难者都是厄瓜多尔人。,N
71,GW95,T2052,地震是历史上最致命的。,C
72,GW28,T2053,"“Acorn Microcomputer”是用键盘发布的,但不是子。",E
73,GW28,T2053,“Acorn Microcomputer”仅在欧洲出售。,N
74,GW28,T2053,“Acorn Microcomputer”包括最先进的图形和音频卡。,C
75,GW12,T2053,Acorn Computers于1979年开发了“Acorn Microcomputer”。,E
76,GW12,T2053,“Acorn Microcomputer”具有25键键键盘和LED显示屏。,N
77,GW12,T2053,Acorn Atom的发行日期是四十年前。,C
78,GW52,T2053,“Acorn Microcomputer”早在40多年前就诞生了。,E
79,GW52,T2053,“Acorn Microcomputer”被认为是廉价的替代品。,N
80,GW52,T2053,“Acorn Microcomputer”容纳超过1MB的RAM。,C
81,GW1,T2054,“航班”部分在地面上。,E
82,GW1,T2054,“Aerotrain”一直有2个站。,N
83,GW1,T2054,“Aerotrain”于20世纪初开通。,C
84,GW63,T2054,男人和女人可以在2000年使用“Aerotrain”。,E
85,GW63,T2054,马来西亚机场控股公司伯哈德建造并设计了“Aerotrain”。,N
86,GW63,T2054,“航班”在马来西亚仅在地面上运行2公里,C
87,GW52,T2054,“Aerotrain”于20多年前开业。,E
88,GW52,T2054,“Aerotrain”在路线上的速度波动。,N
89,GW52,T2054,“Aerotrain”有超过一英里的铁路路线。,C
90,GW28,T2055,"“非洲虫病”是一种感染性疾病,在非洲被蝇传播。",E
91,GW28,T2055,"“非洲甲状腺病”起源于欧洲,并蔓延到非洲。",N
92,GW28,T2055,几十年前被淘汰的“非洲甲状腺瘤病”。,C
93,GW95,T2055,大多数人接受治疗。,E
94,GW95,T2055,诊断方法非常痛苦。,N
95,GW95,T2055,"九成的人得到它,死于它。",C
96,GW4,T2055,“非洲甲状腺病”有多个阶段。,E
97,GW4,T2055,非洲的“非洲甲状腺病”只来自非洲。,N
98,GW4,T2055,“非洲甲状腺病”杀死了超过50%的人谁接受它。,C
99,GW106,T2056,艾滋病患者的预期寿命随着抗逆转录病毒疗法的治疗大大增加。,E
100,GW106,T2056,"在美国,大多数新的艾滋病病例是由于母乳暴露而发生的。",N
101,GW106,T2056,抗逆转录病毒疗法能够在一小部分患者中治愈艾滋病。,C
102,GW19,T2056,人类免疫缺陷病毒(HIV)不再被认为是1980年代的自动死刑。,E
103,GW19,T2056,未受保护的性行为是HIV传播的主要途径。,N
104,GW19,T2056,"如果诊断得足够早,艾滋病可以完全治愈。",C
105,GW28,T2056,"“HIV/艾滋病”是一种没有已知治愈的传染病,只有治疗。",E
106,GW28,T2056,“HIV/艾滋病”平等地影响异性恋和同性恋夫妇。,N
107,GW28,T2056,“艾滋病”通常是没有治疗的人的死刑。,C
108,GW12,T2057,"阿尔法·罗密欧是“阿尔法·罗密欧V6发动机”的制造商,但不是设计师。",E
109,GW12,T2057,铝“阿尔法·罗密欧V6发动机”也被称为阿尔法·罗密欧V6巴士。,N
110,GW12,T2057,“阿尔法·罗密欧V6发动机”已经在生产超过30年。,C
111,GW4,T2057,“阿尔法·罗密欧V6发动机”在70年代开始生产。,E
112,GW4,T2057,“阿尔法·罗密欧V6发动机”需要定期更换油。,N
113,GW4,T2057,“阿尔法·罗密欧V6发动机”是用钢块制造的。,C
114,GW52,T2057,阿尔法·罗密欧V6已经生产了四分之一世纪。,E
115,GW52,T2057,阿尔法·罗密欧的V6发动机被用于多个车辆。,N
116,GW52,T2057,V6的扭矩超过了225磅英尺。,C
117,GW74,T2058,“Altostratus undulatus云”是波浪层云,E
118,GW74,T2058,“Altostratus undulatus云”总是在2400-6100米的高度找到,N
119,GW74,T2058,“Altostratus undulatus云”是形成降雨的低云。,C
120,GW105,T2058,altostratus倾向于看起来皱纹。,E
121,GW105,T2058,阿尔托斯特拉图斯云在15000英尺的高度出现。,N
122,GW105,T2058,altostratus云通常意味着会有飓风。,C
123,GW52,T2058,AS升至8000英尺以上的高度。,E
124,GW52,T2058,云有分类系统。,N
125,GW52,T2058,降雨是由 AS 云保证的。,C
126,GW19,T2059,"虽然B.R. Ambedkar的生日在印度是公认的,但它不是一个宗教节日。",E
127,GW19,T2059,Babasaheb Ambedkar博士被认为是印度宪法的作者。,N
128,GW19,T2059,Babasaheb Ambedkar博士是巴基斯坦主要民族主义运动的领导者。,C
129,GW63,T2059,“Ambedkar Jayanti”在4月14日与Ashok Vijaya Dashmi一起庆祝,E
130,GW63,T2059,"B. R,Ambedkar也被称为Bhim",N
131,GW63,T2059,B. R. Ambedkar 出生于 5 月,C
132,GW86,T2059,每年都會出現「阿貝德卡·吉安蒂」。,E
133,GW86,T2059,“Ambedkar Jayanti”纪念了一位医生的生日。,N
134,GW86,T2059,“安贝德卡·贾安蒂”是一个宗教节日。,C
135,GW52,T2060,“安吉丽娜”成立于20世纪初。,E
136,GW52,T2060,“安吉丽娜”提供多种食物。,N
137,GW52,T2060,“安吉丽娜”已经经历了五个不同的主人。,C
138,GW74,T2060,226 Rue de Rivoli 在巴黎,E
139,GW74,T2060,Groupe Bertrand 住在巴黎,N
140,GW74,T2060,Antoine Rumpelmayer取代了伯特兰集团作为所有者,C
141,GW4,T2060,“安吉丽娜”于100多年前首次亮相。,E
142,GW4,T2060,“安吉丽娜”被认为是法国吃饭的最佳地方之一。,N
143,GW4,T2060,“安吉丽娜”只有一个主要位置。,C
144,GW86,T2061,“苹果I”是一系列计算机之一。,E
145,GW86,T2061,“苹果I”有磁盘驱动器。,N
146,GW86,T2061,“苹果I”在推出时花费超过2000美元。,C
147,GW52,T2061,“苹果I”的生产时间不到两年。,E
148,GW52,T2061,“苹果I”是苹果开发的第一个模型。,N
149,GW52,T2061,“苹果I”在发布时是一个便宜的计算机。,C
150,GW28,T2061,“苹果I”在市场上已经不到两年了。,E
151,GW28,T2061,“苹果I”配备了两个玩游戏的子。,N
152,GW28,T2061,"“苹果I”被引入,并在同一年停止生产。",C
153,GW28,T2062,“Argon”已被称为一百多年来。,E
154,GW28,T2062,“”在吸入时是致命的。,N
155,GW28,T2062,“Argon”的熔点和沸点是相同的。,C
156,GW74,T2062,熔点比沸点高出4°C。,E
157,GW74,T2062,原子数是每个壳的电子的总和,N
158,GW74,T2062,关键点正好是三重点的两倍,C
159,GW52,T2062,“阿贡”是第一个被发现的20个元素之一。,E
160,GW52,T2062,“Argon”至今仍常用。,N
161,GW52,T2062,“阿尔贡”在20世纪被发现。,C
162,GW28,T2063,“阿斯塔丁”在20世纪上半叶被多个人发现。,E
163,GW28,T2063,“阿斯塔丁”是在野外时意外发现的。,N
164,GW28,T2063,“阿斯塔丁”是以发现该元素的科学家之一命名的。,C
165,GW4,T2063,“阿斯塔丁”可以在周期表中找到。,E
166,GW4,T2063,“阿斯塔丁”在被点燃时发光。,N
167,GW4,T2063,“阿斯塔丁”以非常反应性而闻名。,C
168,GW95,T2063,“阿斯塔丁”在 Run Down 元素中发现。,E
169,GW95,T2063,它被三名意大利人发现。,N
170,GW95,T2063,“阿斯塔丁”可在干净的表面上找到。,C
171,GW95,T2064,“自闭症”通常在婴儿帽期间被诊断出来。,E
172,GW95,T2064,大多数自闭症患者因为他们的沟通问题而受到欺凌。,N
173,GW95,T2064,“自闭症”是用枪来治疗的。,C
174,GW52,T2064,“自闭症”每年影响近2500万人。,E
175,GW52,T2064,"多年来,“自闭症”的发病率一直在上升。",N
176,GW52,T2064,“自闭症”只持续了几个月。,C
177,GW4,T2064,“自闭症”是一种表现幼儿症状的疾病。,E
178,GW4,T2064,患有“自闭症”的人通常会遇到与他人交谈的困难。,N
179,GW4,T2064,患有“自闭症”的人通常会被它杀死。,C
180,GW19,T2065,纽约市交通局运营的MTA NYC巴士系统的一部分B25福顿街线每年有超过250万乘客。,E
181,GW19,T2065,B25公交车线是纽约市公交车系统中使用量最多的公交车线之一。,N
182,GW19,T2065,B25公交车线从上西侧运行到斯坦顿岛。,C
183,GW106,T2065,“b25 Fulton街线”在布鲁克林的约克街上行驶。,E
184,GW106,T2065,b25公交车一直住在他东纽约仓库。,N
185,GW106,T2065,MTA 限制 b5 Fulton 街道线的运行到白天到晚上。,C
186,GW86,T2065,“B25 Fulton街道线”每天24小时运行。,E
187,GW86,T2065,“B25 Fulton街线”在其大部分路线上运行在Fulton街上。,N
188,GW86,T2065,"“B25 Fulton街道线”从百老汇通道开始,在前街结束。",C
189,GW52,T2066,“B48洛里默街”每年帮助超过100万人旅行。,E
190,GW52,T2066,“B48洛里默街”仍然提供街车服务。,N
191,GW52,T2066,“B48洛里默街”只在白天开通。,C
192,GW84,T2066,Fresh Pond Depot位于布鲁克林。,E
193,GW84,T2066,每年在B48洛里摩尔街有超过200万的赞助商。,N
194,GW84,T2066,只有巴士停在Fresh Pond Depot。,C
195,GW74,T2066,“b48 Lorimer街”在1884年没有使用诺瓦公交车RTS-06,E
196,GW74,T2066,“B48洛里默街”于1947年开始使用Orion VII。,N
197,GW74,T2066,“b48 Lorimer街”从同一个社区开始和结束,C
198,GW52,T2067,“B63第五大道线”是在19世纪开发的。,E
199,GW52,T2067,"多年来,B63第五大道线的长度发生了变化。",N
200,GW52,T2067,“b63第五大道线”的年使用率超过500万。,C
201,GW106,T2067,B63线的长度不到6英里。,E
202,GW106,T2067,B63第五大道线是布鲁克林每年最受欢迎的路线。,N
203,GW106,T2067,B63第五大道线上的最后一趟接送将于11点59分从6号码头出发。,C
204,GW28,T2067,"“b63 Fifth Avenue Line”是一条公交车路线,在纽约布鲁克林市一百多年前开始运营。",E
205,GW28,T2067,“B63第五大道线”已在非峰值时间降价。,N
206,GW28,T2067,“b63 Fifth Avenue Line”也为昆士州的社区提供服务。,C
207,GW52,T2068,“B69 Vanderbilt Avenue Line”每年有超过一百万人乘坐它。,E
208,GW52,T2068,“b69 Vanderbilt Avenue Line”已经进行了深夜操作的实验。,N
209,GW52,T2068,“B69范德比尔特大道线”于1950年暂时关闭。,C
210,GW106,T2068,B69 Vanderbilt Avenue Line的最后一站位于布鲁克林市中心。,E
211,GW106,T2068,B69线是1956年世界系列赛期间最受欢迎的运输方式。,N
212,GW106,T2068,"2017年,超过150万客户乘坐了B69。",C
213,GW1,T2068,“B69 Vanderbilt Avenue Line”于19世纪开始运营。,E
214,GW1,T2068,“b69 Vanderbilt Avenue Line”一直在提供转会服务。,N
215,GW1,T2068,"19世紀中期,“B69 Vanderbilt Avenue Line”停止運作。",C
216,GW52,T2069,“Bandra Worli Sea Link”建造始于20年前。,E
217,GW52,T2069,“Bandra Worli Sea Link”是一个非常受欢迎的收费站。,N
218,GW52,T2069,海上链接对所有车辆都有平坦的收费。,C
219,GW74,T2069,“班达沃利海链”大约10年内建成,E
220,GW74,T2069,MSRDC聘请Seshadri Srinivasan设计“Bandra Worli Sea Link”,N
221,GW74,T2069,“Bandra Worli Sea Link”建成一年后开通。,C
222,GW106,T2069,“Bandra Worli Sea Link”由同一家公司拥有和维护。,E
223,GW106,T2069,大多数乘坐“Bandra Worli Sea Link”的司机支付的费用平均为160美元。,N
224,GW106,T2069,“班德拉·沃利海路连接”的建设发生在两个不同的十年。,C
225,GW4,T2070,“贝尔瘫痪”是一种人们可以克服的疾病。,E
226,GW4,T2070,疾病“贝尔瘫痪”是相当常见的。,N
227,GW4,T2070,“贝尔瘫痪”是一种最终杀死人们的疾病。,C
228,GW52,T2070,贝尔的瘫痪是一种罕见的状况。,E
229,GW52,T2070,贝尔的瘫痪可能会复发。,N
230,GW52,T2070,贝尔的瘫痪是一种终身的疾病。,C
231,GW28,T2070,“贝尔瘫痪”是一种临时但痛苦和尴尬的神经疾病。,E
232,GW28,T2070,“贝尔瘫痪”主要影响老年成年男性。,N
233,GW28,T2070,“贝尔瘫痪”是一种可以管理的终身痛苦。,C
234,GW28,T2071,“贝尔坦”是庆祝夏季开始的年度文化观察活动。,E
235,GW28,T2071,"“Beltane”被许多其他团体庆祝,不论宗教或信仰。",N
236,GW28,T2071,“贝尔坦”是一个半年度的基督教庆祝活动,C
237,GW52,T2071,“Beltane”意味着季节的变化。,E
238,GW52,T2071,“Beltane”是“五月日”一词的开始。,N
239,GW52,T2071,“Beltane”在世界各地发生在5月1日。,C
240,GW74,T2071,“贝尔坦”将于5月1日庆祝夏天的开始,E
241,GW74,T2071,温哥华人通常点燃火焰来庆祝“贝尔坦”,N
242,GW74,T2071,夏天的开始在南半球庆祝6月,C
243,GW52,T2072,“双极性障碍”有不同的类型。,E
244,GW52,T2072,“双极性障碍”的频率正在增加。,N
245,GW52,T2072,“双极性障碍”发生在中年。,C
246,GW105,T2072,"“双极性障碍”是一种罕见的疾病,影响人口的一小部分。",E
247,GW105,T2072,大多数双极障碍的病例是由于遗传。,N
248,GW105,T2072,儿童最容易患双极性障碍。,C
249,GW74,T2072,“双极性障碍”的风险因素比原因多,E
250,GW74,T2072,儿童虐待的25岁男孩将发展“双极性障碍”,N
251,GW74,T2072,有更多的并发症比症状,C
252,GW1,T2073,宝马3系列首次在21世纪的第二十年生产。,E
253,GW1,T2073,汽油涡轮增压的BMW 3系列被专家认为优于柴油涡轮增压的BMW 3系列。,N
254,GW1,T2073,宝马3系列有3位主要设计师。,C
255,GW28,T2073,"宝马3系列是一款德国汽车,在多个不同国家组装。",E
256,GW28,T2073,宝马3系列是宝马最负担得起的车类。,N
257,GW28,T2073,BMW 3 系列是由电池驱动的 theri SUV 产品。,C
258,GW52,T2073,"宝马3系列,F版,近十年的生产。",E
259,GW52,T2073,BMW 3 系列的 F 型号是 3 系列的最后一款。,N
260,GW52,T2073,BMW 3 系列的 F 型号为每辆车配备了两个设计师。,C
261,GW4,T2074,脑肿瘤通常最终导致每年超过20万人死亡。,E
262,GW4,T2074,脑肿瘤可以及时去除。,N
263,GW4,T2074,超过一半患有脑肿瘤的人会活下来。,C
264,GW28,T2074,"脑肿瘤的治疗是多样化的,并与药物一起进行。",E
265,GW28,T2074,诊断大脑肿瘤的最流行的方法是进行组织生物检。,N
266,GW28,T2074,大脑肿瘤通常在诊断后几个月内致命。,C
267,GW52,T2074,大脑肿瘤发生在100多万患者中。,E
268,GW52,T2074,"多年来,脑肿瘤的预测变得更好。",N
269,GW52,T2074,任何患有脑肿瘤的人都会死于它。,C
270,GW1,T2075,"截至2015年,已有超过200万人患有乳腺癌。",E
271,GW1,T2075,"统计上,医生更喜欢手术,而不是放射治疗作为乳腺癌的治疗。",N
272,GW1,T2075,2018年有超过100万人死于乳腺癌。,C
273,GW74,T2075,2018年死亡率超过了2015年受影响的四分之一。,E
274,GW74,T2075,肥胖导致乳房形状变化,N
275,GW74,T2075,症状多于风险因素,C
276,GW52,T2075,“乳腺癌”每年影响超过200万人。,E
277,GW52,T2075,“乳腺癌”发生在男性中。,N
278,GW52,T2075,“乳腺癌”的生存率很低。,C
279,GW4,T2076,“布罗米因”的质量大于70。,E
280,GW4,T2076,矿物质“布罗米因”是众所周知的。,N
281,GW4,T2076,“布罗米因”在1900年代首次被发现。,C
282,GW52,T2076,“布罗明”是第一个被发现的50个元素之一。,E
283,GW52,T2076,“Bromine”是高度波动的。,N
284,GW52,T2076,“布罗米因”在18世纪被发现。,C
285,GW86,T2076,“布罗米因”在十九世纪首次被发现。,E
286,GW86,T2076,“布罗米素”最常以液态形式出现。,N
287,GW86,T2076,“Bromine”是碱性。,C
288,GW60,T2077,约翰·奥古斯图斯·罗布林(John Augustus Roebling)知道如何设计悬挂/电缆停留的混合桥梁。,E
289,GW60,T2077,布鲁克林大桥是唯一穿越东河的桥梁。,N
290,GW60,T2077,“布鲁克林大桥”比它的长度更高。,C
291,GW4,T2077,"“布鲁克林大桥”已被更新,以增加多年的容量。",E
292,GW4,T2077,“布鲁克林大桥”缓解了布鲁克林的交通拥堵。,N
293,GW4,T2077,"要使用“布鲁克林大桥”,司机必须花钱。",C
294,GW106,T2077,布鲁克林大桥从1883年起连接曼哈顿与布鲁克林。,E
295,GW106,T2077,“布鲁克林大桥”在其最长的航程中达到其最高点。,N
296,GW106,T2077,“布鲁克林大桥”从曼哈顿到斯坦顿岛至少跨过一个水域。,C
297,GW105,T2078,佛教徒在春天庆祝佛陀的生日。,E
298,GW105,T2078,“佛陀的生日”发生在4月比不经常。,N
299,GW105,T2078,佛陀的生日是冬季节假日。,C
300,GW107,T2078,“佛陀的生日”在许多文化和国家都被庆祝。,E
301,GW107,T2078,“佛陀的生日”只在亚洲庆祝。,N
302,GW107,T2078,“佛陀的生日”每年都在同一天庆祝。,C
303,GW52,T2078,“佛陀的生日”在亚洲部分地区被广泛庆祝。,E
304,GW52,T2078,“佛陀的生日”可以由亚洲以外的人庆祝。,N
305,GW52,T2078,"佛陀的生日,每年都在同一天。",C
306,GW4,T2079,“燃烧的人”已经持续了30多年。,E
307,GW4,T2079,“燃烧的人”每年都在同一个地方举行。,N
308,GW4,T2079,“燃烧的人”每年发生几次。,C
309,GW89,T2079,每年在内华达州举行的“燃烧人”节。,E
310,GW89,T2079,拉里·哈维负责该事件。,N
311,GW89,T2079,"1976年,“燃烧人”节开始举办。",C
312,GW1,T2079,《燃烧的人》于1986年夏天开幕。,E
313,GW1,T2079,燃烧的人总是有大约50至70千人出席。,N
314,GW1,T2079,"2019年,“燃烧的人”在春天。",C
315,GW12,T2080,“心脏停止”发生在老年人没有发现脉冲时。,E
316,GW12,T2080,“心脏停止”可能涉及失去意识和非常低的。,N
317,GW12,T2080,心脏停止的生存率在医院以外的人中更高。,C
318,GW86,T2080,心脏停止的死亡率从75%到90%。,E
319,GW86,T2080,减肥会降低心脏停止的风险。,N
320,GW86,T2080,医院内心脏病死亡率高于医院外死亡率。,C
321,GW28,T2080,“心脏停止”是一种心脏停止运作和生存的机会很低的医疗条件。,E
322,GW28,T2080,“心脏停止”发生在男性比女性更多。,N
323,GW28,T2080,“心脏停止”在医院以外的所有情况下都是致命的。,C
324,GW52,T2081,“”需要时间来发展。,E
325,GW52,T2081,“”是完全可以预防的。,N
326,GW52,T2081,“疮”只发生在几十万人中。,C
327,GW28,T2081,"数以百万计的人患有疮,但可以治疗。",E
328,GW28,T2081,“疮”是昂贵的治疗。,N
329,GW28,T2081,“疮”并不常见或被理解。,C
330,GW86,T2081,“疮”可以用多于一种方法治疗。,E
331,GW86,T2081,“疮”通常会导致失明。,N
332,GW86,T2081,“卡塔拉”突然发生。,C
333,GW105,T2082,"“脑瘫”是一种童年疾病,持续一辈子。",E
334,GW105,T2082,最有效的治疗方法是外科手术。,N
335,GW105,T2082,“脑瘫”影响近四分之一的人口。,C
336,GW74,T2082,"协调不良,通常首先发生在儿童时期,是由于“脑瘫”",E
337,GW74,T2082,硬肌肉总是伴随着癫痫发作,N
338,GW74,T2082,有更多的并发症比症状,C
339,GW28,T2082,"“脑瘫”是一种神经疾病,在童年早期出现。",E
340,GW28,T2082,“脑瘫”与疫苗接种有关。,N
341,GW28,T2082,“脑瘫”在到达成年之前可以治愈。,C
342,GW52,T2083,“Cerium”在1830年代首次被发现。,E
343,GW52,T2083,“Cerium”目前已被广泛使用。,N
344,GW52,T2083,“Cerium”是第一个被发现的20个元素之一。,C
345,GW28,T2083,发现后隔离“Cerium”花了35年时间。,E
346,GW28,T2083,“Cerium”是欧洲人首先发现的。,N
347,GW28,T2083,“Cerium”是以发现该元素的科学家之一命名的。,C
348,GW4,T2083,“Cerium”在能够被孤立之前被发现。,E
349,GW4,T2083,元素“Cerium”以非常反应性而闻名。,N
350,GW4,T2083,元素“Cerium”是以发现它的人命名的。,C
351,GW86,T2084,“中国新年”通常在2月20日或之前庆祝。,E
352,GW86,T2084,“中国新年”的庆祝人数比非中国人多。,N
353,GW86,T2084,“中国新年”每年都在同一天庆祝。,C
354,GW105,T2084,“中国新年”发生在春天。,E
355,GW105,T2084,佛教徒庆祝“中国新年”比道教徒多。,N
356,GW105,T2084,“中国新年”每年都庆祝同一种动物。,C
357,GW52,T2084,2019年“中国新年”的标志是猪。,E
358,GW52,T2084,“中国新年”对每个人来说都是一样的传统。,N
359,GW52,T2084,“中国新年”每两年都有同样的动物。,C
360,GW28,T2085,圣诞节是许多非基督徒也庆祝的基督教节日。,E
361,GW28,T2085,圣诞节是世界上最受庆祝的节日。,N
362,GW28,T2085,圣诞节在12月25日被普遍庆祝。,C
363,GW52,T2085,圣诞节是一个普遍庆祝的节日。,E
364,GW52,T2085,圣诞节在世界各地都有相同的传统。,N
365,GW52,T2085,圣诞节对每个人来说都是在同一天。,C
366,GW107,T2085,圣诞节每年都会庆祝。,E
367,GW107,T2085,圣诞节只有白人庆祝。,N
368,GW107,T2085,圣诞节是佛陀的生日。,C
369,GW4,T2086,“2.2和2.5发动机”被AMC发动机取代。,E
370,GW4,T2086,有数百万的“2.2和2.5发动机”生产。,N
371,GW4,T2086,“2.2 & 2.5 发动机”是用柴油驱动的。,C
372,GW74,T2086,Piston 冲击比 Cylinder 冲击更长,E
373,GW74,T2086,1995年生产的大多数“2.2 和 2.5 发动机”都具有多点燃料喷射。,N
374,GW74,T2086,支柱冲击最长20毫米比气缸钻井更长,C
375,GW63,T2086,克莱斯勒 2.2 和 2.5 发动机的块材料和头部材料不同。,E
376,GW63,T2086,单点燃料注入仅用于克莱斯勒 2.2 和 2.5 发动机。,N
377,GW63,T2086,克莱斯勒内线2.2发动机的生产至今仍在继续,C
378,GW28,T2087,“辛辛那提贝尔连接器”是位于俄亥俄州辛辛那提的电动路车线。,E
379,GW28,T2087,“辛辛那提贝尔连接器”每辆街头车可容纳一百名乘客。,N
380,GW28,T2087,“辛辛那提贝尔连接器”运行柴油。,C
381,GW106,T2087,“辛辛那提铃声连接器”于2016年夏天开通。,E
382,GW106,T2087,“辛辛那提钟连接器”完全在辛辛那提市内运作。,N
383,GW106,T2087,“Cincinnati Bell Connector”由同一公司或管理机构拥有和运营。,C
384,GW74,T2087,有更多的站点比有服务的“Cincinnati Bell Connector”,E
385,GW74,T2087,"当“辛辛那提钟连接器”于2016年9月9日开通时,有18个站点",N
386,GW74,T2087,线路数等于站数。,C
387,GW28,T2088,“民事服务考试”是印度毕业生和希望担任公务员的公民的标准化考试。,E
388,GW28,T2088,男性接受“民事服务考试”比女性多。,N
389,GW28,T2088,“民事服务考试”向所有申请者开放。,C
390,GW1,T2088,“民事服务考试”首次在20世纪上半叶颁发。,E
391,GW1,T2088,英语是“民事服务考试”的第一部分。,N
392,GW1,T2088,“民事服务考试”每半年提供。,C
393,GW52,T2088,“民事服务考试”可以追溯到20世纪20年代。,E
394,GW52,T2088,“民事服务考试”每年都有较高的参加率。,N
395,GW52,T2088,对“民事服务考试”的资格率很高。,C
396,GW1,T2089,临床制药科学家有很多相关的工作。,E
